season,week,roster_id,position,slot,eligible_owned,mean_four_week_increment,mean_four_week_cumulative
2023,3,3,WR,1,3,0.008823082275390609,0.008823082275390609
2023,3,3,WR,2,3,0.01122937744140623,0.02005245971679684
2023,3,3,WR,3,3,0.005614688720703115,0.025667148437499954
2023,3,3,TE,1,2,0.0,0.0
2023,3,3,TE,2,2,0.0,0.0
2023,3,4,QB,1,3,0.03342631835937496,0.03342631835937496
2023,3,4,QB,2,3,0.050139477539062435,0.08356579589843739
2023,3,4,QB,3,3,0.050139477539062435,0.13370527343749983
2023,3,4,RB,1,4,0.03629157714843747,0.03629157714843747
2023,3,4,RB,2,4,0.020161987304687483,0.05645356445312495
2023,3,4,RB,3,4,0.03629157714843747,0.09274514160156241
2023,3,4,RB,4,4,0.03629157714843747,0.1290367187499999
2023,3,4,WR,1,5,0.025657448730468768,0.025657448730468768
2023,3,4,WR,2,5,0.019982821533203132,0.0456402702636719
2023,3,4,WR,3,5,0.029200886474609417,0.07484115673828132
2023,3,4,WR,4,5,0.03630878222656256,0.11114993896484388
2023,3,4,WR,5,5,0.025638045410156296,0.13678798437500017
2023,3,5,QB,1,1,0.0,0.0
2023,3,5,RB,1,5,0.026102312011718767,0.026102312011718767
2023,3,5,RB,2,5,0.02788087060546876,0.05398318261718753
2023,3,5,RB,3,5,0.021685121582031258,0.07566830419921879
2023,3,5,RB,4,5,0.006195749023437502,0.08186405322265629
2023,3,5,RB,5,5,0.01726793115234375,0.09913198437500004
2023,3,5,WR,1,6,0.035182264648437406,0.035182264648437406
2023,3,5,WR,2,6,0.03723917797851554,0.07242144262695294
2023,3,5,WR,3,6,0.017204841064453115,0.08962628369140606
2023,3,5,WR,4,6,0.023852683105468717,0.11347896679687478
2023,3,5,WR,5,6,0.020664978271484342,0.1341439450683591
2023,3,5,WR,6,6,0.03949572680664062,0.17363967187499973
2023,3,5,TE,1,2,0.047688353271484414,0.047688353271484414
2023,3,5,TE,2,2,0.03262887329101565,0.08031722656250007
2023,3,6,QB,1,3,0.0,0.0
2023,3,6,QB,2,3,0.0,0.0
2023,3,6,QB,3,3,0.0,0.0
2023,3,6,RB,1,4,0.043046021728515474,0.043046021728515474
2023,3,6,RB,2,4,0.03612126538085933,0.0791672871093748
2023,3,6,RB,3,4,0.043696404785156254,0.12286369189453106
2023,3,6,RB,4,4,0.038513628417968904,0.16137732031249996
2023,3,6,WR,1,4,0.0,0.0
2023,3,6,WR,2,4,0.0,0.0
2023,3,6,WR,3,4,0.0,0.0
2023,3,6,WR,4,4,0.0,0.0
2023,3,6,TE,1,1,0.0,0.0
2023,3,7,QB,1,2,0.06615968359375013,0.06615968359375013
2023,3,7,QB,2,2,0.06615968359375013,0.13231936718750026
2023,3,7,RB,1,7,0.022229978515624943,0.022229978515624943
2023,3,7,RB,2,7,0.023814601562499926,0.04604458007812487
2023,3,7,RB,3,7,0.027327099609374947,0.07337167968749982
2023,3,7,RB,4,7,0.014819675781249986,0.0881913554687498
2023,3,7,RB,5,7,0.04559505566406247,0.13378641113281226
2023,3,7,RB,6,7,0.017539862304687515,0.15132627343749977
2023,3,7,RB,7,7,0.037135570312500074,0.18846184374999986
2023,3,7,WR,1,1,0.0,0.0
2023,3,7,TE,1,1,0.035066898437499994,0.035066898437499994
2023,3,8,QB,1,4,0.0,0.0
2023,3,8,QB,2,4,0.0,0.0
2023,3,8,QB,3,4,0.0,0.0
2023,3,8,QB,4,4,0.0,0.0
2023,3,8,RB,1,2,0.03589032958984374,0.03589032958984374
2023,3,8,RB,2,2,0.04614470947265624,0.08203503906249998
2023,3,8,WR,1,7,0.05362508203124999,0.05362508203124999
2023,3,8,WR,2,7,0.021024767089843754,0.07464984912109375
2023,3,8,WR,3,7,0.0461078828125,0.12075773193359376
2023,3,8,WR,4,7,0.027024497558593763,0.14778222949218753
2023,3,8,WR,5,7,0.023275259765625007,0.17105748925781253
2023,3,8,WR,6,7,0.0304927099609375,0.20155019921875003
2023,3,8,WR,7,7,0.01951666015625001,0.22106685937500004
2023,3,9,QB,1,3,0.0,0.0
2023,3,9,QB,2,3,0.0,0.0
2023,3,9,QB,3,3,0.0,0.0
2023,3,9,RB,1,8,0.02545840698242184,0.02545840698242184
2023,3,9,RB,2,8,0.046147330566406186,0.07160573754882803
2023,3,9,RB,3,8,0.07351391943359367,0.14511965698242169
2023,3,9,RB,4,8,0.03959143749999995,0.18471109448242168
2023,3,9,RB,5,8,0.04488486083984371,0.22959595532226534
2023,3,9,RB,6,8,0.032121594970703105,0.2617175502929685
2023,3,9,RB,7,8,0.07298997949218744,0.33470752978515594
2023,3,9,RB,8,8,0.029421235839843733,0.36412876562499963
2023,3,9,WR,1,1,0.14069998437499975,0.14069998437499975
2023,3,9,TE,1,3,0.0,0.0
2023,3,9,TE,2,3,0.0,0.0
2023,3,9,TE,3,3,0.0,0.0
2023,3,10,RB,1,3,0.0,0.0
2023,3,10,RB,2,3,0.0,0.0
2023,3,10,RB,3,3,0.0,0.0
2023,3,10,WR,1,6,0.016028642089843677,0.016028642089843677
2023,3,10,WR,2,6,0.015653315917968688,0.031681958007812365
2023,3,10,WR,3,6,0.01549977465820307,0.047181732666015434
2023,3,10,WR,4,6,0.009310097167968712,0.056491829833984146
2023,3,10,WR,5,6,0.015533882568359303,0.07202571240234346
2023,3,10,WR,6,6,0.027281990722656142,0.09930770312499959
2023,3,10,TE,1,1,0.0,0.0
2023,3,11,QB,1,3,0.0,0.0
2023,3,11,QB,2,3,0.0,0.0
2023,3,11,QB,3,3,0.0,0.0
2023,3,11,RB,1,4,0.02967112792968747,0.02967112792968747
2023,3,11,RB,2,4,0.0383781420898437,0.06804927001953118
2023,3,11,RB,3,4,0.028463354492187468,0.09651262451171863
2023,3,11,RB,4,4,0.028569484863281223,0.12508210937499986
2023,3,11,WR,1,3,0.006741772460937476,0.006741772460937476
2023,3,11,WR,2,3,0.006067595214843728,0.012809367675781204
2023,3,11,WR,3,3,0.008764304199218718,0.021573671874999922
2023,3,11,TE,1,2,0.0,0.0
2023,3,11,TE,2,2,0.0,0.0
2023,3,12,QB,1,1,0.0,0.0
2023,3,12,RB,1,2,0.0,0.0
2023,3,12,RB,2,2,0.0,0.0
2023,3,12,WR,1,6,0.029817219482421747,0.029817219482421747
2023,3,12,WR,2,6,0.02122813989257802,0.051045359374999766
2023,3,12,WR,3,6,0.02811586645507802,0.07916122583007779
2023,3,12,WR,4,6,0.012577006103515587,0.09173823193359337
2023,3,12,WR,5,6,0.011749324951171869,0.10348755688476524
2023,3,12,WR,6,6,0.01952678686523429,0.12301434374999953
2023,3,12,TE,1,2,0.29754502050781256,0.29754502050781256
2023,3,12,TE,2,2,0.24314919824218753,0.5406942187500001
2023,4,1,QB,1,3,0.0,0.0
2023,4,1,QB,2,3,0.0,0.0
2023,4,1,QB,3,3,0.0,0.0
2023,4,1,RB,1,9,0.04696906494140626,0.04696906494140626
2023,4,1,RB,2,9,0.09393812988281253,0.1409071948242188
2023,4,1,RB,3,9,0.09393812988281253,0.2348453247070313
2023,4,1,RB,4,9,0.09393812988281253,0.32878345458984387
2023,4,1,RB,5,9,0.1409071948242188,0.46969064941406263
2023,4,1,RB,6,9,0.02348453247070313,0.4931751818847658
2023,4,1,RB,7,9,0.09393812988281253,0.5871133117675782
2023,4,1,RB,8,9,0.02348453247070313,0.6105978442382813
2023,4,1,RB,9,9,0.1409071948242188,0.7515050390625002
2023,4,1,WR,1,2,0.23973724951171882,0.23973724951171882
2023,4,1,WR,2,2,0.18646230517578133,0.42619955468750015
2023,4,1,TE,1,1,0.0,0.0
2023,4,2,QB,1,2,0.0,0.0
2023,4,2,QB,2,2,0.0,0.0
2023,4,2,RB,1,1,0.0,0.0
2023,4,2,WR,1,4,0.01669148193359376,0.01669148193359376
2023,4,2,WR,2,4,0.024505724121093753,0.04119720605468751
2023,4,2,WR,3,4,0.016471417236328133,0.057668623291015644
2023,4,2,WR,4,4,0.042114790771484376,0.09978341406250002
2023,4,2,TE,1,2,0.022555032226562403,0.022555032226562403
2023,4,2,TE,2,2,0.019901499023437415,0.04245653124999982
2023,4,3,QB,1,5,0.014852484130859371,0.014852484130859371
2023,4,3,QB,2,5,0.011881987304687498,0.026734471435546872
2023,4,3,QB,3,5,0.02079347778320312,0.04752794921874999
2023,4,3,QB,4,5,0.029704968261718746,0.07723291748046873
2023,4,3,QB,5,5,0.017822980957031248,0.09505589843749998
2023,4,3,RB,1,6,0.019593723632812497,0.019593723632812497
2023,4,3,RB,2,6,0.01632810302734375,0.035921826660156246
2023,4,3,RB,3,6,0.0065312412109374985,0.04245306787109374
2023,4,3,RB,4,6,0.029390585449218746,0.07184365332031249
2023,4,3,RB,5,6,0.022859344238281246,0.09470299755859374
2023,4,3,RB,6,6,0.009796861816406249,0.10449985937499998
2023,4,3,WR,1,3,0.010427279052734356,0.010427279052734356
2023,4,3,WR,2,3,0.008823082275390609,0.019250361328124965
2023,4,3,WR,3,3,0.006416787109374988,0.025667148437499954
2023,4,3,TE,1,2,0.0,0.0
2023,4,3,TE,2,2,0.0,0.0
2023,4,4,QB,1,3,0.12198631591796866,0.12198631591796866
2023,4,4,QB,2,3,0.15858221069335926,0.2805685266113279
2023,4,4,QB,3,3,0.10978768432617181,0.3903562109374997
2023,4,4,RB,1,4,0.026539084960937515,0.026539084960937515
2023,4,4,RB,2,4,0.07298248364257817,0.09952156860351569
2023,4,4,RB,3,4,0.06634771240234379,0.16586928100585946
2023,4,4,RB,4,4,0.04644339868164065,0.21231267968750012
2023,4,4,WR,1,5,0.0277740856933594,0.0277740856933594
2023,4,4,WR,2,5,0.0178661845703125,0.0456402702636719
2023,4,4,WR,3,5,0.03131914038085942,0.07695941064453132
2023,4,4,WR,4,5,0.02208975683593753,0.09904916748046885
2023,4,4,WR,5,5,0.03773881689453132,0.13678798437500017
2023,4,5,QB,1,1,0.0,0.0
2023,4,5,RB,1,3,0.0,0.0
2023,4,5,RB,2,3,0.0,0.0
2023,4,5,RB,3,3,0.0,0.0
2023,4,5,WR,1,4,0.04295739550781244,0.04295739550781244
2023,4,5,WR,2,4,0.048327434082031176,0.09128482958984362
2023,4,5,WR,3,4,0.05369601611328119,0.1449808457031248
2023,4,5,WR,4,4,0.044030529296874954,0.18901137499999976
2023,4,5,TE,1,2,0.04614919433593753,0.04614919433593753
2023,4,5,TE,2,2,0.02768951660156252,0.07383871093750005
2023,4,6,QB,1,3,0.0,0.0
2023,4,6,QB,2,3,0.0,0.0
2023,4,6,QB,3,3,0.0,0.0
2023,4,6,RB,1,4,0.09445325219726547,0.09445325219726547
2023,4,6,RB,2,4,0.09199332250976558,0.18644657470703102
2023,4,6,RB,3,4,0.06984103930664065,0.2562876140136717
2023,4,6,RB,4,4,0.08375922192382827,0.34004683593749996
2023,4,6,WR,1,4,0.0,0.0
2023,4,6,WR,2,4,0.0,0.0
2023,4,6,WR,3,4,0.0,0.0
2023,4,6,WR,4,4,0.0,0.0
2023,4,6,TE,1,1,0.0,0.0
2023,4,7,QB,1,1,0.13231936718750026,0.13231936718750026
2023,4,7,RB,1,6,0.030823630859374937,0.030823630859374937
2023,4,7,RB,2,6,0.03976363891601557,0.07058726977539051
2023,4,7,RB,3,6,0.041935051513671856,0.11252232128906237
2023,4,7,RB,4,6,0.019907026367187552,0.13242934765624992
2023,4,7,RB,5,6,0.039041276611328196,0.17147062426757811
2023,4,7,RB,6,6,0.03177274291992191,0.20324336718750002
2023,4,7,WR,1,1,0.0,0.0
2023,4,8,QB,1,4,0.0,0.0
2023,4,8,QB,2,4,0.0,0.0
2023,4,8,QB,3,4,0.0,0.0
2023,4,8,QB,4,4,0.0,0.0
2023,4,8,RB,1,1,0.0,0.0
2023,4,8,WR,1,5,0.0,0.0
2023,4,8,WR,2,5,0.0,0.0
2023,4,8,WR,3,5,0.0,0.0
2023,4,8,WR,4,5,0.0,0.0
2023,4,8,WR,5,5,0.0,0.0
2023,4,9,QB,1,3,0.0,0.0
2023,4,9,QB,2,3,0.0,0.0
2023,4,9,QB,3,3,0.0,0.0
2023,4,9,RB,1,7,0.032082424804687454,0.032082424804687454
2023,4,9,RB,2,7,0.03533141674804684,0.06741384155273429
2023,4,9,RB,3,7,0.03269918237304684,0.10011302392578114
2023,4,9,RB,4,7,0.043393323974609335,0.14350634790039046
2023,4,9,RB,5,7,0.033398541992187475,0.17690488989257794
2023,4,9,RB,6,7,0.05540358276367183,0.23230847265624976
2023,4,9,RB,7,7,0.045408800781249974,0.27771727343749975
2023,4,9,WR,1,1,0.14069998437499975,0.14069998437499975
2023,4,9,TE,1,3,0.0,0.0
2023,4,9,TE,2,3,0.0,0.0
2023,4,9,TE,3,3,0.0,0.0
2023,4,10,RB,1,3,0.005028052734374983,0.005028052734374983
2023,4,10,RB,2,3,0.003771039550781237,0.00879909228515622
2023,4,10,RB,3,3,0.004609048339843734,0.013408140624999954
2023,4,10,WR,1,5,0.004754917236328045,0.004754917236328045
2023,4,10,WR,2,5,0.0066261870117186525,0.011381104248046697
2023,4,10,WR,3,5,0.003844863281249916,0.015225967529296613
2023,4,10,WR,4,5,0.009373402832031155,0.02459937036132777
2023,4,10,WR,5,5,0.005613809326171823,0.03021317968749959
2023,4,10,TE,1,1,0.0,0.0
2023,4,11,QB,1,3,0.0,0.0
2023,4,11,QB,2,3,0.0,0.0
2023,4,11,QB,3,3,0.0,0.0
2023,4,11,RB,1,4,0.016630776367187475,0.016630776367187475
2023,4,11,RB,2,4,0.038484272460937455,0.05511504882812493
2023,4,11,RB,3,4,0.032976057128906215,0.08809110595703115
2023,4,11,RB,4,4,0.03699100341796872,0.12508210937499986
2023,4,11,WR,1,3,0.005393417968749981,0.005393417968749981
2023,4,11,WR,2,3,0.006741772460937476,0.012135190429687456
2023,4,11,WR,3,3,0.009438481445312466,0.021573671874999922
2023,4,11,TE,1,2,0.0030437929687499032,0.0030437929687499032
2023,4,11,TE,2,2,0.0030437929687499032,0.0060875859374998065
2023,4,12,QB,1,1,0.0,0.0
2023,4,12,RB,1,2,0.0,0.0
2023,4,12,RB,2,2,0.0,0.0
2023,4,12,WR,1,6,0.05829521752929688,0.05829521752929688
2023,4,12,WR,2,6,0.05576791040039063,0.11406312792968751
2023,4,12,WR,3,6,0.05465152856445312,0.16871465649414064
2023,4,12,WR,4,6,0.04610233862304685,0.2148169951171875
2023,4,12,WR,5,6,0.02586428247070314,0.2406812775878906
2023,4,12,WR,6,6,0.03789848022460938,0.2785797578125
2023,4,12,TE,1,1,0.3216477890624998,0.3216477890624998
2023,5,1,QB,1,3,0.0,0.0
2023,5,1,QB,2,3,0.0,0.0
2023,5,1,QB,3,3,0.0,0.0
2023,5,1,RB,1,7,0.0,0.0
2023,5,1,RB,2,7,0.0,0.0
2023,5,1,RB,3,7,0.0,0.0
2023,5,1,RB,4,7,0.0,0.0
2023,5,1,RB,5,7,0.0,0.0
2023,5,1,RB,6,7,0.0,0.0
2023,5,1,RB,7,7,0.0,0.0
2023,5,1,WR,1,2,0.22273197875976547,0.22273197875976547
2023,5,1,WR,2,2,0.19652821655273423,0.4192601953124997
2023,5,1,TE,1,3,0.01570089111328124,0.01570089111328124
2023,5,1,TE,2,3,0.017270980224609364,0.032971871337890604
2023,5,1,TE,3,3,0.017270980224609364,0.05024285156249997
2023,5,2,QB,1,2,0.0,0.0
2023,5,2,QB,2,2,0.0,0.0
2023,5,2,RB,1,1,0.0,0.0
2023,5,2,WR,1,4,0.02987413574218748,0.02987413574218748
2023,5,2,WR,2,4,0.05055234521484371,0.0804264809570312
2023,5,2,WR,3,4,0.043753160644531205,0.12417964160156239
2023,5,2,WR,4,4,0.045257436523437465,0.16943707812499986
2023,5,2,TE,1,1,0.0,0.0
2023,5,3,QB,1,5,0.06278706542968746,0.06278706542968746
2023,5,3,QB,2,5,0.07475037915039058,0.13753744458007805
2023,5,3,QB,3,5,0.07483170556640621,0.21236915014648425
2023,5,3,QB,4,5,0.07772087597656246,0.2900900261230467
2023,5,3,QB,5,5,0.09273601293945308,0.3828260390624998
2023,5,3,RB,1,6,0.029413231933593735,0.029413231933593735
2023,5,3,RB,2,6,0.02451102661132811,0.053924258544921846
2023,5,3,RB,3,6,0.014706615966796868,0.0686308745117187
2023,5,3,RB,4,6,0.014706615966796868,0.08333749047851557
2023,5,3,RB,5,6,0.03431543725585936,0.11765292773437494
2023,5,3,RB,6,6,0.03921764257812498,0.15687057031249993
2023,5,3,WR,1,3,0.013635672607421791,0.013635672607421791
2023,5,3,WR,2,3,0.00401049194335935,0.017646164550781142
2023,5,3,WR,3,3,0.0080209838867187,0.025667148437499843
2023,5,3,TE,1,2,0.0,0.0
2023,5,3,TE,2,2,0.0,0.0
2023,5,4,QB,1,3,0.09711698242187494,0.09711698242187494
2023,5,4,QB,2,3,0.13353585083007805,0.230652833251953
2023,5,4,QB,3,3,0.15781509643554678,0.38846792968749977
2023,5,4,RB,1,4,0.056821341308593856,0.056821341308593856
2023,5,4,RB,2,4,0.056821341308593856,0.11364268261718771
2023,5,4,RB,3,4,0.04870400683593759,0.1623466894531253
2023,5,4,RB,4,4,0.09740801367187518,0.2597547031250005
2023,5,4,WR,1,4,0.036837185302734415,0.036837185302734415
2023,5,4,WR,2,4,0.03628050512695316,0.07311769042968758
2023,5,4,WR,3,4,0.02606341699218753,0.09918110742187511
2023,5,4,WR,4,4,0.029816244140625035,0.12899735156250014
2023,5,5,QB,1,1,0.0,0.0
2023,5,5,RB,1,3,0.0,0.0
2023,5,5,RB,2,3,0.0,0.0
2023,5,5,RB,3,3,0.0,0.0
2023,5,5,WR,1,3,0.04510657617187491,0.04510657617187491
2023,5,5,WR,2,3,0.04510657617187491,0.09021315234374983
2023,5,5,WR,3,3,0.03007105078124994,0.12028420312499977
2023,5,5,TE,1,2,0.03513878662109378,0.03513878662109378
2023,5,5,TE,2,2,0.04517843994140629,0.08031722656250007
2023,5,6,QB,1,3,0.0,0.0
2023,5,6,QB,2,3,0.0,0.0
2023,5,6,QB,3,3,0.0,0.0
2023,5,6,RB,1,4,0.08668528515624983,0.08668528515624983
2023,5,6,RB,2,4,0.1076615627441405,0.19434684790039033
2023,5,6,RB,3,4,0.11834343457031245,0.3126902824707028
2023,5,6,RB,4,4,0.08160811596679701,0.3942983984374998
2023,5,6,WR,1,4,0.0,0.0
2023,5,6,WR,2,4,0.0,0.0
2023,5,6,WR,3,4,0.0,0.0
2023,5,6,WR,4,4,0.0,0.0
2023,5,6,TE,1,1,0.0,0.0
2023,5,7,RB,1,7,0.011177643554687505,0.011177643554687505
2023,5,7,RB,2,7,0.007591799560546897,0.018769443115234402
2023,5,7,RB,3,7,0.00843144921875004,0.02720089233398444
2023,5,7,RB,4,7,0.0054243356933594,0.03262522802734384
2023,5,7,RB,5,7,0.0072445612792969155,0.03986978930664076
2023,5,7,RB,6,7,0.006263985351562543,0.0461337746582033
2023,5,7,RB,7,7,0.0035427800292969075,0.04967655468750021
2023,5,8,QB,1,3,0.004688100097656245,0.004688100097656245
2023,5,8,QB,2,3,0.0038357182617187457,0.00852381835937499
2023,5,8,QB,3,3,0.005114291015624994,0.013638109374999985
2023,5,8,RB,1,1,0.0,0.0
2023,5,8,WR,1,5,0.0,0.0
2023,5,8,WR,2,5,0.0,0.0
2023,5,8,WR,3,5,0.0,0.0
2023,5,8,WR,4,5,0.0,0.0
2023,5,8,WR,5,5,0.0,0.0
2023,5,9,QB,1,3,0.0,0.0
2023,5,9,QB,2,3,0.0,0.0
2023,5,9,QB,3,3,0.0,0.0
2023,5,9,RB,1,6,0.023321157958984373,0.023321157958984373
2023,5,9,RB,2,6,0.023321157958984373,0.046642315917968746
2023,5,9,RB,3,6,0.009994781982421874,0.05663709790039062
2023,5,9,RB,4,6,0.013326375976562499,0.06996347387695312
2023,5,9,RB,5,6,0.023321157958984373,0.09328463183593749
2023,5,9,RB,6,6,0.013326375976562499,0.10661100781249999
2023,5,9,TE,1,3,0.0,0.0
2023,5,9,TE,2,3,0.0,0.0
2023,5,9,TE,3,3,0.0,0.0
2023,5,10,RB,1,3,0.0041900439453124855,0.0041900439453124855
2023,5,10,RB,2,3,0.004609048339843734,0.00879909228515622
2023,5,10,RB,3,3,0.004609048339843734,0.013408140624999954
2023,5,10,WR,1,5,0.0038789711914061498,0.0038789711914061498
2023,5,10,WR,2,5,0.0075021330566405475,0.011381104248046697
2023,5,10,WR,3,5,0.004789025146484278,0.016170129394530976
2023,5,10,WR,4,5,0.006557971191406185,0.02272810058593716
2023,5,10,WR,5,5,0.007485079101562431,0.03021317968749959
2023,5,10,TE,1,1,0.0,0.0
2023,5,11,QB,1,3,0.0,0.0
2023,5,11,QB,2,3,0.0,0.0
2023,5,11,QB,3,3,0.0,0.0
2023,5,11,RB,1,3,0.012118073730468727,0.012118073730468727
2023,5,11,RB,2,3,0.01101643066406248,0.023134504394531206
2023,5,11,RB,3,3,0.012118073730468727,0.035252578124999934
2023,5,11,WR,1,2,0.0,0.0
2023,5,11,WR,2,2,0.0,0.0
2023,5,11,TE,1,2,0.010528277343749892,0.010528277343749892
2023,5,11,TE,2,2,0.010528277343749892,0.021056554687499784
2023,5,12,QB,1,1,0.0,0.0
2023,5,12,RB,1,2,0.0,0.0
2023,5,12,RB,2,2,0.0,0.0
2023,5,12,WR,1,6,0.04453047485351567,0.04453047485351567
2023,5,12,WR,2,6,0.057752907958984454,0.10228338281250013
2023,5,12,WR,3,6,0.03557126879882816,0.1378546516113283
2023,5,12,WR,4,6,0.03694504931640628,0.17479970092773456
2023,5,12,WR,5,6,0.018483960449218774,0.19328366137695333
2023,5,12,WR,6,6,0.02966870581054689,0.22295236718750022
2023,6,1,QB,1,3,0.0,0.0
2023,6,1,QB,2,3,0.0,0.0
2023,6,1,QB,3,3,0.0,0.0
2023,6,1,RB,1,6,0.0,0.0
2023,6,1,RB,2,6,0.0,0.0
2023,6,1,RB,3,6,0.0,0.0
2023,6,1,RB,4,6,0.0,0.0
2023,6,1,RB,5,6,0.0,0.0
2023,6,1,RB,6,6,0.0,0.0
2023,6,1,WR,1,1,0.0,0.0
2023,6,1,TE,1,3,0.017270980224609364,0.017270980224609364
2023,6,1,TE,2,3,0.020411158447265612,0.037682138671874976
2023,6,1,TE,3,3,0.012560712890624992,0.05024285156249997
2023,6,2,QB,1,2,0.0,0.0
2023,6,2,QB,2,2,0.0,0.0
2023,6,2,RB,1,1,0.0,0.0
2023,6,2,WR,1,3,0.01917393359374997,0.01917393359374997
2023,6,2,WR,2,3,0.03834786718749994,0.05752180078124991
2023,6,2,WR,3,3,0.01917393359374997,0.07669573437499988
2023,6,2,TE,1,1,0.0,0.0
2023,6,3,QB,1,5,0.14348648730468744,0.14348648730468744
2023,6,3,QB,2,5,0.11168252050781247,0.2551690078124999
2023,6,3,QB,3,5,0.11142633984374994,0.36659534765624985
2023,6,3,QB,4,5,0.07955362988281245,0.44614897753906235
2023,6,3,QB,5,5,0.07451248339843745,0.5206614609374998
2023,6,3,RB,1,5,0.01980581396484374,0.01980581396484374
2023,6,3,RB,2,5,0.06601937988281248,0.08582519384765622
2023,6,3,RB,3,5,0.05941744189453123,0.14524263574218743
2023,6,3,RB,4,5,0.03300968994140624,0.17825232568359367
2023,6,3,RB,5,5,0.03300968994140624,0.2112620156249999
2023,6,3,WR,1,3,0.011690002441406238,0.011690002441406238
2023,6,3,WR,2,3,0.01688555908203123,0.02857556152343747
2023,6,3,WR,3,3,0.012988891601562486,0.041564453124999956
2023,6,3,TE,1,2,0.0,0.0
2023,6,3,TE,2,2,0.0,0.0
2023,6,4,QB,1,2,0.0,0.0
2023,6,4,QB,2,2,0.0,0.0
2023,6,4,RB,1,4,0.041934381103515654,0.041934381103515654
2023,6,4,RB,2,4,0.07548188598632818,0.11741626708984383
2023,6,4,RB,3,4,0.06709500976562505,0.1845112768554689
2023,6,4,RB,4,4,0.08386876220703131,0.2683800390625002
2023,6,4,WR,1,3,0.01273450781249999,0.01273450781249999
2023,6,4,WR,2,3,0.008489671874999993,0.021224179687499983
2023,6,4,WR,3,3,0.01273450781249999,0.03395868749999997
2023,6,5,RB,1,4,0.0,0.0
2023,6,5,RB,2,4,0.0,0.0
2023,6,5,RB,3,4,0.0,0.0
2023,6,5,RB,4,4,0.0,0.0
2023,6,5,WR,1,4,0.03007105078124994,0.03007105078124994
2023,6,5,WR,2,4,0.033829932128906184,0.06390098291015613
2023,6,5,WR,3,4,0.018794406738281214,0.08269538964843734
2023,6,5,WR,4,4,0.03758881347656243,0.12028420312499977
2023,6,5,TE,1,2,0.04266852661132816,0.04266852661132816
2023,6,5,TE,2,2,0.037648699951171906,0.08031722656250007
2023,6,6,QB,1,3,0.0,0.0
2023,6,6,QB,2,3,0.0,0.0
2023,6,6,QB,3,3,0.0,0.0
2023,6,6,RB,1,3,0.01643010668945314,0.01643010668945314
2023,6,6,RB,2,3,0.024132843017578197,0.04056294970703134
2023,6,6,RB,3,3,0.03082551123046884,0.07138846093750018
2023,6,6,WR,1,3,0.0018748476562499908,0.0018748476562499908
2023,6,6,WR,2,3,0.0024997968749999877,0.0043746445312499785
2023,6,6,WR,3,3,0.0022914804687499887,0.006666124999999967
2023,6,6,TE,1,1,0.14131312499999993,0.14131312499999993
2023,6,7,QB,1,1,0.0,0.0
2023,6,7,RB,1,6,0.011302229492187475,0.011302229492187475
2023,6,7,RB,2,6,0.011136500732421895,0.02243873022460937
2023,6,7,RB,3,6,0.010585058105468732,0.0330237883300781
2023,6,7,RB,4,6,0.006365689941406252,0.039389478271484354
