season,week,roster_id,position,eligible_owned
2023,5,5,QB,1
2023,5,5,RB,3
2023,5,5,WR,3
2023,5,5,TE,2
2023,5,6,QB,3
2023,5,6,RB,4
2023,5,6,WR,4
2023,5,6,TE,1
2023,5,7,QB,0
2023,5,7,RB,7
2023,5,7,WR,0
2023,5,7,TE,0
2023,5,8,QB,3
2023,5,8,RB,1
2023,5,8,WR,5
2023,5,8,TE,0
2023,5,9,QB,3
2023,5,9,RB,6
2023,5,9,WR,0
2023,5,9,TE,3
2023,5,10,QB,0
2023,5,10,RB,3
2023,5,10,WR,5
2023,5,10,TE,1
2023,5,11,QB,3
2023,5,11,RB,3
2023,5,11,WR,2
2023,5,11,TE,2
2023,5,12,QB,1
2023,5,12,RB,2
2023,5,12,WR,6
2023,5,12,TE,0
2023,6,1,QB,3
2023,6,1,RB,6
2023,6,1,WR,1
2023,6,1,TE,3
2023,6,2,QB,2
2023,6,2,RB,1
2023,6,2,WR,3
2023,6,2,TE,1
2023,6,3,QB,5
2023,6,3,RB,5
2023,6,3,WR,3
2023,6,3,TE,2
2023,6,4,QB,2
2023,6,4,RB,4
2023,6,4,WR,3
2023,6,4,TE,0
2023,6,5,QB,0
2023,6,5,RB,4
2023,6,5,WR,4
2023,6,5,TE,2
2023,6,6,QB,3
2023,6,6,RB,3
2023,6,6,WR,3
2023,6,6,TE,1
2023,6,7,QB,1
2023,6,7,RB,6
2023,6,7,WR,0
2023,6,7,TE,0
2023,6,8,QB,3
2023,6,8,RB,1
2023,6,8,WR,5
2023,6,8,TE,0
2023,6,9,QB,3
2023,6,9,RB,5
2023,6,9,WR,0
2023,6,9,TE,2
2023,6,10,QB,0
2023,6,10,RB,3
2023,6,10,WR,5
2023,6,10,TE,1
2023,6,11,QB,3
2023,6,11,RB,3
2023,6,11,WR,2
2023,6,11,TE,2
2023,6,12,QB,1
2023,6,12,RB,2
2023,6,12,WR,6
2023,6,12,TE,0
2023,7,1,QB,3
2023,7,1,RB,5
2023,7,1,WR,1
2023,7,1,TE,1
2023,7,2,QB,2
2023,7,2,RB,1
2023,7,2,WR,5
2023,7,2,TE,1
2023,7,3,QB,5
2023,7,3,RB,4
2023,7,3,WR,3
2023,7,3,TE,2
2023,7,4,QB,2
2023,7,4,RB,2
2023,7,4,WR,3
2023,7,4,TE,0
2023,7,5,QB,0
2023,7,5,RB,3
2023,7,5,WR,5
2023,7,5,TE,1
2023,7,6,QB,4
2023,7,6,RB,1
2023,7,6,WR,3
2023,7,6,TE,1
2023,7,7,QB,1
2023,7,7,RB,7
2023,7,7,WR,0
2023,7,7,TE,1
2023,7,8,QB,3
2023,7,8,RB,1
2023,7,8,WR,5
2023,7,8,TE,0
2023,7,9,QB,3
2023,7,9,RB,5
2023,7,9,WR,0
2023,7,9,TE,3
2023,7,10,QB,0
2023,7,10,RB,3
2023,7,10,WR,4
2023,7,10,TE,1
2023,7,11,QB,3
2023,7,11,RB,2
2023,7,11,WR,2
2023,7,11,TE,2
2023,7,12,QB,1
2023,7,12,RB,3
2023,7,12,WR,5
2023,7,12,TE,0
2023,8,1,QB,3
2023,8,1,RB,4
2023,8,1,WR,1
2023,8,1,TE,1
2023,8,2,QB,2
2023,8,2,RB,1
2023,8,2,WR,3
2023,8,2,TE,1
2023,8,3,QB,4
2023,8,3,RB,4
2023,8,3,WR,2
2023,8,3,TE,2
2023,8,4,QB,2
2023,8,4,RB,2
2023,8,4,WR,3
2023,8,4,TE,0
2023,8,5,QB,1
2023,8,5,RB,3
2023,8,5,WR,4
2023,8,5,TE,1
2023,8,6,QB,4
2023,8,6,RB,2
2023,8,6,WR,4
2023,8,6,TE,1
2023,8,7,QB,1
2023,8,7,RB,6
2023,8,7,WR,1
2023,8,7,TE,1
2023,8,8,QB,3
2023,8,8,RB,1
2023,8,8,WR,6
2023,8,8,TE,0
2023,8,9,QB,3
2023,8,9,RB,5
2023,8,9,WR,0
2023,8,9,TE,3
2023,8,10,QB,0
2023,8,10,RB,5
2023,8,10,WR,3
2023,8,10,TE,1
2023,8,11,QB,3
2023,8,11,RB,2
2023,8,11,WR,3
2023,8,11,TE,1
2023,8,12,QB,1
2023,8,12,RB,3
2023,8,12,WR,4
2023,8,12,TE,0
2023,9,1,QB,6
2023,9,1,RB,5
2023,9,1,WR,1
2023,9,1,TE,1
2023,9,2,QB,2
2023,9,2,RB,2
2023,9,2,WR,4
2023,9,2,TE,1
2023,9,3,QB,3
2023,9,3,RB,4
2023,9,3,WR,2
2023,9,3,TE,2
2023,9,4,QB,2
2023,9,4,RB,2
2023,9,4,WR,3
2023,9,4,TE,0
2023,9,5,QB,1
2023,9,5,RB,3
2023,9,5,WR,4
2023,9,5,TE,1
2023,9,6,QB,4
2023,9,6,RB,1
2023,9,6,WR,5
2023,9,6,TE,1
2023,9,7,QB,1
2023,9,7,RB,6
2023,9,7,WR,1
2023,9,7,TE,2
2023,9,8,QB,2
2023,9,8,RB,2
2023,9,8,WR,6
2023,9,8,TE,0
2023,9,9,QB,3
2023,9,9,RB,5
2023,9,9,WR,1
2023,9,9,TE,3
2023,9,10,QB,0
2023,9,10,RB,4
2023,9,10,WR,3
2023,9,10,TE,1
2023,9,11,QB,3
2023,9,11,RB,2
2023,9,11,WR,3
2023,9,11,TE,0
2023,9,12,QB,1
2023,9,12,RB,3
2023,9,12,WR,4
2023,9,12,TE,0
2023,10,1,QB,6
2023,10,1,RB,5
2023,10,1,WR,1
2023,10,1,TE,1
2023,10,2,QB,2
2023,10,2,RB,2
2023,10,2,WR,4
2023,10,2,TE,0
2023,10,3,QB,3
2023,10,3,RB,4
2023,10,3,WR,2
2023,10,3,TE,2
2023,10,4,QB,2
2023,10,4,RB,2
2023,10,4,WR,3
2023,10,4,TE,1
2023,10,5,QB,1
2023,10,5,RB,2
2023,10,5,WR,3
2023,10,5,TE,1
2023,10,6,QB,4
2023,10,6,RB,1
2023,10,6,WR,4
2023,10,6,TE,0
2023,10,7,QB,1
2023,10,7,RB,5
2023,10,7,WR,1
2023,10,7,TE,1
2023,10,8,QB,2
2023,10,8,RB,1
2023,10,8,WR,6
2023,10,8,TE,0
2023,10,9,QB,3
2023,10,9,RB,5
2023,10,9,WR,1
2023,10,9,TE,3
2023,10,10,QB,0
2023,10,10,RB,4
2023,10,10,WR,3
2023,10,10,TE,0
2023,10,11,QB,3
2023,10,11,RB,2
2023,10,11,WR,3
2023,10,11,TE,0
2023,10,12,QB,1
2023,10,12,RB,3
2023,10,12,WR,3
2023,10,12,TE,0
2023,11,1,QB,6
2023,11,1,RB,4
2023,11,1,WR,0
2023,11,1,TE,1
2023,11,2,QB,2
2023,11,2,RB,3
2023,11,2,WR,3
2023,11,2,TE,0
2023,11,3,QB,3
2023,11,3,RB,4
2023,11,3,WR,2
2023,11,3,TE,2
2023,11,4,QB,2
2023,11,4,RB,2
2023,11,4,WR,3
2023,11,4,TE,1
2023,11,5,QB,1
2023,11,5,RB,3
2023,11,5,WR,6
2023,11,5,TE,0
2023,11,6,QB,4
2023,11,6,RB,1
2023,11,6,WR,2
2023,11,6,TE,0
2023,11,7,QB,3
2023,11,7,RB,5
2023,11,7,WR,1
2023,11,7,TE,2
2023,11,8,QB,2
2023,11,8,RB,0
2023,11,8,WR,8
2023,11,8,TE,0
2023,11,9,QB,3
2023,11,9,RB,6
2023,11,9,WR,1
2023,11,9,TE,3
2023,11,10,QB,0
2023,11,10,RB,4
2023,11,10,WR,3
2023,11,10,TE,0
2023,11,11,QB,4
2023,11,11,RB,2
2023,11,11,WR,3
2023,11,11,TE,0
2023,11,12,QB,1
2023,11,12,RB,2
2023,11,12,WR,4
2023,11,12,TE,1
2023,12,1,QB,6
2023,12,1,RB,4
2023,12,1,WR,0
2023,12,1,TE,1
2023,12,2,QB,1
2023,12,2,RB,2
2023,12,2,WR,4
2023,12,2,TE,0
2023,12,3,QB,3
2023,12,3,RB,6
2023,12,3,WR,2
2023,12,3,TE,2
2023,12,4,QB,2
2023,12,4,RB,2
2023,12,4,WR,2
2023,12,4,TE,0
2023,12,5,QB,0
2023,12,5,RB,3
2023,12,5,WR,5
2023,12,5,TE,1
2023,12,6,QB,5
2023,12,6,RB,1
2023,12,6,WR,2
2023,12,6,TE,0
2023,12,7,QB,3
2023,12,7,RB,4
2023,12,7,WR,1
2023,12,7,TE,1
2023,12,8,QB,2
2023,12,8,RB,0
2023,12,8,WR,8
2023,12,8,TE,0
2023,12,9,QB,3
2023,12,9,RB,6
2023,12,9,WR,1
2023,12,9,TE,2
2023,12,10,QB,0
2023,12,10,RB,5
2023,12,10,WR,3
2023,12,10,TE,0
2023,12,11,QB,4
2023,12,11,RB,2
2023,12,11,WR,3
2023,12,11,TE,0
2023,12,12,QB,1
2023,12,12,RB,2
2023,12,12,WR,4
2023,12,12,TE,1
2023,13,1,QB,6
2023,13,1,RB,4
2023,13,1,WR,0
2023,13,1,TE,2
2023,13,2,QB,1
2023,13,2,RB,2
2023,13,2,WR,4
2023,13,2,TE,0
2023,13,3,QB,3
2023,13,3,RB,6
2023,13,3,WR,3
2023,13,3,TE,2
2023,13,4,QB,2
2023,13,4,RB,2
2023,13,4,WR,3
2023,13,4,TE,0
2023,13,5,QB,0
2023,13,5,RB,3
2023,13,5,WR,4
2023,13,5,TE,1
2023,13,6,QB,5
2023,13,6,RB,1
2023,13,6,WR,2
2023,13,6,TE,1
2023,13,7,QB,3
2023,13,7,RB,5
2023,13,7,WR,1
2023,13,7,TE,1
2023,13,8,QB,2
2023,13,8,RB,0
2023,13,8,WR,9
2023,13,8,TE,0
2023,13,9,QB,3
2023,13,9,RB,6
2023,13,9,WR,1
2023,13,9,TE,2
2023,13,10,QB,0
2023,13,10,RB,4
2023,13,10,WR,4
2023,13,10,TE,0
2023,13,11,QB,4
2023,13,11,RB,2
2023,13,11,WR,4
2023,13,11,TE,2
2023,13,12,QB,1
2023,13,12,RB,2
2023,13,12,WR,5
2023,13,12,TE,1
2023,14,1,QB,6
2023,14,1,RB,4
2023,14,1,WR,0
2023,14,1,TE,1
2023,14,2,QB,1
2023,14,2,RB,3
2023,14,2,WR,3
2023,14,2,TE,1
2023,14,3,QB,3
2023,14,3,RB,4
2023,14,3,WR,3
2023,14,3,TE,2
2023,14,4,QB,2
2023,14,4,RB,2
2023,14,4,WR,3
2023,14,4,TE,0
2023,14,5,QB,0
2023,14,5,RB,3
2023,14,5,WR,4
2023,14,5,TE,1
2023,14,6,QB,5
2023,14,6,RB,1
2023,14,6,WR,2
2023,14,6,TE,2
2023,14,7,QB,3
2023,14,7,RB,5
2023,14,7,WR,1
2023,14,7,TE,1
2023,14,8,QB,2
2023,14,8,RB,0
2023,14,8,WR,7
2023,14,8,TE,0
2023,14,9,QB,3
2023,14,9,RB,5
2023,14,9,WR,1
2023,14,9,TE,2
2023,14,10,QB,0
2023,14,10,RB,4
2023,14,10,WR,3
2023,14,10,TE,0
2023,14,11,QB,3
2023,14,11,RB,2
2023,14,11,WR,2
2023,14,11,TE,2
2023,14,12,QB,1
2023,14,12,RB,2
2023,14,12,WR,6
2023,14,12,TE,1
2023,15,1,QB,6
2023,15,1,RB,5
2023,15,1,WR,1
2023,15,1,TE,1
2023,15,2,QB,1
2023,15,2,RB,3
2023,15,2,WR,3
2023,15,2,TE,1
2023,15,3,QB,3
2023,15,3,RB,4
2023,15,3,WR,4
2023,15,3,TE,2
2023,15,4,QB,1
2023,15,4,RB,2
2023,15,4,WR,3
2023,15,4,TE,0
2023,15,5,QB,0
2023,15,5,RB,3
2023,15,5,WR,5
2023,15,5,TE,1
2023,15,6,QB,4
2023,15,6,RB,1
2023,15,6,WR,3
2023,15,6,TE,2
2023,15,7,QB,3
2023,15,7,RB,5
2023,15,7,WR,1
2023,15,7,TE,1
2023,15,8,QB,2
2023,15,8,RB,0
2023,15,8,WR,6
2023,15,8,TE,0
2023,15,9,QB,3
2023,15,9,RB,4
2023,15,9,WR,1
2023,15,9,TE,2
2023,15,10,QB,0
2023,15,10,RB,4
2023,15,10,WR,4
2023,15,10,TE,0
2023,15,11,QB,3
2023,15,11,RB,3
2023,15,11,WR,2
2023,15,11,TE,1
2023,15,12,QB,1
2023,15,12,RB,2
2023,15,12,WR,6
2023,15,12,TE,1
2024,3,1,QB,2
2024,3,1,RB,7
2024,3,1,WR,4
2024,3,1,TE,1
2024,3,2,QB,1
2024,3,2,RB,5
2024,3,2,WR,5
2024,3,2,TE,2
2024,3,3,QB,10
2024,3,3,RB,4
2024,3,3,WR,4
2024,3,3,TE,2
2024,3,4,QB,1
2024,3,4,RB,1
2024,3,4,WR,6
2024,3,4,TE,2
2024,3,5,QB,2
2024,3,5,RB,3
2024,3,5,WR,8
2024,3,5,TE,2
2024,3,6,QB,4
2024,3,6,RB,3
2024,3,6,WR,4
2024,3,6,TE,1
2024,3,7,QB,4
2024,3,7,RB,9
2024,3,7,WR,1
2024,3,7,TE,1
2024,3,8,QB,4
2024,3,8,RB,2
2024,3,8,WR,10
2024,3,8,TE,0
2024,3,9,QB,3
2024,3,9,RB,6
2024,3,9,WR,5
2024,3,9,TE,3
2024,3,10,QB,3
2024,3,10,RB,4
2024,3,10,WR,4
2024,3,10,TE,4
2024,3,11,QB,4
2024,3,11,RB,2
2024,3,11,WR,3
2024,3,11,TE,1
2024,3,12,QB,1
2024,3,12,RB,3
2024,3,12,WR,5
2024,3,12,TE,2
2024,4,1,QB,2
2024,4,1,RB,7
2024,4,1,WR,2
2024,4,1,TE,1
2024,4,2,QB,1
2024,4,2,RB,5
2024,4,2,WR,6
2024,4,2,TE,2
2024,4,3,QB,10
2024,4,3,RB,3
2024,4,3,WR,2
2024,4,3,TE,2
2024,4,4,QB,1
2024,4,4,RB,1
2024,4,4,WR,5
2024,4,4,TE,0
2024,4,5,QB,2
2024,4,5,RB,3
2024,4,5,WR,9
2024,4,5,TE,2
2024,4,6,QB,4
2024,4,6,RB,3
2024,4,6,WR,3
2024,4,6,TE,1
2024,4,7,QB,4
2024,4,7,RB,8
2024,4,7,WR,0
2024,4,7,TE,1
2024,4,8,QB,4
2024,4,8,RB,2
2024,4,8,WR,9
2024,4,8,TE,0
2024,4,9,QB,3
2024,4,9,RB,5
2024,4,9,WR,6
2024,4,9,TE,2
2024,4,10,QB,3
2024,4,10,RB,3
2024,4,10,WR,4
2024,4,10,TE,4
2024,4,11,QB,4
2024,4,11,RB,2
2024,4,11,WR,2
2024,4,11,TE,1
2024,4,12,QB,1
2024,4,12,RB,1
2024,4,12,WR,4
2024,4,12,TE,2
2024,5,1,QB,2
2024,5,1,RB,6
2024,5,1,WR,2
2024,5,1,TE,1
2024,5,2,QB,1
2024,5,2,RB,5
2024,5,2,WR,5
2024,5,2,TE,2
2024,5,3,QB,9
2024,5,3,RB,3
2024,5,3,WR,1
2024,5,3,TE,2
2024,5,4,QB,1
2024,5,4,RB,0
2024,5,4,WR,5
2024,5,4,TE,0
2024,5,5,QB,2
2024,5,5,RB,3
2024,5,5,WR,9
2024,5,5,TE,2
2024,5,6,QB,4
2024,5,6,RB,2
2024,5,6,WR,3
2024,5,6,TE,1
2024,5,7,QB,3
2024,5,7,RB,7
2024,5,7,WR,0
2024,5,7,TE,1
2024,5,8,QB,2
2024,5,8,RB,2
2024,5,8,WR,7
2024,5,8,TE,0
2024,5,9,QB,4
2024,5,9,RB,5
2024,5,9,WR,5
2024,5,9,TE,1
2024,5,10,QB,3
2024,5,10,RB,3
2024,5,10,WR,3
2024,5,10,TE,4
2024,5,11,QB,4
2024,5,11,RB,2
2024,5,11,WR,2
2024,5,11,TE,1
2024,5,12,QB,1
2024,5,12,RB,1
2024,5,12,WR,4
2024,5,12,TE,2
2024,6,1,QB,2
2024,6,1,RB,6
2024,6,1,WR,2
2024,6,1,TE,1
2024,6,2,QB,1
2024,6,2,RB,5
2024,6,2,WR,5
2024,6,2,TE,2
2024,6,3,QB,9
2024,6,3,RB,2
2024,6,3,WR,1
2024,6,3,TE,2
2024,6,4,QB,1
2024,6,4,RB,0
2024,6,4,WR,4
2024,6,4,TE,0
2024,6,5,QB,2
2024,6,5,RB,3
2024,6,5,WR,8
2024,6,5,TE,1
2024,6,6,QB,4
2024,6,6,RB,1
2024,6,6,WR,3
2024,6,6,TE,1
2024,6,7,QB,3
2024,6,7,RB,7
2024,6,7,WR,0
2024,6,7,TE,1
2024,6,8,QB,2
2024,6,8,RB,2
2024,6,8,WR,7
2024,6,8,TE,0
2024,6,9,QB,4
2024,6,9,RB,5
2024,6,9,WR,5
2024,6,9,TE,1
2024,6,10,QB,3
2024,6,10,RB,3
2024,6,10,WR,3
2024,6,10,TE,3
2024,6,11,QB,4
2024,6,11,RB,2
2024,6,11,WR,2
2024,6,11,TE,1
2024,6,12,QB,1
2024,6,12,RB,1
2024,6,12,WR,2
2024,6,12,TE,2
2024,7,1,QB,2
2024,7,1,RB,6
2024,7,1,WR,1
2024,7,1,TE,2
2024,7,2,QB,1
2024,7,2,RB,4
2024,7,2,WR,5
2024,7,2,TE,2
2024,7,3,QB,9
2024,7,3,RB,1
2024,7,3,WR,1
2024,7,3,TE,1
2024,7,4,QB,1
2024,7,4,RB,1
2024,7,4,WR,4
2024,7,4,TE,0
2024,7,5,QB,2
2024,7,5,RB,3
2024,7,5,WR,7
2024,7,5,TE,1
2024,7,6,QB,4
2024,7,6,RB,1
2024,7,6,WR,3
2024,7,6,TE,1
2024,7,7,QB,3
2024,7,7,RB,5
2024,7,7,WR,1
2024,7,7,TE,1
2024,7,8,QB,2
2024,7,8,RB,2
2024,7,8,WR,8
2024,7,8,TE,1
2024,7,9,QB,3
2024,7,9,RB,3
2024,7,9,WR,4
2024,7,9,TE,1
2024,7,10,QB,3
2024,7,10,RB,1
2024,7,10,WR,2
2024,7,10,TE,3
2024,7,11,QB,4
2024,7,11,RB,1
2024,7,11,WR,2
2024,7,11,TE,1
2024,7,12,QB,1
2024,7,12,RB,1
2024,7,12,WR,3
2024,7,12,TE,2
2024,8,1,QB,2
2024,8,1,RB,6
2024,8,1,WR,1
2024,8,1,TE,2
2024,8,2,QB,0
2024,8,2,RB,5
2024,8,2,WR,4
2024,8,2,TE,1
2024,8,3,QB,9
2024,8,3,RB,2
2024,8,3,WR,1
2024,8,3,TE,1
2024,8,4,QB,1
2024,8,4,RB,1
2024,8,4,WR,4
2024,8,4,TE,0
2024,8,5,QB,2
2024,8,5,RB,3
2024,8,5,WR,5
2024,8,5,TE,1
2024,8,6,QB,4
2024,8,6,RB,0
2024,8,6,WR,3
2024,8,6,TE,1
2024,8,7,QB,3
2024,8,7,RB,5
2024,8,7,WR,1
2024,8,7,TE,2
2024,8,8,QB,2
2024,8,8,RB,3
2024,8,8,WR,6
2024,8,8,TE,1
2024,8,9,QB,2
2024,8,9,RB,3
2024,8,9,WR,4
2024,8,9,TE,0
2024,8,10,QB,3
2024,8,10,RB,1
2024,8,10,WR,2
2024,8,10,TE,2
2024,8,11,QB,4
2024,8,11,RB,1
2024,8,11,WR,2
2024,8,11,TE,1
2024,8,12,QB,1
2024,8,12,RB,1
2024,8,12,WR,4
2024,8,12,TE,1
2024,9,1,QB,2
2024,9,1,RB,6
2024,9,1,WR,2
2024,9,1,TE,2
2024,9,2,QB,0
2024,9,2,RB,5
2024,9,2,WR,3
2024,9,2,TE,1
2024,9,3,QB,8
2024,9,3,RB,2
2024,9,3,WR,1
2024,9,3,TE,1
2024,9,4,QB,1
2024,9,4,RB,1
2024,9,4,WR,3
2024,9,4,TE,0
2024,9,5,QB,2
2024,9,5,RB,3
2024,9,5,WR,4
2024,9,5,TE,1
2024,9,6,QB,3
2024,9,6,RB,1
2024,9,6,WR,3
2024,9,6,TE,1
2024,9,7,QB,3
2024,9,7,RB,5
2024,9,7,WR,1
2024,9,7,TE,2
2024,9,8,QB,2
2024,9,8,RB,3
2024,9,8,WR,7
2024,9,8,TE,1
2024,9,9,QB,1
2024,9,9,RB,4
2024,9,9,WR,3
2024,9,9,TE,0
2024,9,10,QB,3
2024,9,10,RB,1
2024,9,10,WR,2
2024,9,10,TE,2
2024,9,11,QB,4
2024,9,11,RB,1
2024,9,11,WR,2
2024,9,11,TE,1
2024,9,12,QB,1
2024,9,12,RB,2
2024,9,12,WR,3
2024,9,12,TE,1
2024,10,1,QB,2
2024,10,1,RB,7
2024,10,1,WR,2
2024,10,1,TE,2
2024,10,2,QB,0
2024,10,2,RB,5
2024,10,2,WR,3
2024,10,2,TE,1
2024,10,3,QB,8
2024,10,3,RB,2
2024,10,3,WR,1
2024,10,3,TE,2
2024,10,4,QB,1
2024,10,4,RB,2
2024,10,4,WR,3
2024,10,4,TE,0
2024,10,5,QB,2
2024,10,5,RB,3
2024,10,5,WR,6
2024,10,5,TE,1
2024,10,6,QB,3
2024,10,6,RB,1
2024,10,6,WR,3
2024,10,6,TE,0
2024,10,7,QB,3
2024,10,7,RB,4
2024,10,7,WR,0
2024,10,7,TE,2
2024,10,8,QB,2
2024,10,8,RB,3
2024,10,8,WR,7
2024,10,8,TE,2
2024,10,9,QB,2
2024,10,9,RB,4
2024,10,9,WR,4
2024,10,9,TE,1
2024,10,10,QB,3
2024,10,10,RB,2
2024,10,10,WR,3
2024,10,10,TE,2
2024,10,11,QB,4
2024,10,11,RB,1
2024,10,11,WR,2
2024,10,11,TE,1
2024,10,12,QB,1
2024,10,12,RB,2
2024,10,12,WR,2
2024,10,12,TE,1
2024,11,1,QB,3
2024,11,1,RB,8
2024,11,1,WR,2
2024,11,1,TE,2
2024,11,2,QB,0
2024,11,2,RB,3
2024,11,2,WR,2
2024,11,2,TE,1
2024,11,3,QB,9
2024,11,3,RB,2
2024,11,3,WR,1
2024,11,3,TE,2
2024,11,4,QB,1
2024,11,4,RB,1
2024,11,4,WR,3
2024,11,4,TE,0
2024,11,5,QB,2
2024,11,5,RB,3
2024,11,5,WR,6
2024,11,5,TE,1
2024,11,6,QB,3
2024,11,6,RB,1
2024,11,6,WR,3
2024,11,6,TE,0
2024,11,7,QB,2
2024,11,7,RB,4
2024,11,7,WR,1
2024,11,7,TE,2
2024,11,8,QB,2
2024,11,8,RB,2
2024,11,8,WR,6
2024,11,8,TE,2
2024,11,9,QB,1
2024,11,9,RB,4
2024,11,9,WR,5
2024,11,9,TE,0
2024,11,10,QB,3
2024,11,10,RB,2
2024,11,10,WR,4
2024,11,10,TE,2
2024,11,11,QB,4
2024,11,11,RB,1
2024,11,11,WR,2
2024,11,11,TE,1
2024,11,12,QB,1
2024,11,12,RB,3
2024,11,12,WR,2
2024,11,12,TE,1
2024,12,1,QB,2
2024,12,1,RB,7
2024,12,1,WR,3
2024,12,1,TE,0
2024,12,2,QB,0
2024,12,2,RB,4
2024,12,2,WR,2
2024,12,2,TE,1
2024,12,3,QB,9
2024,12,3,RB,1
2024,12,3,WR,1
2024,12,3,TE,3
2024,12,4,QB,1
2024,12,4,RB,1
2024,12,4,WR,3
2024,12,4,TE,0
2024,12,5,QB,2
2024,12,5,RB,3
2024,12,5,WR,5
2024,12,5,TE,1
2024,12,6,QB,3
2024,12,6,RB,1
2024,12,6,WR,3
2024,12,6,TE,1
2024,12,7,QB,2
2024,12,7,RB,5
2024,12,7,WR,1
2024,12,7,TE,1
2024,12,8,QB,2
2024,12,8,RB,2
2024,12,8,WR,5
2024,12,8,TE,2
2024,12,9,QB,3
2024,12,9,RB,4
2024,12,9,WR,4
2024,12,9,TE,0
2024,12,10,QB,4
2024,12,10,RB,3
2024,12,10,WR,5
2024,12,10,TE,2
2024,12,11,QB,4
2024,12,11,RB,1
2024,12,11,WR,2
2024,12,11,TE,1
2024,12,12,QB,1
2024,12,12,RB,2
2024,12,12,WR,2
2024,12,12,TE,1
2024,13,1,QB,1
2024,13,1,RB,7
2024,13,1,WR,3
2024,13,1,TE,0
2024,13,2,QB,1
2024,13,2,RB,3
2024,13,2,WR,4
2024,13,2,TE,1
2024,13,3,QB,9
2024,13,3,RB,1
2024,13,3,WR,1
2024,13,3,TE,3
2024,13,4,QB,1
2024,13,4,RB,1
2024,13,4,WR,3
2024,13,4,TE,0
2024,13,5,QB,2
2024,13,5,RB,3
2024,13,5,WR,6
2024,13,5,TE,0
2024,13,6,QB,3
2024,13,6,RB,1
2024,13,6,WR,4
2024,13,6,TE,1
2024,13,7,QB,2
2024,13,7,RB,5
2024,13,7,WR,2
2024,13,7,TE,2
2024,13,8,QB,2
2024,13,8,RB,2
2024,13,8,WR,5
2024,13,8,TE,2
2024,13,9,QB,3
2024,13,9,RB,4
2024,13,9,WR,4
2024,13,9,TE,1
2024,13,10,QB,3
2024,13,10,RB,3
2024,13,10,WR,3
2024,13,10,TE,2
2024,13,11,QB,4
2024,13,11,RB,1
2024,13,11,WR,2
2024,13,11,TE,1
2024,13,12,QB,2
2024,13,12,RB,2
2024,13,12,WR,3
2024,13,12,TE,2
2024,14,1,QB,1
2024,14,1,RB,8
2024,14,1,WR,3
2024,14,1,TE,0
2024,14,2,QB,1
2024,14,2,RB,3
2024,14,2,WR,4
2024,14,2,TE,2
2024,14,3,QB,9
2024,14,3,RB,1
2024,14,3,WR,1
