league_id,season,stratum,week,roster_id,budget,qb_options,rb_options,mean_gain,chance_gain_ge_025,chance_gain_ge_050,chance_gain_ge_075,delta_more_qb,delta_chance_ge_050,mc_standard_error
1048901308398288896,2024,1QB,9,9,9,6,3,0.16776044250000005,0.0,0.0,0.0,0.027389460000000004,0.0,0.009129820000000002
1048901308398288896,2024,1QB,9,9,9,7,2,0.19514990250000003,0.0,0.0,0.0,0.023965777500000004,0.0,0.00861607867797795
1048901308398288896,2024,1QB,10,9,8,4,4,0.21216218750000004,0.609375,0.0,0.0,0.012746919999999981,0.0,0.00770658831475165
1048901308398288896,2024,1QB,10,9,8,5,3,0.2249091075,0.609375,0.0,0.0,0.014705364999999977,0.0,0.008330453485250956
1048901308398288896,2024,1QB,10,9,8,6,2,0.2396144725,0.625,0.0,0.0,0.015532294999999974,0.0,0.007287299360088022
1048901308398288896,2024,1QB,10,9,8,7,1,0.2551467675,0.71875,0.0,0.0,0.034609152499999976,0.0,0.009857404803692314
1048901308398288896,2024,1QB,10,9,9,5,4,0.23468694750000002,0.671875,0.0,0.0,0.019594284999999982,0.0,0.008496852716193154
1048901308398288896,2024,1QB,10,9,9,6,3,0.2542812325,0.734375,0.0,0.0,0.01227301499999997,0.0,0.007456537491989432
1048901308398288896,2024,1QB,10,9,9,7,2,0.2665542475,0.734375,0.0,0.0,0.03949807249999998,0.0,0.0113440479591862
1048901308398288896,2024,1QB,11,9,8,4,4,0.359071065,0.703125,0.390625,0.0,0.018828568750000003,0.03125,0.014634948527722584
1048901308398288896,2024,1QB,11,9,8,5,3,0.37789963375,0.765625,0.421875,0.0,0.04398780000000001,0.0625,0.016108230697953918
1048901308398288896,2024,1QB,11,9,8,6,2,0.42188743375000004,0.859375,0.484375,0.0,-0.033063451250000014,-0.25,0.017022800194645846
1048901308398288896,2024,1QB,11,9,8,7,1,0.38882398250000005,0.859375,0.234375,0.0,0.022195137500000007,-0.234375,0.01853188306079223
1048901308398288896,2024,1QB,11,9,9,5,4,0.40824094750000006,0.828125,0.515625,0.0,0.03019629375000001,0.046875,0.017298272882243636
1048901308398288896,2024,1QB,11,9,9,6,3,0.43843724125000005,0.875,0.5625,0.0,0.02210257375,0.0,0.014216188694321159
1048901308398288896,2024,1QB,11,9,9,7,2,0.4605398150000001,0.9375,0.5625,0.0,0.008403631250000005,-0.234375,0.02023945135154856
1048901308398288896,2024,1QB,12,9,8,4,4,0.24515761374999995,0.671875,0.0,0.0,-0.02744448875000002,0.0,0.009822164252234181
1048901308398288896,2024,1QB,12,9,8,5,3,0.21771312499999995,0.59375,0.0,0.0,-0.02671577000000001,0.0,0.00859539590613071
1048901308398288896,2024,1QB,12,9,8,6,2,0.19099735499999998,0.484375,0.0,0.0,-0.030931508750000024,0.0,0.010735424232122844
1048901308398288896,2024,1QB,12,9,9,5,4,0.25632934249999995,0.78125,0.0,0.0,-0.032232372500000016,0.0,0.010102726410891178
1048901308398288896,2024,1QB,12,9,9,6,3,0.22409696999999995,0.65625,0.0,0.0,-0.01714000250000002,0.0,0.010247727299362597
1048901308398288896,2024,1QB,13,9,8,5,3,0.26609133249999994,0.65625,0.0,0.0,-0.012468916249999934,0.0,0.009912991431433593
1048901308398288896,2024,1QB,13,9,8,6,2,0.25362241625000004,0.75,0.0,0.0,-0.0672079362499999,0.0,0.010380899918202513
1048901308398288896,2024,1QB,13,9,9,6,3,0.29481863499999994,0.9375,0.0,0.0,-0.03481237374999993,0.0,0.009128662850966507
914741498980225024,2023,SF_1TE,4,1,8,0,8,0.01097268000000002,0.0,0.0,0.0,-0.0012591600000000022,0.0,0.00045268807273883495
914741498980225024,2023,SF_1TE,4,1,8,1,7,0.009713520000000017,0.0,0.0,0.0,-0.0008994000000000016,0.0,0.00038924551047966107
914741498980225024,2023,SF_1TE,4,1,9,0,9,0.01151232000000002,0.0,0.0,0.0,-0.000539640000000001,0.0,0.0003065759968239062
914741498980225024,2023,SF_1TE,4,1,9,1,8,0.01097268000000002,0.0,0.0,0.0,-0.0012591600000000022,0.0,0.00045268807273883495
914741498980225024,2023,SF_1TE,4,3,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,5,1,8,0,8,0.009893400000000017,0.0,0.0,0.0,-0.0007195200000000013,0.0,0.0003510898102439649
914741498980225024,2023,SF_1TE,5,1,8,1,7,0.009173880000000016,0.0,0.0,0.0,-0.001079280000000002,0.0,0.0004227681155702943
914741498980225024,2023,SF_1TE,5,1,9,0,9,0.01151232000000002,0.0,0.0,0.0,-0.0016189200000000029,0.0,0.0005042143523769013
914741498980225024,2023,SF_1TE,5,1,9,1,8,0.009893400000000017,0.0,0.0,0.0,-0.0007195200000000013,0.0,0.0003510898102439649
914741498980225024,2023,SF_1TE,5,3,8,0,8,0.0033326799999997825,0.0,0.0,0.0,-0.0005127199999999665,0.0,0.00017090666666665552
914741498980225024,2023,SF_1TE,6,1,8,0,8,0.010073279999999823,0.0,0.0,0.0,-0.001079279999999981,0.0,0.0004227681155702862
914741498980225024,2023,SF_1TE,6,1,8,1,7,0.008993999999999842,0.0,0.0,0.0,-0.001079279999999981,0.0,0.0004227681155702862
914741498980225024,2023,SF_1TE,6,1,9,0,9,0.011512319999999798,0.0,0.0,0.0,-0.0014390399999999748,0.0,0.0004796799999999916
914741498980225024,2023,SF_1TE,6,1,9,1,8,0.010073279999999823,0.0,0.0,0.0,-0.001079279999999981,0.0,0.0004227681155702862
914741498980225024,2023,SF_1TE,6,3,8,0,8,0.0037172199999997574,0.0,0.0,0.0,-0.0003845399999999749,0.0,0.00015062935583110045
914741498980225024,2023,SF_1TE,7,1,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,7,1,8,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,7,1,9,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,13,1,8,0,8,0.20751647999999978,0.0,0.0,0.0,0.0759340225,0.0,0.015530408967942553
914741498980225024,2023,SF_1TE,13,1,8,1,7,0.28345050249999976,0.4375,0.0,0.0,0.05707450749999999,0.0,0.014793887655116238
914741498980225024,2023,SF_1TE,14,1,8,1,7,0.3951995449999999,1.0,0.359375,0.0,0.10392592999999994,0.4375,0.0230198594047763
1055621034914820096,2024,SF_1TE,4,8,8,5,3,0.4466644000000003,1.0,0.0,0.0,-0.16749915000000007,0.0,0.027243738783969563
1045730844721270784,2024,SF_1TE,4,4,8,4,4,0.28898436000000005,0.6875,0.0,0.0,-0.016582252499999905,0.0,0.009962161491941141
1045730844721270784,2024,SF_1TE,4,4,8,5,3,0.27240210750000016,0.578125,0.0,0.0,-0.02142228499999997,0.0,0.010022336314307106
1045730844721270784,2024,SF_1TE,4,4,8,6,2,0.2509798225000001,0.375,0.0,0.0,-0.04481952999999998,0.0,0.010197407131944846
1045730844721270784,2024,SF_1TE,4,4,8,7,1,0.20616029250000018,0.15625,0.0,0.0,-0.02479359250000003,0.0,0.00898928056022366
1045730844721270784,2024,SF_1TE,4,4,9,5,4,0.3155453825,0.84375,0.0,0.0,-0.02760643499999993,0.0,0.008508831295444517
1045730844721270784,2024,SF_1TE,4,4,9,6,3,0.28793894750000015,0.609375,0.0,0.0,-0.022385868749999968,0.0,0.01007905927923916
1045730844721270784,2024,SF_1TE,4,4,9,7,2,0.2655530787500001,0.4375,0.0,0.0,-0.043550685,0.0,0.008768058050334435
1045730844721270784,2024,SF_1TE,4,4,9,8,1,0.2220023937500002,0.15625,0.0,0.0,-0.035464713750000036,0.0,0.008496387928967189
1045730844721270784,2024,SF_1TE,4,10,8,0,8,0.5250794862499999,0.953125,0.703125,0.0,-0.048640947500000024,-0.171875,0.017913738417478942
1045730844721270784,2024,SF_1TE,4,10,8,1,7,0.4764385387499999,0.84375,0.53125,0.0,-0.02562021750000004,-0.015625,0.015906530670636507
1045730844721270784,2024,SF_1TE,4,10,8,2,6,0.4508183212499999,0.78125,0.515625,0.0,-0.07729990875000001,-0.125,0.01880491468249857
1045730844721270784,2024,SF_1TE,4,10,8,3,5,0.3735184124999999,0.640625,0.390625,0.0,-0.033815428750000036,-0.0625,0.015771958678417547
1045730844721270784,2024,SF_1TE,4,10,8,4,4,0.33970298374999985,0.53125,0.328125,0.0,-0.04535779000000002,0.0,0.016219747963790734
1045730844721270784,2024,SF_1TE,4,10,8,5,3,0.29434519374999984,0.4375,0.328125,0.0,-0.06382619625000001,-0.09375,0.016528060813366063
1045730844721270784,2024,SF_1TE,4,10,9,0,9,0.5634226399999999,1.0,1.0,0.0,-0.02126446625000002,-0.28125,0.012956313838089456
1045730844721270784,2024,SF_1TE,4,10,9,1,8,0.5421581737499999,0.953125,0.71875,0.0,-0.040101603750000034,-0.078125,0.017794257677152384
1045730844721270784,2024,SF_1TE,4,10,9,2,7,0.5020565699999999,0.84375,0.640625,0.0,-0.04269890500000001,-0.109375,0.014332789529031241
1045730844721270784,2024,SF_1TE,4,10,9,3,6,0.45935766499999986,0.796875,0.53125,0.0,-0.058513352500000046,-0.078125,0.020458491643381562
1045730844721270784,2024,SF_1TE,4,10,9,4,5,0.40084431249999986,0.6875,0.453125,0.0,-0.042354772500000026,-0.046875,0.014972559543805697
1045730844721270784,2024,SF_1TE,4,10,9,5,4,0.35848953999999983,0.546875,0.40625,0.0,-0.05218926500000001,-0.03125,0.01460667997799929
1045730844721270784,2024,SF_1TE,4,11,8,3,5,0.14918231249999997,0.0,0.0,0.0,0.0629880875,0.0,0.012212866331008654
1045730844721270784,2024,SF_1TE,5,4,8,4,4,0.29739915250000004,0.71875,0.0,0.0,-0.01076131749999993,0.0,0.008944199962889306
1045730844721270784,2024,SF_1TE,5,4,8,5,3,0.2866378350000001,0.671875,0.0,0.0,-0.0037645499999999638,0.0,0.010884905759205244
1045730844721270784,2024,SF_1TE,5,4,8,6,2,0.2828732850000002,0.609375,0.0,0.0,-0.031217892499999986,0.0,0.009984458742812952
1045730844721270784,2024,SF_1TE,5,4,8,7,1,0.2516553925000002,0.375,0.0,0.0,-0.07028869250000001,0.0,0.010965065559533482
1045730844721270784,2024,SF_1TE,5,4,9,5,4,0.31683812750000007,0.84375,0.0,0.0,-0.003004847499999925,0.0,0.010640065423014152
1045730844721270784,2024,SF_1TE,5,4,9,6,3,0.3138332800000001,0.78125,0.0,0.0,-0.01995971249999999,0.0,0.008655557239873105
1045730844721270784,2024,SF_1TE,5,4,9,7,2,0.29387356750000015,0.609375,0.0,0.0,-0.03575444999999999,0.0,0.00899286278426512
1045730844721270784,2024,SF_1TE,5,4,9,8,1,0.25811911750000016,0.375,0.0,0.0,-0.07158143750000001,0.0,0.010403428254313606
1045730844721270784,2024,SF_1TE,5,10,8,0,8,0.2940242399999997,1.0,0.0,0.0,-0.02908416624999998,0.0,0.012461095306620266
1045730844721270784,2024,SF_1TE,5,10,8,1,7,0.2649400737499997,0.71875,0.0,0.0,-0.010714223749999998,0.0,0.0071892334343168236
1045730844721270784,2024,SF_1TE,5,10,8,2,6,0.25422584999999975,0.546875,0.0,0.0,-0.018484772499999993,0.0,0.009530161726518127
1045730844721270784,2024,SF_1TE,5,10,8,3,5,0.23574107749999973,0.453125,0.0,0.0,-0.02425729249999999,0.0,0.010135051535001377
1045730844721270784,2024,SF_1TE,5,10,8,4,4,0.21148378499999976,0.34375,0.0,0.0,-0.02753584249999998,0.0,0.01065808672322241
1045730844721270784,2024,SF_1TE,5,10,8,5,3,0.1839479424999998,0.328125,0.0,0.0,0.0021976824999999853,0.0,0.010000005738499606
1045730844721270784,2024,SF_1TE,5,11,8,3,5,0.2112159262500001,0.796875,0.0,0.0,0.05383935375000003,0.0,0.013435164102475236
1045730844721270784,2024,SF_1TE,6,4,8,5,3,0.18655410125000016,0.5,0.0,0.0,0.003364013750000037,0.0,0.0074079775296028195
1045730844721270784,2024,SF_1TE,6,4,8,6,2,0.18991811500000022,0.421875,0.0,0.0,0.0037858325000000234,0.0,0.007240215386910554
1045730844721270784,2024,SF_1TE,6,4,8,7,1,0.19370394750000025,0.328125,0.0,0.0,-0.013629992499999983,0.0,0.006974080721999898
1045730844721270784,2024,SF_1TE,6,11,8,3,5,0.2153574150000001,0.8125,0.0,0.0,0.04969786500000002,0.0,0.01303402369223814
1045730844721270784,2024,SF_1TE,7,11,8,3,5,0.33306013125000006,0.703125,0.0,0.0,0.14062538875000002,0.0,0.027266093379162824
1045730844721270784,2024,SF_1TE,10,4,8,4,4,0.037703760000000086,0.0,0.0,0.0,-0.009425940000000022,0.0,0.0020569087402910547
1045730844721270784,2024,SF_1TE,10,4,8,5,3,0.028277820000000065,0.0,0.0,0.0,-0.00883681875000002,0.0,0.0020122321479768635
1045730844721270784,2024,SF_1TE,10,4,8,6,2,0.019441001250000044,0.0,0.0,0.0,-0.004123848750000009,0.0,0.0014825892999332528
1045730844721270784,2024,SF_1TE,10,11,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,11,11,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,12,11,8,0,8,0.05100104000000005,0.0,0.0,0.0,-0.0071720212500000075,0.0,0.0022337336309404556
1045730844721270784,2024,SF_1TE,12,11,8,1,7,0.043829018750000046,0.0,0.0,0.0,-0.0031875650000000033,0.0,0.001555372458014097
1045730844721270784,2024,SF_1TE,12,11,8,2,6,0.04064145375000004,0.0,0.0,0.0,-0.007968912500000008,0.0,0.0023330586870211455
1045730844721270784,2024,SF_1TE,12,11,9,1,8,0.05100104000000005,0.0,0.0,0.0,-0.0071720212500000075,0.0,0.0022337336309404556
1045730844721270784,2024,SF_1TE,12,11,9,2,7,0.043829018750000046,0.0,0.0,0.0,-0.0031875650000000033,0.0,0.001555372458014097
1045730844721270784,2024,SF_1TE,13,10,8,1,7,0.20436720000000008,0.0,0.0,0.0,-0.017617326250000002,0.0,0.004155965057044772
1045730844721270784,2024,SF_1TE,13,10,8,2,6,0.18674987375000007,0.0,0.0,0.0,-0.04624688000000002,0.0,0.006796176169760164
1045730844721270784,2024,SF_1TE,13,10,8,3,5,0.14050299375000003,0.0,0.0,0.0,-0.024149370000000007,0.0,0.005173788799142749
1045730844721270784,2024,SF_1TE,13,11,8,0,8,0.05100104000000005,0.0,0.0,0.0,-0.008765803750000009,0.0,0.0024241699358369378
1045730844721270784,2024,SF_1TE,13,11,8,1,7,0.042235236250000044,0.0,0.0,0.0,-0.003984456250000004,0.0,0.001724407056943657
1045730844721270784,2024,SF_1TE,13,11,8,2,6,0.03825078000000004,0.0,0.0,0.0,-0.005578238750000006,0.0,0.002005465666805319
1045730844721270784,2024,SF_1TE,13,11,9,1,8,0.05100104000000005,0.0,0.0,0.0,-0.008765803750000009,0.0,0.0024241699358369378
1045730844721270784,2024,SF_1TE,13,11,9,2,7,0.042235236250000044,0.0,0.0,0.0,-0.003984456250000004,0.0,0.001724407056943657
1045730844721270784,2024,SF_1TE,14,10,8,1,7,0.4923531200000002,1.0,0.0,0.0,-0.06668946750000002,0.0,0.012326486483003602
1045730844721270784,2024,SF_1TE,14,10,8,2,6,0.42566365250000016,0.859375,0.0,0.0,-0.07181641624999999,0.0,0.011469499651074055
1045730844721270784,2024,SF_1TE,14,11,8,0,8,0.05100104000000005,0.0,0.0,0.0,0.00917222999999999,0.0,0.004166624316340394
1045730844721270784,2024,SF_1TE,14,11,8,1,7,0.06017327000000004,0.0,0.0,0.0,0.01254979249999999,0.0,0.0038756584127499867
1045730844721270784,2024,SF_1TE,14,11,8,2,6,0.07272306250000003,0.0,0.0,0.0,0.009425559999999986,0.0,0.004481943365706445
1045730844721270784,2024,SF_1TE,14,11,9,1,8,0.06734529125000005,0.0,0.0,0.0,0.011752901249999989,0.0,0.0034343755319658697
1045730844721270784,2024,SF_1TE,14,11,9,2,7,0.07909819250000004,0.0,0.0,0.0,0.01341001624999999,0.0,0.00392657543330838
1045730844721270784,2024,SF_1TE,15,10,8,2,6,0.3922791887500001,1.0,0.0,0.0,-0.03173527000000002,0.0,0.005940391450722278
1045730844721270784,2024,SF_1TE,15,11,8,0,8,0.09630768,0.0,0.0,0.0,0.062446287499999975,0.0,0.009675455861304904
1045730844721270784,2024,SF_1TE,15,11,8,1,7,0.15875396749999998,0.28125,0.0,0.0,0.07382483625000003,0.0,0.010511485702419122
1045730844721270784,2024,SF_1TE,15,11,8,2,6,0.23257880375,0.515625,0.0,0.0,0.05695035375000004,0.0,0.009744937384649157
1045730844721270784,2024,SF_1TE,15,11,9,1,8,0.16813871249999998,0.28125,0.0,0.0,0.07771643374999998,0.0,0.009226011022863531
1045730844721270784,2024,SF_1TE,15,11,9,2,7,0.24585514625,0.640625,0.0,0.0,0.058722086250000034,0.0,0.009032779482830771
1201959553390891008,2025,SF_1TE,4,1,8,2,6,0.00910031625,0.0,0.0,0.0,0.00329160375,0.0,0.0006895436159724404
1201959553390891008,2025,SF_1TE,4,5,8,1,7,0.030460639999999928,0.0,0.0,0.0,-0.0028556849999999932,0.0,0.001118609226625483
1201959553390891008,2025,SF_1TE,4,5,8,2,6,0.027604954999999935,0.0,0.0,0.0,-0.0028556849999999932,0.0,0.0011186092266254827
1201959553390891008,2025,SF_1TE,4,5,8,3,5,0.02474926999999994,0.0,0.0,0.0,-0.0057113699999999865,0.0,0.0014978939617453977
1201959553390891008,2025,SF_1TE,4,5,8,4,4,0.019037899999999955,0.0,0.0,0.0,-0.004759474999999989,0.0,0.0013934315999090128
1201959553390891008,2025,SF_1TE,4,5,8,5,3,0.014278424999999966,0.0,0.0,0.0,-0.00428352749999999,0.0,0.001334109186557173
1201959553390891008,2025,SF_1TE,4,5,8,6,2,0.009994897499999976,0.0,0.0,0.0,-0.00428352749999999,0.0,0.0013341091865571731
1201959553390891008,2025,SF_1TE,4,5,8,7,1,0.0057113699999999865,0.0,0.0,0.0,-0.0057113699999999865,0.0,0.0014978939617453977
1201959553390891008,2025,SF_1TE,5,5,8,1,7,0.030460639999999928,0.0,0.0,0.0,-0.003807579999999991,0.0,0.0012691933333333304
1201959553390891008,2025,SF_1TE,5,5,8,2,6,0.026653059999999937,0.0,0.0,0.0,-0.0023797374999999944,0.0,0.0010299112052424826
1201959553390891008,2025,SF_1TE,5,5,8,3,5,0.024273322499999944,0.0,0.0,0.0,-0.006663264999999984,0.0,0.0015864916666666628
1201959553390891008,2025,SF_1TE,5,5,8,4,4,0.017610057499999957,0.0,0.0,0.0,-0.004759474999999989,0.0,0.0013934315999090128
1201959553390891008,2025,SF_1TE,5,5,8,5,3,0.01285058249999997,0.0,0.0,0.0,-0.0057113699999999865,0.0,0.0014978939617453977
1201959553390891008,2025,SF_1TE,5,5,8,6,2,0.007139212499999983,0.0,0.0,0.0,-0.0028556849999999932,0.0,0.0011186092266254827
1201959553390891008,2025,SF_1TE,5,5,8,7,1,0.00428352749999999,0.0,0.0,0.0,-0.00428352749999999,0.0,0.0013341091865571731
1180084795436826624,2025,SF_1TE,4,2,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,4,2,8,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,4,2,9,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,4,9,8,3,5,0.25124544,0.515625,0.0,0.0,0.02983613125000001,0.0,0.011596612443847333
1180084795436826624,2025,SF_1TE,4,9,8,4,4,0.28108157125,0.59375,0.0,0.0,0.023888800000000012,0.0,0.011875845419760818
1180084795436826624,2025,SF_1TE,4,9,8,5,3,0.30497037125,0.671875,0.0,0.0,0.03382962125000001,0.0,0.013333220102953762
1180084795436826624,2025,SF_1TE,4,9,8,6,2,0.33879999250000004,0.78125,0.0,0.0,0.03660309125000002,0.0,0.01367775260937361
1180084795436826624,2025,SF_1TE,4,9,8,7,1,0.3754030837500001,0.90625,0.0,0.0,0.026383556250000016,0.0,0.012558096452559233
1180084795436826624,2025,SF_1TE,4,9,9,4,5,0.28730761625,0.59375,0.0,0.0,0.031004280000000002,0.0,0.01169831246936952
1180084795436826624,2025,SF_1TE,4,9,9,5,4,0.31831189625,0.671875,0.0,0.0,0.03294018625000002,0.0,0.01260723265432844
1180084795436826624,2025,SF_1TE,4,9,9,6,3,0.35125208250000006,0.78125,0.0,0.0,0.03660309125000002,0.0,0.013907329808397132
1180084795436826624,2025,SF_1TE,4,9,9,7,2,0.38785517375,0.90625,0.0,0.0,0.026383556250000013,0.0,0.0126418651774128
1180084795436826624,2025,SF_1TE,4,10,8,0,8,0.08540524749999992,0.0,0.0,0.0,-0.01178351624999999,0.0,0.0027364933089071156
1180084795436826624,2025,SF_1TE,4,10,8,1,7,0.07362173124999993,0.0,0.0,0.0,-0.009506728749999992,0.0,0.002684139611077619
1180084795436826624,2025,SF_1TE,5,2,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,5,2,8,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,5,2,9,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,5,10,8,0,8,0.20223462750000004,0.609375,0.0,0.0,-0.022446268750000005,0.0,0.00692743527962444
1180084795436826624,2025,SF_1TE,5,10,8,1,7,0.17978835875000004,0.5,0.0,0.0,-0.03972829375000002,0.0,0.00902784356831001
1180084795436826624,2025,SF_1TE,5,10,9,0,9,0.22283340750000002,0.75,0.0,0.0,-0.020598780000000004,0.0,0.006473588061373107
1180084795436826624,2025,SF_1TE,5,10,9,1,8,0.20223462750000004,0.609375,0.0,0.0,-0.022446268750000005,0.0,0.00692743527962444
1180084795436826624,2025,SF_1TE,6,2,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,6,2,8,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,6,2,9,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,6,10,8,0,8,0.2187300725,0.609375,0.0,0.0,-0.023296059999999997,0.0,0.007170428333031193
1180084795436826624,2025,SF_1TE,6,10,8,1,7,0.19543401249999998,0.46875,0.0,0.0,-0.019049987499999997,0.0,0.006534269522150783
1180084795436826624,2025,SF_1TE,6,10,9,0,9,0.25591187625,0.859375,0.0,0.0,-0.03718180375,0.0,0.009006868467555428
1180084795436826624,2025,SF_1TE,6,10,9,1,8,0.2187300725,0.609375,0.0,0.0,-0.023296059999999997,0.0,0.007170428333031193
1180084795436826624,2025,SF_1TE,7,2,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,7,2,8,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,7,2,9,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,8,2,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,8,2,8,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,8,2,9,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,8,10,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,8,10,8,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,8,10,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,9,2,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,9,2,8,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,9,2,9,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,10,2,8,0,8,0.039131999999999945,0.0,0.0,0.0,0.06347666249999993,0.0,0.009259904087935426
1180084795436826624,2025,SF_1TE,10,2,8,1,7,0.10260866249999988,0.0,0.0,0.0,0.07495664249999992,0.0,0.00908488100729403
1180084795436826624,2025,SF_1TE,10,2,9,1,8,0.10688872499999988,0.0,0.0,0.0,0.07251089249999992,0.0,0.009174288855375677
1180084795436826624,2025,SF_1TE,10,10,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,10,10,8,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,10,10,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
