league_id,season,stratum,week,roster_id,budget,qb_options,rb_options,mean_gain,chance_gain_ge_025,chance_gain_ge_050,chance_gain_ge_075
1048901308398288896,2024,1QB,10,9,9,5,4,0.23468694750000002,0.671875,0.0,0.0
1048901308398288896,2024,1QB,10,9,9,6,3,0.2542812325,0.734375,0.0,0.0
1048901308398288896,2024,1QB,10,9,9,7,2,0.2665542475,0.734375,0.0,0.0
1048901308398288896,2024,1QB,10,9,9,8,1,0.30605232,1.0,0.0,0.0
1048901308398288896,2024,1QB,10,11,8,1,7,0.0,0.0,0.0,0.0
1048901308398288896,2024,1QB,11,9,8,4,4,0.359071065,0.703125,0.390625,0.0
1048901308398288896,2024,1QB,11,9,8,5,3,0.37789963375,0.765625,0.421875,0.0
1048901308398288896,2024,1QB,11,9,8,6,2,0.42188743375000004,0.859375,0.484375,0.0
1048901308398288896,2024,1QB,11,9,8,7,1,0.38882398250000005,0.859375,0.234375,0.0
1048901308398288896,2024,1QB,11,9,8,8,0,0.4110191200000001,1.0,0.0,0.0
1048901308398288896,2024,1QB,11,9,9,5,4,0.40824094750000006,0.828125,0.515625,0.0
1048901308398288896,2024,1QB,11,9,9,6,3,0.43843724125000005,0.875,0.5625,0.0
1048901308398288896,2024,1QB,11,9,9,7,2,0.4605398150000001,0.9375,0.5625,0.0
1048901308398288896,2024,1QB,11,9,9,8,1,0.46894344625000006,1.0,0.328125,0.0
1048901308398288896,2024,1QB,12,9,8,4,4,0.24515761374999995,0.671875,0.0,0.0
1048901308398288896,2024,1QB,12,9,8,5,3,0.21771312499999995,0.59375,0.0,0.0
1048901308398288896,2024,1QB,12,9,8,6,2,0.19099735499999998,0.484375,0.0,0.0
1048901308398288896,2024,1QB,12,9,8,7,1,0.16006584624999995,0.328125,0.0,0.0
1048901308398288896,2024,1QB,12,9,9,5,4,0.25632934249999995,0.78125,0.0,0.0
1048901308398288896,2024,1QB,12,9,9,6,3,0.22409696999999995,0.65625,0.0,0.0
1048901308398288896,2024,1QB,12,9,9,7,2,0.20695696749999992,0.59375,0.0,0.0
1048901308398288896,2024,1QB,12,11,8,1,7,0.05297903999999998,0.0,0.0,0.0
1048901308398288896,2024,1QB,13,9,8,5,3,0.26609133249999994,0.65625,0.0,0.0
1048901308398288896,2024,1QB,13,9,8,6,2,0.25362241625000004,0.75,0.0,0.0
1048901308398288896,2024,1QB,13,9,8,7,1,0.1864144800000001,0.4375,0.0,0.0
1048901308398288896,2024,1QB,13,9,9,6,3,0.29481863499999994,0.9375,0.0,0.0
1048901308398288896,2024,1QB,13,9,9,7,2,0.26000626125000004,0.8125,0.0,0.0
1048901308398288896,2024,1QB,13,11,8,1,7,0.05297903999999998,0.0,0.0,0.0
1048901308398288896,2024,1QB,14,9,8,6,2,0.0741570399999999,0.0,0.0,0.0
1180667636675596288,2025,1QB,4,12,8,0,8,0.07181122625000022,0.0,0.0,0.0
1180667636675596288,2025,1QB,4,12,9,0,9,0.07965128625000024,0.0,0.0,0.0
1180667636675596288,2025,1QB,11,11,8,2,6,0.37523559999999995,1.0,0.0,0.0
1180667636675596288,2025,1QB,12,11,8,2,6,0.4925345600000001,1.0,0.0,0.0
914741498980225024,2023,SF_1TE,4,1,8,0,8,0.01097268000000002,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,4,1,8,1,7,0.009713520000000017,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,4,1,8,2,6,0.008814120000000016,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,4,1,9,0,9,0.01151232000000002,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,4,1,9,1,8,0.01097268000000002,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,4,1,9,2,7,0.009713520000000017,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,4,3,8,0,8,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,4,3,8,1,7,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,5,1,8,0,8,0.009893400000000017,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,5,1,8,1,7,0.009173880000000016,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,5,1,8,2,6,0.008094600000000014,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,5,1,9,0,9,0.01151232000000002,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,5,1,9,1,8,0.009893400000000017,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,5,1,9,2,7,0.009173880000000016,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,5,3,8,0,8,0.0033326799999997825,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,5,3,8,1,7,0.002819959999999816,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,6,1,8,0,8,0.010073279999999823,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,6,1,8,1,7,0.008993999999999842,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,6,1,8,2,6,0.007914719999999861,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,6,1,9,0,9,0.011512319999999798,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,6,1,9,1,8,0.010073279999999823,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,6,1,9,2,7,0.008993999999999842,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,6,3,8,0,8,0.0037172199999997574,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,6,3,8,1,7,0.0033326799999997825,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,7,1,8,0,8,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,7,1,8,1,7,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,7,1,8,2,6,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,7,1,9,1,8,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,7,1,9,2,7,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,13,1,8,0,8,0.20751647999999978,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,13,1,8,1,7,0.28345050249999976,0.4375,0.0,0.0
914741498980225024,2023,SF_1TE,13,1,8,2,6,0.34052500999999974,0.65625,0.0,0.0
914741498980225024,2023,SF_1TE,14,1,8,1,7,0.3951995449999999,1.0,0.359375,0.0
914741498980225024,2023,SF_1TE,14,1,8,2,6,0.4991254749999999,1.0,0.796875,0.0
1055621034914820096,2024,SF_1TE,4,8,8,5,3,0.4466644000000003,1.0,0.0,0.0
1055621034914820096,2024,SF_1TE,4,8,8,6,2,0.27916525000000014,0.625,0.0,0.0
1045730844721270784,2024,SF_1TE,4,2,8,4,4,0.38214159999999975,1.0,0.0,0.0
1045730844721270784,2024,SF_1TE,4,4,8,4,4,0.28898436000000005,0.6875,0.0,0.0
1045730844721270784,2024,SF_1TE,4,4,8,5,3,0.27240210750000016,0.578125,0.0,0.0
1045730844721270784,2024,SF_1TE,4,4,8,6,2,0.2509798225000001,0.375,0.0,0.0
1045730844721270784,2024,SF_1TE,4,4,8,7,1,0.20616029250000018,0.15625,0.0,0.0
1045730844721270784,2024,SF_1TE,4,4,8,8,0,0.18136670000000016,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,4,4,9,5,4,0.3155453825,0.84375,0.0,0.0
1045730844721270784,2024,SF_1TE,4,4,9,6,3,0.28793894750000015,0.609375,0.0,0.0
1045730844721270784,2024,SF_1TE,4,4,9,7,2,0.2655530787500001,0.4375,0.0,0.0
1045730844721270784,2024,SF_1TE,4,4,9,8,1,0.2220023937500002,0.15625,0.0,0.0
1045730844721270784,2024,SF_1TE,4,4,9,9,0,0.18653768000000015,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,4,10,8,0,8,0.5250794862499999,0.953125,0.703125,0.0
1045730844721270784,2024,SF_1TE,4,10,8,1,7,0.4764385387499999,0.84375,0.53125,0.0
1045730844721270784,2024,SF_1TE,4,10,8,2,6,0.4508183212499999,0.78125,0.515625,0.0
1045730844721270784,2024,SF_1TE,4,10,8,3,5,0.3735184124999999,0.640625,0.390625,0.0
1045730844721270784,2024,SF_1TE,4,10,8,4,4,0.33970298374999985,0.53125,0.328125,0.0
1045730844721270784,2024,SF_1TE,4,10,8,5,3,0.29434519374999984,0.4375,0.328125,0.0
1045730844721270784,2024,SF_1TE,4,10,8,6,2,0.23051899749999985,0.28125,0.234375,0.0
1045730844721270784,2024,SF_1TE,4,10,9,0,9,0.5634226399999999,1.0,1.0,0.0
1045730844721270784,2024,SF_1TE,4,10,9,1,8,0.5421581737499999,0.953125,0.71875,0.0
1045730844721270784,2024,SF_1TE,4,10,9,2,7,0.5020565699999999,0.84375,0.640625,0.0
1045730844721270784,2024,SF_1TE,4,10,9,3,6,0.45935766499999986,0.796875,0.53125,0.0
1045730844721270784,2024,SF_1TE,4,10,9,4,5,0.40084431249999986,0.6875,0.453125,0.0
1045730844721270784,2024,SF_1TE,4,10,9,5,4,0.35848953999999983,0.546875,0.40625,0.0
1045730844721270784,2024,SF_1TE,4,10,9,6,3,0.30630027499999984,0.453125,0.375,0.0
1045730844721270784,2024,SF_1TE,4,11,8,3,5,0.14918231249999997,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,4,11,8,4,4,0.21217039999999998,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,4,11,9,4,5,0.21217039999999998,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,5,2,8,4,4,0.8793453600000001,1.0,1.0,1.0
1045730844721270784,2024,SF_1TE,5,4,8,4,4,0.29739915250000004,0.71875,0.0,0.0
1045730844721270784,2024,SF_1TE,5,4,8,5,3,0.2866378350000001,0.671875,0.0,0.0
1045730844721270784,2024,SF_1TE,5,4,8,6,2,0.2828732850000002,0.609375,0.0,0.0
1045730844721270784,2024,SF_1TE,5,4,8,7,1,0.2516553925000002,0.375,0.0,0.0
1045730844721270784,2024,SF_1TE,5,4,8,8,0,0.18136670000000016,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,5,4,9,5,4,0.31683812750000007,0.84375,0.0,0.0
1045730844721270784,2024,SF_1TE,5,4,9,6,3,0.3138332800000001,0.78125,0.0,0.0
1045730844721270784,2024,SF_1TE,5,4,9,7,2,0.29387356750000015,0.609375,0.0,0.0
1045730844721270784,2024,SF_1TE,5,4,9,8,1,0.25811911750000016,0.375,0.0,0.0
1045730844721270784,2024,SF_1TE,5,4,9,9,0,0.18653768000000015,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,5,10,8,0,8,0.2940242399999997,1.0,0.0,0.0
1045730844721270784,2024,SF_1TE,5,10,8,1,7,0.2649400737499997,0.71875,0.0,0.0
1045730844721270784,2024,SF_1TE,5,10,8,2,6,0.25422584999999975,0.546875,0.0,0.0
1045730844721270784,2024,SF_1TE,5,10,8,3,5,0.23574107749999973,0.453125,0.0,0.0
1045730844721270784,2024,SF_1TE,5,10,8,4,4,0.21148378499999976,0.34375,0.0,0.0
1045730844721270784,2024,SF_1TE,5,10,8,5,3,0.1839479424999998,0.328125,0.0,0.0
1045730844721270784,2024,SF_1TE,5,10,8,6,2,0.18614562499999976,0.265625,0.0,0.0
1045730844721270784,2024,SF_1TE,5,11,8,3,5,0.2112159262500001,0.796875,0.0,0.0
1045730844721270784,2024,SF_1TE,5,11,8,4,4,0.2650552800000001,1.0,0.0,0.0
1045730844721270784,2024,SF_1TE,5,11,9,4,5,0.2650552800000001,1.0,0.0,0.0
1045730844721270784,2024,SF_1TE,6,4,8,5,3,0.18655410125000016,0.5,0.0,0.0
1045730844721270784,2024,SF_1TE,6,4,8,6,2,0.18991811500000022,0.421875,0.0,0.0
1045730844721270784,2024,SF_1TE,6,4,8,7,1,0.19370394750000025,0.328125,0.0,0.0
1045730844721270784,2024,SF_1TE,6,4,8,8,0,0.18007395500000026,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,6,11,8,3,5,0.2153574150000001,0.8125,0.0,0.0
1045730844721270784,2024,SF_1TE,6,11,8,4,4,0.2650552800000001,1.0,0.0,0.0
1045730844721270784,2024,SF_1TE,6,11,9,4,5,0.2650552800000001,1.0,0.0,0.0
1045730844721270784,2024,SF_1TE,7,11,8,3,5,0.33306013125000006,0.703125,0.0,0.0
1045730844721270784,2024,SF_1TE,7,11,8,4,4,0.4736855200000001,1.0,0.0,0.0
1045730844721270784,2024,SF_1TE,7,11,9,4,5,0.4736855200000001,1.0,0.0,0.0
1045730844721270784,2024,SF_1TE,8,11,8,3,5,0.0,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,9,11,8,3,5,0.0,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,10,4,8,4,4,0.037703760000000086,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,10,4,8,5,3,0.028277820000000065,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,10,4,8,6,2,0.019441001250000044,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,10,4,8,7,1,0.015317152500000035,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,10,11,8,2,6,0.0,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,10,11,8,3,5,0.0,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,10,11,9,3,6,0.0,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,11,11,8,2,6,0.0,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,11,11,8,3,5,0.0,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,11,11,9,3,6,0.0,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,12,11,8,0,8,0.05100104000000005,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,12,11,8,1,7,0.043829018750000046,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,12,11,8,2,6,0.04064145375000004,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,12,11,8,3,5,0.032672541250000034,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,12,11,9,1,8,0.05100104000000005,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,12,11,9,2,7,0.043829018750000046,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,12,11,9,3,6,0.04064145375000004,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,13,10,8,1,7,0.20436720000000008,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,13,10,8,2,6,0.18674987375000007,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,13,10,8,3,5,0.14050299375000003,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,13,10,8,4,4,0.11635362375000005,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,13,11,8,0,8,0.05100104000000005,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,13,11,8,1,7,0.042235236250000044,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,13,11,8,2,6,0.03825078000000004,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,13,11,8,3,5,0.032672541250000034,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,13,11,9,1,8,0.05100104000000005,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,13,11,9,2,7,0.042235236250000044,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,13,11,9,3,6,0.03825078000000004,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,14,10,8,1,7,0.4923531200000002,1.0,0.0,0.0
1045730844721270784,2024,SF_1TE,14,10,8,2,6,0.42566365250000016,0.859375,0.0,0.0
1045730844721270784,2024,SF_1TE,14,10,8,3,5,0.35384723625000014,0.734375,0.0,0.0
1045730844721270784,2024,SF_1TE,14,11,8,0,8,0.05100104000000005,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,14,11,8,1,7,0.06017327000000004,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,14,11,8,2,6,0.07272306250000003,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,14,11,8,3,5,0.08214862250000002,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,14,11,9,1,8,0.06734529125000005,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,14,11,9,2,7,0.07909819250000004,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,14,11,9,3,6,0.09250820875000003,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,15,10,8,2,6,0.3922791887500001,1.0,0.0,0.0
1045730844721270784,2024,SF_1TE,15,10,8,3,5,0.36054391875,1.0,0.0,0.0
1045730844721270784,2024,SF_1TE,15,11,8,0,8,0.09630768,0.0,0.0,0.0
1045730844721270784,2024,SF_1TE,15,11,8,1,7,0.15875396749999998,0.28125,0.0,0.0
1045730844721270784,2024,SF_1TE,15,11,8,2,6,0.23257880375,0.515625,0.0,0.0
1045730844721270784,2024,SF_1TE,15,11,8,3,5,0.2895291575000001,0.890625,0.0,0.0
1045730844721270784,2024,SF_1TE,15,11,9,1,8,0.16813871249999998,0.28125,0.0,0.0
1045730844721270784,2024,SF_1TE,15,11,9,2,7,0.24585514625,0.640625,0.0,0.0
1045730844721270784,2024,SF_1TE,15,11,9,3,6,0.3045772325,0.953125,0.0,0.0
1201959553390891008,2025,SF_1TE,4,1,8,2,6,0.00910031625,0.0,0.0,0.0
1201959553390891008,2025,SF_1TE,4,1,8,3,5,0.01239192,0.0,0.0,0.0
1201959553390891008,2025,SF_1TE,4,5,8,1,7,0.030460639999999928,0.0,0.0,0.0
1201959553390891008,2025,SF_1TE,4,5,8,2,6,0.027604954999999935,0.0,0.0,0.0
1201959553390891008,2025,SF_1TE,4,5,8,3,5,0.02474926999999994,0.0,0.0,0.0
1201959553390891008,2025,SF_1TE,4,5,8,4,4,0.019037899999999955,0.0,0.0,0.0
1201959553390891008,2025,SF_1TE,4,5,8,5,3,0.014278424999999966,0.0,0.0,0.0
1201959553390891008,2025,SF_1TE,4,5,8,6,2,0.009994897499999976,0.0,0.0,0.0
1201959553390891008,2025,SF_1TE,4,5,8,7,1,0.0057113699999999865,0.0,0.0,0.0
1201959553390891008,2025,SF_1TE,4,5,8,8,0,0.0,0.0,0.0,0.0
1201959553390891008,2025,SF_1TE,5,5,8,1,7,0.030460639999999928,0.0,0.0,0.0
1201959553390891008,2025,SF_1TE,5,5,8,2,6,0.026653059999999937,0.0,0.0,0.0
1201959553390891008,2025,SF_1TE,5,5,8,3,5,0.024273322499999944,0.0,0.0,0.0
1201959553390891008,2025,SF_1TE,5,5,8,4,4,0.017610057499999957,0.0,0.0,0.0
1201959553390891008,2025,SF_1TE,5,5,8,5,3,0.01285058249999997,0.0,0.0,0.0
1201959553390891008,2025,SF_1TE,5,5,8,6,2,0.007139212499999983,0.0,0.0,0.0
1201959553390891008,2025,SF_1TE,5,5,8,7,1,0.00428352749999999,0.0,0.0,0.0
1201959553390891008,2025,SF_1TE,5,5,8,8,0,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,4,2,8,0,8,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,4,2,8,1,7,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,4,2,8,2,6,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,4,2,9,1,8,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,4,2,9,2,7,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,4,4,8,5,3,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,4,9,8,3,5,0.25124544,0.515625,0.0,0.0
1180084795436826624,2025,SF_1TE,4,9,8,4,4,0.28108157125,0.59375,0.0,0.0
1180084795436826624,2025,SF_1TE,4,9,8,5,3,0.30497037125,0.671875,0.0,0.0
1180084795436826624,2025,SF_1TE,4,9,8,6,2,0.33879999250000004,0.78125,0.0,0.0
1180084795436826624,2025,SF_1TE,4,9,8,7,1,0.3754030837500001,0.90625,0.0,0.0
1180084795436826624,2025,SF_1TE,4,9,8,8,0,0.40178664000000003,1.0,0.0,0.0
1180084795436826624,2025,SF_1TE,4,9,9,4,5,0.28730761625,0.59375,0.0,0.0
1180084795436826624,2025,SF_1TE,4,9,9,5,4,0.31831189625,0.671875,0.0,0.0
1180084795436826624,2025,SF_1TE,4,9,9,6,3,0.35125208250000006,0.78125,0.0,0.0
1180084795436826624,2025,SF_1TE,4,9,9,7,2,0.38785517375,0.90625,0.0,0.0
1180084795436826624,2025,SF_1TE,4,9,9,8,1,0.41423873,1.0,0.0,0.0
1180084795436826624,2025,SF_1TE,4,10,8,0,8,0.08540524749999992,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,4,10,8,1,7,0.07362173124999993,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,4,10,8,2,6,0.06411500249999995,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,5,2,8,0,8,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,5,2,8,1,7,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,5,2,8,2,6,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,5,2,9,1,8,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,5,2,9,2,7,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,5,4,8,5,3,0.15233407999999993,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,5,10,8,0,8,0.20223462750000004,0.609375,0.0,0.0
1180084795436826624,2025,SF_1TE,5,10,8,1,7,0.17978835875000004,0.5,0.0,0.0
1180084795436826624,2025,SF_1TE,5,10,8,2,6,0.140060065,0.34375,0.0,0.0
1180084795436826624,2025,SF_1TE,5,10,9,0,9,0.22283340750000002,0.75,0.0,0.0
1180084795436826624,2025,SF_1TE,5,10,9,1,8,0.20223462750000004,0.609375,0.0,0.0
1180084795436826624,2025,SF_1TE,5,10,9,2,7,0.17978835875000004,0.5,0.0,0.0
1180084795436826624,2025,SF_1TE,6,2,8,0,8,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,6,2,8,1,7,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,6,2,8,2,6,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,6,2,9,1,8,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,6,2,9,2,7,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,6,4,8,5,3,0.15233407999999993,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,6,10,8,0,8,0.2187300725,0.609375,0.0,0.0
1180084795436826624,2025,SF_1TE,6,10,8,1,7,0.19543401249999998,0.46875,0.0,0.0
1180084795436826624,2025,SF_1TE,6,10,8,2,6,0.176384025,0.34375,0.0,0.0
1180084795436826624,2025,SF_1TE,6,10,9,0,9,0.25591187625,0.859375,0.0,0.0
1180084795436826624,2025,SF_1TE,6,10,9,1,8,0.2187300725,0.609375,0.0,0.0
