season,week,player_id,player_name,position,fantasy_points,replacement_points,porp,win_prob_replacement,win_prob_player,weekly_worp,starter_cutoff_rank,replacement_pool_start,replacement_pool_end,replacement_effective_rank,replacement_rank,win_model,opponent_score_mean,opponent_score_sd
2023,1,7606,Kadarius Toney,WR,1.2,9.0,-7.8,0.3883809765625,0.2986728671875,-0.08970810937499996,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,7828,Noah Gray,TE,10.1,8.4,1.6999999999999993,0.4258146640625,0.446406125,0.020591460937499972,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,7992,Matt Bushman,TE,0.0,8.4,-8.4,0.4258146640625,0.32789750000000006,-0.09791716406249995,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,8475,Montrell Washington,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,10870,Deneric Prince,RB,0.0,7.949999999999999,-7.949999999999999,0.37386537499999994,0.2849564453125,-0.08890892968749997,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,3163,Jared Goff,QB,26.020000000000003,13.079999999999998,12.940000000000005,0.3137727109375,0.4696205,0.15584778906250002,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,3343,Nate Sudfeld,QB,0.0,13.079999999999998,-13.079999999999998,0.3137727109375,0.1850886875,-0.1286840234375,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,5086,Marquez Valdes-Scantling,WR,7.800000000000001,9.0,-1.1999999999999993,0.3883809765625,0.37405857812499993,-0.01432239843750005,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,7547,Amon-Ra St. Brown,WR,20.6,9.0,11.600000000000001,0.3883809765625,0.5320726562500001,0.14369167968750013,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,7891,Brock Wright,TE,5.7,8.4,-2.7,0.4258146640625,0.39341385156249997,-0.03240081250000004,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,8122,Zonovan Knight,RB,0.0,7.949999999999999,-7.949999999999999,0.37386537499999994,0.2849564453125,-0.08890892968749997,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,8170,James Mitchell,TE,0.0,8.4,-8.4,0.4258146640625,0.32789750000000006,-0.09791716406249995,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,8205,Isiah Pacheco,RB,12.5,7.949999999999999,4.550000000000001,0.37386537499999994,0.4285521875,0.05468681250000007,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,9998,Hendon Hooker,QB,0.0,13.079999999999998,-13.079999999999998,0.3137727109375,0.1850886875,-0.1286840234375,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,11053,Antoine Green,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,4046,Patrick Mahomes,QB,27.740000000000002,13.079999999999998,14.660000000000004,0.3137727109375,0.49123151562500006,0.17745880468750008,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,4171,Josh Reynolds,WR,14.0,9.0,5.0,0.3883809765625,0.44964065625,0.06125967968750001,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,4323,Darrell Daniels,TE,0.0,8.4,-8.4,0.4258146640625,0.32789750000000006,-0.09791716406249995,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,6665,Jody Fortson,TE,0.0,8.4,-8.4,0.4258146640625,0.32789750000000006,-0.09791716406249995,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,6820,Clyde Edwards-Helaire,RB,5.6000000000000005,7.949999999999999,-2.3499999999999988,0.37386537499999994,0.346517890625,-0.027347484374999953,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,8041,Shane Zylstra,TE,0.0,8.4,-8.4,0.4258146640625,0.32789750000000006,-0.09791716406249995,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,8148,Jameson Williams,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,8247,Gerrit Prince,TE,0.0,8.4,-8.4,0.4258146640625,0.32789750000000006,-0.09791716406249995,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,2161,Jerick McKinnon,RB,2.5,7.949999999999999,-5.449999999999999,0.37386537499999994,0.3117917578125,-0.06207361718749993,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,2422,Blake Bell,TE,11.2,8.4,2.799999999999999,0.4258146640625,0.45983426562499996,0.034019601562499946,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,5137,Richie James,WR,1.6,9.0,-7.4,0.3883809765625,0.3030529375,-0.08532803906249997,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,5892,David Montgomery,RB,19.1,7.949999999999999,11.150000000000002,0.37386537499999994,0.5101607890625,0.1362954140625,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,6450,David Blough,QB,0.0,13.079999999999998,-13.079999999999998,0.3137727109375,0.1850886875,-0.1286840234375,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,8168,Skyy Moore,WR,0.6000000000000001,9.0,-8.4,0.3883809765625,0.2922103203125,-0.09617065624999999,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,8413,Chris Oladokun,QB,0.0,13.079999999999998,-13.079999999999998,0.3137727109375,0.1850886875,-0.1286840234375,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,862,Blaine Gabbert,QB,0.0,13.079999999999998,-13.079999999999998,0.3137727109375,0.1850886875,-0.1286840234375,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,9221,Jahmyr Gibbs,RB,10.900000000000002,7.949999999999999,2.950000000000003,0.37386537499999994,0.40912753124999995,0.03526215625000001,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,10212,Josh Whyle,TE,0.0,8.4,-8.4,0.4258146640625,0.32789750000000006,-0.09791716406249995,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,10222,Jayden Reed,WR,7.800000000000001,9.0,-1.1999999999999993,0.3883809765625,0.37405857812499993,-0.01432239843750005,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,10234,Derius Davis,WR,1.5,9.0,-7.5,0.3883809765625,0.301982875,-0.0863981015625,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,10862,Dorian Thompson-Robinson,QB,0.0,13.079999999999998,-13.079999999999998,0.3137727109375,0.1850886875,-0.1286840234375,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,11080,Malik Knowles,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,11115,Terrell Bynum,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,11140,Leonard Taylor,TE,0.0,8.4,-8.4,0.4258146640625,0.32789750000000006,-0.09791716406249995,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,11199,Emari Demercado,RB,0.0,7.949999999999999,-7.949999999999999,0.37386537499999994,0.2849564453125,-0.08890892968749997,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,11216,Holton Ahlers,QB,0.0,13.079999999999998,-13.079999999999998,0.3137727109375,0.1850886875,-0.1286840234375,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,11381,Travis Vokolek,TE,0.0,8.4,-8.4,0.4258146640625,0.32789750000000006,-0.09791716406249995,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,11452,Jesse Matthews,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,11505,David Durden,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,11506,Jalen Moreno-Cropper,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,1346,Marquise Goodwin,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,1479,Keenan Allen,WR,16.1,9.0,7.100000000000001,0.3883809765625,0.475821234375,0.08744025781250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,1837,Jimmy Garoppolo,QB,33.4,13.079999999999998,20.32,0.3137727109375,0.5621836718750001,0.2484109609375001,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,2078,Odell Beckham,WR,6.7,9.0,-2.3,0.3883809765625,0.3609802421875,-0.027400734374999958,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,2216,Mike Evans,WR,19.1,9.0,10.100000000000001,0.3883809765625,0.5133613203124999,0.12498034374999994,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,2251,Logan Thomas,TE,13.3,8.4,4.9,0.4258146640625,0.48569396875000004,0.05987930468750002,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,2320,Melvin Gordon,RB,0.0,7.949999999999999,-7.949999999999999,0.37386537499999994,0.2849564453125,-0.08890892968749997,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,2325,Nelson Agholor,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,2446,MyCole Pruitt,TE,0.0,8.4,-8.4,0.4258146640625,0.32789750000000006,-0.09791716406249995,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,2505,Darren Waller,TE,11.6,8.4,3.1999999999999993,0.4258146640625,0.464757875,0.03894321093749997,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,312,Matthew Slater,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,3269,Chris Moore,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,3271,Tyler Higbee,TE,13.9,8.4,5.5,0.4258146640625,0.49306366406249996,0.06724899999999995,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,3976,Mitchell Trubisky,QB,0.0,13.079999999999998,-13.079999999999998,0.3137727109375,0.1850886875,-0.1286840234375,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,4033,David Njoku,TE,7.4,8.4,-1.0,0.4258146640625,0.4137674453125,-0.012047218750000033,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,4080,Zay Jones,WR,18.0,9.0,9.0,0.3883809765625,0.499634796875,0.11125382031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,4127,C.J. Beathard,QB,0.0,13.079999999999998,-13.079999999999998,0.3137727109375,0.1850886875,-0.1286840234375,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,4149,Jamaal Williams,RB,11.799999999999999,7.949999999999999,3.8499999999999996,0.37386537499999994,0.4200473046875,0.04618192968750007,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,4197,Isaiah McKenzie,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,4198,Jamal Agnew,WR,0.2,9.0,-8.8,0.3883809765625,0.2879011640625,-0.10047981249999999,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,4217,George Kittle,TE,8.9,8.4,0.5,0.4258146640625,0.431856578125,0.006041914062499987,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,4218,Trent Taylor,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,4319,Zach Pascal,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,4351,Tim Patrick,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,4574,Cooper Rush,QB,-0.5,13.079999999999998,-13.579999999999998,0.3137727109375,0.18093213281249998,-0.132840578125,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,4950,Christian Kirk,WR,1.9,9.0,-7.1,0.3883809765625,0.30638101562500003,-0.08199996093749995,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,4988,Nick Chubb,RB,25.300000000000004,7.949999999999999,17.350000000000005,0.37386537499999994,0.5864702890624999,0.21260491406249993,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,4993,Mike Gesicki,TE,12.6,8.4,4.199999999999999,0.4258146640625,0.47703817187499997,0.05122350781249996,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,5038,Michael Gallup,WR,2.5,9.0,-6.5,0.3883809765625,0.3129912734375,-0.07538970312499998,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,5045,Courtland Sutton,WR,13.7,9.0,4.699999999999999,0.3883809765625,0.445878109375,0.05749713281250002,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,5089,Mike White,QB,0.0,13.079999999999998,-13.079999999999998,0.3137727109375,0.1850886875,-0.1286840234375,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,5122,Boston Scott,RB,2.2,7.949999999999999,-5.749999999999999,0.37386537499999994,0.30847877343749996,-0.06538660156249998,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,5849,Kyler Murray,QB,0.0,13.079999999999998,-13.079999999999998,0.3137727109375,0.1850886875,-0.1286840234375,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,5878,N'Keal Harry,TE,0.0,8.4,-8.4,0.4258146640625,0.32789750000000006,-0.09791716406249995,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,5902,Penny Hart,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,5947,Jakobi Meyers,WR,30.6,9.0,21.6,0.3883809765625,0.65273853125,0.26435755468750005,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,5973,Josh Oliver,TE,11.2,8.4,2.799999999999999,0.4258146640625,0.45983426562499996,0.034019601562499946,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,5987,Alexander Mattison,RB,16.1,7.949999999999999,8.150000000000002,0.37386537499999994,0.47291717968749997,0.09905180468750002,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,6018,Zach Gentry,TE,0.0,8.4,-8.4,0.4258146640625,0.32789750000000006,-0.09791716406249995,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,6074,Donald Parham,TE,15.2,8.4,6.799999999999999,0.4258146640625,0.508984296875,0.0831696328125,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,6130,Devin Singletary,RB,2.9000000000000004,7.949999999999999,-5.049999999999999,0.37386537499999994,0.31620957031249997,-0.05765580468749998,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,616,Jimmy Graham,TE,0.0,8.4,-8.4,0.4258146640625,0.32789750000000006,-0.09791716406249995,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,6387,Nsimba Webster,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,6453,D.J. Montgomery,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,6797,Justin Herbert,QB,33.36,13.079999999999998,20.28,0.3137727109375,0.5616668281249999,0.24789411718749993,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,6819,Michael Pittman,WR,25.200000000000003,9.0,16.200000000000003,0.3883809765625,0.588830234375,0.20044925781250006,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,6853,Van Jefferson,WR,6.9,9.0,-2.0999999999999996,0.3883809765625,0.363393015625,-0.024987960937499998,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,6960,Tyler Johnson,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,6984,Tony Jones,RB,0.7,7.949999999999999,-7.249999999999999,0.37386537499999994,0.2923220546875,-0.08154332031249995,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,7009,Trishton Jackson,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,7049,Jauan Jennings,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,7082,Dalton Keene,TE,0.0,8.4,-8.4,0.4258146640625,0.32789750000000006,-0.09791716406249995,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,7436,Mason Kinsey,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,7523,Trevor Lawrence,QB,34.14,13.079999999999998,21.060000000000002,0.3137727109375,0.5713192109374999,0.25754649999999996,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,7529,Gary Brightwell,RB,3.3000000000000003,7.949999999999999,-4.649999999999999,0.37386537499999994,0.32064371875000003,-0.053221656249999916,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,7543,Travis Etienne,RB,26.5,7.949999999999999,18.55,0.37386537499999994,0.6008826015625,0.2270172265625,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,7546,Tre Nixon,WR,0.0,9.0,-9.0,0.3883809765625,0.28580340624999995,-0.10257757031250003,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,7553,Kyle Pitts,TE,10.4,8.4,2.0,0.4258146640625,0.450117515625,0.024302851562500005,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,7554,Tre' McKitty,TE,0.0,8.4,-8.4,0.4258146640625,0.32789750000000006,-0.09791716406249995,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,7569,Nico Collins,WR,15.5,9.0,6.5,0.3883809765625,0.46834828125,0.07996730468750002,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,7585,Davis Mills,QB,0.0,13.079999999999998,-13.079999999999998,0.3137727109375,0.1850886875,-0.1286840234375,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,7602,Kylen Granson,TE,15.9,8.4,7.5,0.4258146640625,0.5176796484374999,0.0918649843749999,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,7609,Demetric Felton,RB,0.0,7.949999999999999,-7.949999999999999,0.37386537499999994,0.2849564453125,-0.08890892968749997,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,7670,Joshua Palmer,WR,1.4,9.0,-7.6,0.3883809765625,0.30090815625000006,-0.08747282031249992,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,7716,John Bates,TE,0.0,8.4,-8.4,0.4258146640625,0.32789750000000006,-0.09791716406249995,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,8110,Jake Ferguson,TE,5.1,8.4,-3.3000000000000007,0.4258146640625,0.3863435,-0.03947116406250001,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,8123,Hassan Haskins,RB,0.0,7.949999999999999,-7.949999999999999,0.37386537499999994,0.2849564453125,-0.08890892968749997,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
2023,1,8130,Trey McBride,TE,8.3,8.4,-0.09999999999999964,0.4258146640625,0.42462737500000003,-0.0011872890624999854,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.27994750000002,23.61275472325172
