league_id,season,week,capacity,bench,draws,QB,RB,WR,TE,mean_opportunity,gap_to_window_best
1180084795436826624,2025,4,15,5,256,3,2,7,3,3.8229038071874983,0.13662450187500008
1180084795436826624,2025,4,15,5,256,3,2,8,2,3.7329922037499985,0.2265361053124999
1180084795436826624,2025,4,15,5,256,3,2,9,1,3.552817894374999,0.40671041468749936
1180084795436826624,2025,4,15,5,256,3,3,5,4,3.8865120899999988,0.07301621906249967
1180084795436826624,2025,4,15,5,256,3,3,6,3,3.9595283090624984,0.0
1180084795436826624,2025,4,15,5,256,3,3,7,2,3.840581777499999,0.11894653156249957
1180084795436826624,2025,4,15,5,256,3,3,8,1,3.6887272731249987,0.2708010359374997
1180084795436826624,2025,4,15,5,256,3,4,4,4,3.8444600646874987,0.11506824437499974
1180084795436826624,2025,4,15,5,256,3,4,5,3,3.8949172637499987,0.06461104531249973
1180084795436826624,2025,4,15,5,256,3,4,6,2,3.8520762559374986,0.10745205312499984
1180084795436826624,2025,4,15,5,256,3,4,7,1,3.6700434071874986,0.28948490187499987
1180084795436826624,2025,4,15,5,256,3,5,3,4,3.7656453068749984,0.1938830021875
1180084795436826624,2025,4,15,5,256,3,5,4,3,3.9174464703124987,0.04208183874999971
1180084795436826624,2025,4,15,5,256,3,5,5,2,3.8543801937499986,0.10514811531249979
1180084795436826624,2025,4,15,5,256,3,5,6,1,3.749687836249999,0.20984047281249962
1180084795436826624,2025,4,15,5,256,3,6,3,3,3.802777373749999,0.15675093531249962
1180084795436826624,2025,4,15,5,256,3,6,4,2,3.8424106384374985,0.11711767062499989
1180084795436826624,2025,4,15,5,256,3,6,5,1,3.7158027993749987,0.24372550968749973
1180084795436826624,2025,4,15,5,256,3,7,3,2,3.6653319521874987,0.2941963568749997
1180084795436826624,2025,4,15,5,256,3,7,4,1,3.640056274687499,0.3194720343749995
1180084795436826624,2025,4,15,5,256,3,8,3,1,3.459622553437499,0.4999057556249995
1180084795436826624,2025,4,15,5,256,4,2,5,4,3.765509934062499,0.1940183749999993
1180084795436826624,2025,4,15,5,256,4,2,6,3,3.838576770312499,0.12095153874999953
1180084795436826624,2025,4,15,5,256,4,2,7,2,3.7185891846874988,0.24093912437499965
1180084795436826624,2025,4,15,5,256,4,2,8,1,3.566411716874999,0.3931165921874995
1180084795436826624,2025,4,15,5,256,4,3,4,4,3.849245323437499,0.11028298562499961
1180084795436826624,2025,4,15,5,256,4,3,5,3,3.8995054112499985,0.06002289781249992
1180084795436826624,2025,4,15,5,256,4,3,6,2,3.8565172693749985,0.10301103968749992
1180084795436826624,2025,4,15,5,256,4,3,7,1,3.6737113156249985,0.2858169934374999
1180084795436826624,2025,4,15,5,256,4,4,3,4,3.706240467812499,0.25328784124999926
1180084795436826624,2025,4,15,5,256,4,4,4,3,3.8573108324999987,0.10221747656249969
1180084795436826624,2025,4,15,5,256,4,4,5,2,3.7908241062499988,0.16870420281249965
1180084795436826624,2025,4,15,5,256,4,4,6,1,3.6857994790624984,0.27372883000000003
1180084795436826624,2025,4,15,5,256,4,5,3,3,3.779192600312499,0.1803357087499995
1180084795436826624,2025,4,15,5,256,4,5,4,2,3.817033615312499,0.14249469374999935
1180084795436826624,2025,4,15,5,256,4,5,5,1,3.6885996987499987,0.2709286103124997
1180084795436826624,2025,4,15,5,256,4,6,3,2,3.704002402812499,0.2555259062499995
1180084795436826624,2025,4,15,5,256,4,6,4,1,3.678115780624999,0.28141252843749953
1180084795436826624,2025,4,15,5,256,4,7,3,1,3.502166634062499,0.4573616749999996
1180084795436826624,2025,4,15,5,256,5,2,4,4,3.7208983856249986,0.23862992343749978
1180084795436826624,2025,4,15,5,256,5,2,5,3,3.7706728865624988,0.18885542249999965
1180084795436826624,2025,4,15,5,256,5,2,6,2,3.726670180937499,0.2328581281249993
1180084795436826624,2025,4,15,5,256,5,2,7,1,3.543431431874999,0.41609687718749955
1180084795436826624,2025,4,15,5,256,5,3,3,4,3.704025932187499,0.25550237687499955
1180084795436826624,2025,4,15,5,256,5,3,4,3,3.8548124306249987,0.10471587843749974
1180084795436826624,2025,4,15,5,256,5,3,5,2,3.7881328403124988,0.17139546874999967
1180084795436826624,2025,4,15,5,256,5,3,6,1,3.6817856656249988,0.27774264343749966
1180084795436826624,2025,4,15,5,256,5,4,3,3,3.712189544999999,0.24733876406249955
1180084795436826624,2025,4,15,5,256,5,4,4,2,3.7455603178124988,0.21396799124999966
1180084795436826624,2025,4,15,5,256,5,4,5,1,3.6164533374999985,0.3430749715624999
1180084795436826624,2025,4,15,5,256,5,5,3,2,3.671337500937499,0.28819080812499953
1180084795436826624,2025,4,15,5,256,5,5,4,1,3.642956813437499,0.3165714956249994
1180084795436826624,2025,4,15,5,256,5,6,3,1,3.5321943959374993,0.42733391312499913
1180084795436826624,2025,4,22,12,256,1,5,12,4,3.833939404687498,0.5519111671875003
1180084795436826624,2025,4,22,12,256,1,6,11,4,3.8733835790624984,0.5124669928125001
1180084795436826624,2025,4,22,12,256,1,6,12,3,3.8720817624999984,0.5137688093750001
1180084795436826624,2025,4,22,12,256,1,7,10,4,3.8731407243749985,0.5127098475
1180084795436826624,2025,4,22,12,256,1,7,11,3,3.8487650471874986,0.5370855246874999
1180084795436826624,2025,4,22,12,256,1,7,12,2,3.734930848124998,0.6509197237500004
1180084795436826624,2025,4,22,12,256,1,8,9,4,3.8650031103124984,0.5208474615625001
1180084795436826624,2025,4,22,12,256,1,8,10,3,3.8442190903124986,0.5416314815624999
1180084795436826624,2025,4,22,12,256,1,8,11,2,3.706905306562499,0.6789452653124997
1180084795436826624,2025,4,22,12,256,1,8,12,1,3.5286215090624986,0.8572290628124999
1180084795436826624,2025,4,22,12,256,1,9,8,4,3.8458862706249985,0.53996430125
1180084795436826624,2025,4,22,12,256,1,9,9,3,3.844331929687498,0.5415186421875005
1180084795436826624,2025,4,22,12,256,1,9,10,2,3.7108002278124985,0.6750503440625
1180084795436826624,2025,4,22,12,256,1,9,11,1,3.5089645059374983,0.8768860659375002
1180084795436826624,2025,4,22,12,256,2,4,12,4,4.089602138124999,0.29624843374999976
1180084795436826624,2025,4,22,12,256,2,5,11,4,4.163027946562499,0.2228226253124994
1180084795436826624,2025,4,22,12,256,2,5,12,3,4.162372329374999,0.2234782424999997
1180084795436826624,2025,4,22,12,256,2,6,10,4,4.222817218124998,0.1630333537500004
1180084795436826624,2025,4,22,12,256,2,6,11,3,4.200260293437498,0.1855902784375001
1180084795436826624,2025,4,22,12,256,2,6,12,2,4.091025526249999,0.2948250456249992
1180084795436826624,2025,4,22,12,256,2,7,9,4,4.2185849218749985,0.16726565000000004
1180084795436826624,2025,4,22,12,256,2,7,10,3,4.199999790624998,0.1858507812500001
1180084795436826624,2025,4,22,12,256,2,7,11,2,4.0677046765624985,0.31814589531250004
1180084795436826624,2025,4,22,12,256,2,7,12,1,3.8920044981249986,0.4938460737499999
1180084795436826624,2025,4,22,12,256,2,8,8,4,4.192546900312498,0.19330367156250006
1180084795436826624,2025,4,22,12,256,2,8,9,3,4.191674619999999,0.1941759518749997
1180084795436826624,2025,4,22,12,256,2,8,10,2,4.063277471249998,0.3225731006250001
1180084795436826624,2025,4,22,12,256,2,8,11,1,3.8643796621874986,0.5214709096874999
1180084795436826624,2025,4,22,12,256,2,9,7,4,4.145481216562498,0.2403693553125006
1180084795436826624,2025,4,22,12,256,2,9,8,3,4.173147312187499,0.21270325968749937
1180084795436826624,2025,4,22,12,256,2,9,9,2,4.063596860312498,0.3222537115625004
1180084795436826624,2025,4,22,12,256,2,9,10,1,3.8682740456249984,0.5175765262500001
1180084795436826624,2025,4,22,12,256,3,3,12,4,4.201056922812499,0.18479364906249973
1180084795436826624,2025,4,22,12,256,3,4,11,4,4.211240894374999,0.17460967749999945
1180084795436826624,2025,4,22,12,256,3,4,12,3,4.210655406874999,0.17519516499999988
1180084795436826624,2025,4,22,12,256,3,5,10,4,4.305900041562499,0.07995053031249988
1180084795436826624,2025,4,22,12,256,3,5,11,3,4.283383773437499,0.10246679843749984
1180084795436826624,2025,4,22,12,256,3,5,12,2,4.173701372499998,0.2121491993750002
1180084795436826624,2025,4,22,12,256,3,6,9,4,4.361258320624999,0.02459225124999964
1180084795436826624,2025,4,22,12,256,3,6,10,3,4.3434603940624985,0.042390177812499985
1180084795436826624,2025,4,22,12,256,3,6,11,2,4.212486422812498,0.17336414906250042
1180084795436826624,2025,4,22,12,256,3,6,12,1,4.0378420681249985,0.34800850375000003
1180084795436826624,2025,4,22,12,256,3,7,8,4,4.339667672499999,0.04618289937499931
1180084795436826624,2025,4,22,12,256,3,7,9,3,4.338930808124999,0.04691976374999918
1180084795436826624,2025,4,22,12,256,3,7,10,2,4.211940290312498,0.17391028156250066
1180084795436826624,2025,4,22,12,256,3,7,11,1,4.0146260274999985,0.37122454437499997
1180084795436826624,2025,4,22,12,256,3,8,7,4,4.285116931874999,0.10073363999999962
1180084795436826624,2025,4,22,12,256,3,8,8,3,4.313274516249999,0.07257605562499947
1180084795436826624,2025,4,22,12,256,3,8,9,2,4.2043954874999985,0.18145508437500002
1180084795436826624,2025,4,22,12,256,3,8,10,1,4.010545779999998,0.3753047918750001
1180084795436826624,2025,4,22,12,256,3,9,6,4,4.267444473437498,0.11840609843750016
1180084795436826624,2025,4,22,12,256,3,9,7,3,4.2664185737499984,0.11943199812500005
1180084795436826624,2025,4,22,12,256,3,9,8,2,4.185449540312499,0.20040103156249955
1180084795436826624,2025,4,22,12,256,3,9,9,1,4.010532339687498,0.3753182321875004
1180084795436826624,2025,4,22,12,256,4,2,12,4,4.082539043124998,0.3033115287500001
1180084795436826624,2025,4,22,12,256,4,3,11,4,4.215453539062498,0.17039703281250063
1180084795436826624,2025,4,22,12,256,4,3,12,3,4.215049983437499,0.17080058843749946
1180084795436826624,2025,4,22,12,256,4,4,10,4,4.248179166562498,0.1376714053125001
1180084795436826624,2025,4,22,12,256,4,4,11,3,4.225100127812499,0.16075044406249983
1180084795436826624,2025,4,22,12,256,4,4,12,2,4.112502997187498,0.2733475746875005
1180084795436826624,2025,4,22,12,256,4,5,9,4,4.339015244374998,0.04683532750000019
1180084795436826624,2025,4,22,12,256,4,5,10,3,4.3201852081249985,0.06566536374999998
1180084795436826624,2025,4,22,12,256,4,5,11,2,4.188042935312499,0.19780763656249967
1180084795436826624,2025,4,22,12,256,4,5,12,1,4.012107689374998,0.3737428825000002
1180084795436826624,2025,4,22,12,256,4,6,8,4,4.377075980624999,0.008774591249999908
1180084795436826624,2025,4,22,12,256,4,6,9,3,4.376295676249999,0.00955489562499956
1180084795436826624,2025,4,22,12,256,4,6,10,2,4.249775390624999,0.13607518124999984
1180084795436826624,2025,4,22,12,256,4,6,11,1,4.052351244062498,0.33349932781250047
1180084795436826624,2025,4,22,12,256,4,7,7,4,4.326648663124998,0.05920190875000042
1180084795436826624,2025,4,22,12,256,4,7,8,3,4.354280209062498,0.03157036281250036
1180084795436826624,2025,4,22,12,256,4,7,9,2,4.245727854999998,0.1401227168750001
1180084795436826624,2025,4,22,12,256,4,7,10,1,4.052484983437498,0.3333655884375002
1180084795436826624,2025,4,22,12,256,4,8,6,4,4.301405953124998,0.08444461875000009
1180084795436826624,2025,4,22,12,256,4,8,7,3,4.299913880624999,0.0859366912499997
1180084795436826624,2025,4,22,12,256,4,8,8,2,4.219367720312499,0.16648285156249987
1180084795436826624,2025,4,22,12,256,4,8,9,1,4.0448948543749985,0.3409557175
1180084795436826624,2025,4,22,12,256,4,9,5,4,4.207506569062499,0.17834400281249962
1180084795436826624,2025,4,22,12,256,4,9,6,3,4.2822830074999985,0.10356756437500003
1180084795436826624,2025,4,22,12,256,4,9,7,2,4.172165824374998,0.21368474750000033
1180084795436826624,2025,4,22,12,256,4,9,8,1,4.025650181874999,0.36020038999999926
1180084795436826624,2025,4,22,12,256,5,2,11,4,4.090788074999999,0.2950624968749995
1180084795436826624,2025,4,22,12,256,5,2,12,3,4.0898152715624985,0.2960353003125
1180084795436826624,2025,4,22,12,256,5,3,10,4,4.246595866562499,0.13925470531249928
1180084795436826624,2025,4,22,12,256,5,3,11,3,4.223248084062498,0.1626024878125003
1180084795436826624,2025,4,22,12,256,5,3,12,2,4.110344928749999,0.27550564312499937
1180084795436826624,2025,4,22,12,256,5,4,9,4,4.275878892812498,0.10997167906250027
1180084795436826624,2025,4,22,12,256,5,4,10,3,4.256247943124999,0.12960262874999984
1180084795436826624,2025,4,22,12,256,5,4,11,2,4.120112832812499,0.26573773906249976
1180084795436826624,2025,4,22,12,256,5,4,12,1,3.9428230162499984,0.44302755562500007
1180084795436826624,2025,4,22,12,256,5,5,8,4,4.3488927928124985,0.036957779062499974
1180084795436826624,2025,4,22,12,256,5,5,9,3,4.347445217187499,0.03840535468749984
1180084795436826624,2025,4,22,12,256,5,5,10,2,4.218833088124999,0.16701748374999958
1180084795436826624,2025,4,22,12,256,5,5,11,1,4.019521843437499,0.36632872843749986
1180084795436826624,2025,4,22,12,256,5,6,7,4,4.358356865312499,0.02749370656249983
1180084795436826624,2025,4,22,12,256,5,6,8,3,4.3858505718749985,0.0
1180084795436826624,2025,4,22,12,256,5,6,9,2,4.277525862499998,0.10832470937500016
1180084795436826624,2025,4,22,12,256,5,6,10,1,4.083346464062499,0.30250410781249926
1180084795436826624,2025,4,22,12,256,5,7,6,4,4.337416614374998,0.048433957500000346
1180084795436826624,2025,4,22,12,256,5,7,7,3,4.335300035937499,0.05055053593749914
1180084795436826624,2025,4,22,12,256,5,7,8,2,4.254640592187498,0.13120997968750014
1180084795436826624,2025,4,22,12,256,5,7,9,1,4.079980569062499,0.3058700028124992
1180084795436826624,2025,4,22,12,256,5,8,5,4,4.235687059999998,0.1501635118750002
1180084795436826624,2025,4,22,12,256,5,8,6,3,4.310231527499998,0.07561904437500022
1180084795436826624,2025,4,22,12,256,5,8,7,2,4.199939046562498,0.1859115253125001
1180084795436826624,2025,4,22,12,256,5,8,8,1,4.053085109062499,0.33276546281249963
1180084795436826624,2025,4,22,12,256,5,9,4,4,4.163954400937499,0.2218961709374998
1180084795436826624,2025,4,22,12,256,5,9,5,3,4.216274591562499,0.16957598031249965
1180084795436826624,2025,4,22,12,256,5,9,6,2,4.181811423749998,0.20403914812500012
1180084795436826624,2025,4,22,12,256,5,9,7,1,4.004900193124998,0.3809503787500006
1180084795436826624,2025,8,15,5,256,1,2,8,4,3.150097650624999,0.6339706503124996
1180084795436826624,2025,8,15,5,256,1,2,9,3,3.163859895937499,0.6202084049999996
1180084795436826624,2025,8,15,5,256,1,2,10,2,2.9974713653124994,0.7865969356249991
1180084795436826624,2025,8,15,5,256,1,2,11,1,2.8771410831249997,0.9069272178124987
1180084795436826624,2025,8,15,5,256,1,3,7,4,3.2731160062499995,0.5109522946874989
1180084795436826624,2025,8,15,5,256,1,3,8,3,3.3361963240624988,0.4478719768749997
1180084795436826624,2025,8,15,5,256,1,3,9,2,3.198825422499999,0.5852428784374997
1180084795436826624,2025,8,15,5,256,1,3,10,1,3.056271069374999,0.7277972315624996
1180084795436826624,2025,8,15,5,256,1,4,6,4,3.312547563749999,0.47152073718749943
1180084795436826624,2025,8,15,5,256,1,4,7,3,3.401628852812499,0.3824394481249995
1180084795436826624,2025,8,15,5,256,1,4,8,2,3.313927161249999,0.47014113968749927
1180084795436826624,2025,8,15,5,256,1,4,9,1,3.200835930937499,0.5832323699999993
1180084795436826624,2025,8,15,5,256,1,5,5,4,3.275068735937499,0.5089995649999994
1180084795436826624,2025,8,15,5,256,1,5,6,3,3.368569115937499,0.4154991849999994
1180084795436826624,2025,8,15,5,256,1,5,7,2,3.3070795534374993,0.4769887474999992
1180084795436826624,2025,8,15,5,256,1,5,8,1,3.243172317812499,0.5408959831249995
1180084795436826624,2025,8,15,5,256,1,6,4,4,3.2528416562499993,0.5312266446874991
1180084795436826624,2025,8,15,5,256,1,6,5,3,3.3853813296874993,0.3986869712499992
1180084795436826624,2025,8,15,5,256,1,6,6,2,3.328601417499999,0.4554668834374995
1180084795436826624,2025,8,15,5,256,1,6,7,1,3.291734469374999,0.49233383156249966
1180084795436826624,2025,8,15,5,256,1,7,3,4,3.141874164374999,0.6421941365624995
1180084795436826624,2025,8,15,5,256,1,7,4,3,3.2623193112499993,0.5217489896874992
1180084795436826624,2025,8,15,5,256,1,7,5,2,3.245124444999999,0.5389438559374993
1180084795436826624,2025,8,15,5,256,1,7,6,1,3.212541598124999,0.5715267028124993
1180084795436826624,2025,8,15,5,256,1,8,3,3,3.176594257499999,0.6074740434374997
1180084795436826624,2025,8,15,5,256,1,8,4,2,3.1478539662499987,0.6362143346874998
1180084795436826624,2025,8,15,5,256,1,8,5,1,3.1541976109374987,0.6298706899999997
1180084795436826624,2025,8,15,5,256,1,9,3,2,3.017254849062499,0.7668134518749996
1180084795436826624,2025,8,15,5,256,1,9,4,1,3.010827656249999,0.7732406446874993
1180084795436826624,2025,8,15,5,256,2,2,7,4,3.466022579062499,0.31804572187499947
1180084795436826624,2025,8,15,5,256,2,2,8,3,3.528056473124999,0.2560118278124994
1180084795436826624,2025,8,15,5,256,2,2,9,2,3.392152157499999,0.39191614343749936
1180084795436826624,2025,8,15,5,256,2,2,10,1,3.250767468749999,0.5333008321874995
1180084795436826624,2025,8,15,5,256,2,3,6,4,3.5629641999999992,0.22110410093749922
1180084795436826624,2025,8,15,5,256,2,3,7,3,3.651510445312499,0.13255785562499955
1180084795436826624,2025,8,15,5,256,2,3,8,2,3.564098824374999,0.21996947656249954
1180084795436826624,2025,8,15,5,256,2,3,9,1,3.451617464374999,0.3324508365624994
1180084795436826624,2025,8,15,5,256,2,4,5,4,3.597666107812499,0.18640219312499928
1180084795436826624,2025,8,15,5,256,2,4,6,3,3.6911114196874992,0.09295688124999923
1180084795436826624,2025,8,15,5,256,2,4,7,2,3.6306418046874995,0.15342649624999893
1180084795436826624,2025,8,15,5,256,2,4,8,1,3.5670709640624985,0.216997336875
1180084795436826624,2025,8,15,5,256,2,5,4,4,3.520802779062499,0.2632655218749993
1180084795436826624,2025,8,15,5,256,2,5,5,3,3.6527809778124993,0.13128732312499913
1180084795436826624,2025,8,15,5,256,2,5,6,2,3.5973086803124987,0.18675962062499973
1180084795436826624,2025,8,15,5,256,2,5,7,1,3.5605157378124987,0.22355256312499971
1180084795436826624,2025,8,15,5,256,2,6,3,4,3.509563739999999,0.2745045609374994
1180084795436826624,2025,8,15,5,256,2,6,4,3,3.629851564687499,0.15421673624999954
1180084795436826624,2025,8,15,5,256,2,6,5,2,3.6137023518749993,0.17036594906249913
1180084795436826624,2025,8,15,5,256,2,6,6,1,3.581525360312499,0.20254294062499945
1180084795436826624,2025,8,15,5,256,2,7,3,3,3.518765449999999,0.2653028509374993
1180084795436826624,2025,8,15,5,256,2,7,4,2,3.4909532599999995,0.29311504093749896
1180084795436826624,2025,8,15,5,256,2,7,5,1,3.4975526087499986,0.28651569218749984
1180084795436826624,2025,8,15,5,256,2,8,3,2,3.4050379440624994,0.3790303568749991
1180084795436826624,2025,8,15,5,256,2,8,4,1,3.3990306321874995,0.385037668749999
1180084795436826624,2025,8,15,5,256,2,9,3,1,3.268822034062499,0.5152462668749993
1180084795436826624,2025,8,15,5,256,3,2,6,4,3.563337452187499,0.22073084874999926
1180084795436826624,2025,8,15,5,256,3,2,7,3,3.652476379374999,0.13159192156249944
1180084795436826624,2025,8,15,5,256,3,2,8,2,3.5654775474999996,0.2185907534374989
1180084795436826624,2025,8,15,5,256,3,2,9,1,3.453705690624999,0.33036261031249925
1180084795436826624,2025,8,15,5,256,3,3,5,4,3.656018012499999,0.12805028843749966
1180084795436826624,2025,8,15,5,256,3,3,6,3,3.7495860940624994,0.03448220687499903
1180084795436826624,2025,8,15,5,256,3,3,7,2,3.689056313749999,0.09501198718749926
1180084795436826624,2025,8,15,5,256,3,3,8,1,3.6255312515624993,0.15853704937499913
1180084795436826624,2025,8,15,5,256,3,4,4,4,3.6519372756249995,0.13213102531249898
1180084795436826624,2025,8,15,5,256,3,4,5,3,3.7840683009374985,0.0
1180084795436826624,2025,8,15,5,256,3,4,6,2,3.728523118437499,0.05554518249999951
1180084795436826624,2025,8,15,5,256,3,4,7,1,3.691804513437499,0.09226378749999942
1180084795436826624,2025,8,15,5,256,3,5,3,4,3.5860117524999993,0.1980565484374992
1180084795436826624,2025,8,15,5,256,3,5,4,3,3.7074365206249995,0.07663178031249895
1180084795436826624,2025,8,15,5,256,3,5,5,2,3.6906976006249987,0.09337070031249972
1180084795436826624,2025,8,15,5,256,3,5,6,1,3.658696512812499,0.12537178812499938
1180084795436826624,2025,8,15,5,256,3,6,3,3,3.6953788024999996,0.08868949843749885
1180084795436826624,2025,8,15,5,256,3,6,4,2,3.6679136859374992,0.11615461499999924
1180084795436826624,2025,8,15,5,256,3,6,5,1,3.6747400937499988,0.10932820718749969
1180084795436826624,2025,8,15,5,256,3,7,3,2,3.557414828437499,0.22665347249999934
1180084795436826624,2025,8,15,5,256,3,7,4,1,3.551619921249999,0.23244837968749943
1180084795436826624,2025,8,15,5,256,3,8,3,1,3.464771014374999,0.31929728656249967
1180084795436826624,2025,8,15,5,256,4,2,5,4,3.4797696865624994,0.30429861437499905
1180084795436826624,2025,8,15,5,256,4,2,6,3,3.573810909374999,0.21025739156249967
1180084795436826624,2025,8,15,5,256,4,2,7,2,3.5123404840624994,0.27172781687499903
1180084795436826624,2025,8,15,5,256,4,2,8,1,3.448969325312499,0.33509897562499935
1180084795436826624,2025,8,15,5,256,4,3,4,4,3.5337646656249992,0.2503036353124992
1180084795436826624,2025,8,15,5,256,4,3,5,3,3.666112408437499,0.11795589249999949
1180084795436826624,2025,8,15,5,256,4,3,6,2,3.6091527853124994,0.17491551562499907
1180084795436826624,2025,8,15,5,256,4,3,7,1,3.5721053881249993,0.21196291281249913
1180084795436826624,2025,8,15,5,256,4,4,3,4,3.5403121603124994,0.24375614062499906
1180084795436826624,2025,8,15,5,256,4,4,4,3,3.6615772315624993,0.1224910693749992
1180084795436826624,2025,8,15,5,256,4,4,5,2,3.6444404615624992,0.13962783937499923
1180084795436826624,2025,8,15,5,256,4,4,6,1,3.611584698749999,0.17248360218749959
1180084795436826624,2025,8,15,5,256,4,5,3,3,3.5956140974999995,0.18845420343749897
1180084795436826624,2025,8,15,5,256,4,5,4,2,3.5664054384374992,0.21766286249999922
1180084795436826624,2025,8,15,5,256,4,5,5,1,3.573239116562499,0.21082918437499965
1180084795436826624,2025,8,15,5,256,4,6,3,2,3.5561412653124993,0.22792703562499916
1180084795436826624,2025,8,15,5,256,4,6,4,1,3.550152301874999,0.2339159990624995
1180084795436826624,2025,8,15,5,256,4,7,3,1,3.4397204912499992,0.34434780968749923
