capacity,bench,QB,RB,WR,TE,windows,mean_opportunity,worst_window_gap,comparable_all_windows
15,5,2,4,8,1,3,3.532233133541665,0.38395163812499966,True
15,5,2,5,4,4,3,3.6289168168749986,0.2645477415624997,True
15,5,2,5,5,3,3,3.7331032798958326,0.13436368812499966,True
15,5,2,5,6,2,3,3.658631218437499,0.2621587049999996,True
15,5,2,5,7,1,3,3.565210453854166,0.3350835853124994,True
15,5,2,6,3,4,3,3.565594638645832,0.3285570487499996,True
15,5,2,6,4,3,3,3.6873728046874987,0.23521859343749973,True
15,5,2,6,5,2,3,3.664114202499999,0.22670641343749942,True
15,5,2,6,6,1,3,3.5723210736458326,0.36635088874999955,True
15,5,2,7,3,3,3,3.5606979122916655,0.3278972940624998,True
15,5,2,7,4,2,3,3.5545036460416655,0.3567860690624993,True
15,5,2,7,5,1,3,3.5132860262499985,0.39129640968749957,True
15,5,2,8,3,2,3,3.4280211774999994,0.4696178437499996,True
15,5,2,8,4,1,3,3.4030734030208323,0.511971038125,True
15,5,2,9,3,1,3,3.262236071562499,0.6444300728124994,True
15,5,3,2,6,4,3,3.6764314439583323,0.22073084874999926,True
15,5,3,2,7,3,3,3.7290731348958324,0.13662450187500008,True
15,5,3,2,8,2,3,3.6232400514583323,0.2631288837499999,True
15,5,3,2,9,1,3,3.490618547708332,0.40671041468749936,True
15,5,3,3,5,4,3,3.772292460208332,0.12805028843749966,True
15,5,3,3,6,3,3,3.825460462812499,0.0671123015624997,True
15,5,3,3,7,2,3,3.749065957083333,0.11894653156249957,True
15,5,3,3,8,1,3,3.6263600666666655,0.2708010359374997,True
15,5,3,4,4,4,3,3.733521999895832,0.13213102531249898,True
15,5,3,4,5,3,3,3.8377882838541653,0.06461104531249973,True
15,5,3,4,6,2,3,3.762321399374999,0.12801446312499998,True
15,5,3,4,7,1,3,3.668860667812499,0.28948490187499987,True
15,5,3,5,3,4,3,3.666823856458332,0.1980565484374992,True
15,5,3,5,4,3,3,3.7890184048958324,0.0922070631249996,True
15,5,3,5,5,2,3,3.765316141770832,0.10514811531249979,True
15,5,3,5,6,1,3,3.672786657083332,0.22440366468749984,True
15,5,3,6,3,3,3,3.725345469687499,0.15675093531249962,True
15,5,3,6,4,2,3,3.720152172499999,0.1842470937499998,True
15,5,3,6,5,1,3,3.678965772083332,0.24372550968749973,True
15,5,3,7,3,2,3,3.593464855312499,0.2941963568749997,True
15,5,3,7,4,1,3,3.5690540824999992,0.3194720343749995,True
15,5,3,8,3,1,3,3.4421018288541654,0.4999057556249995,True
15,5,4,2,5,4,3,3.6350310315624994,0.30429861437499905,True
15,5,4,2,6,3,3,3.688150587812499,0.21025739156249967,True
15,5,4,2,7,2,3,3.611054155624999,0.27172781687499903,True
15,5,4,2,8,1,3,3.488157124687499,0.3931165921874995,True
15,5,4,3,4,4,3,3.679957124479165,0.2503036353124992,True
15,5,4,3,5,3,3,3.784187772291665,0.11795589249999949,True
15,5,4,3,6,2,3,3.7076487511458325,0.17710308812499953,True
15,5,4,3,7,1,3,3.6137982852083326,0.2858169934374999,True
15,5,4,4,3,4,3,3.6238922383333327,0.25328784124999926,True
15,5,4,4,4,3,3,3.745609151562499,0.1224910693749992,True
15,5,4,4,5,2,3,3.7203307053124988,0.16870420281249965,True
15,5,4,4,6,1,3,3.627355007499999,0.27372883000000003,True
15,5,4,5,3,3,3,3.6792480103124987,0.18845420343749897,True
15,5,4,5,4,2,3,3.6723276069791653,0.21766286249999922,True
15,5,4,5,5,1,3,3.630275608124999,0.2709286103124997,True
15,5,4,6,3,2,3,3.610298900416666,0.26362625375000004,True
15,5,4,6,4,1,3,3.5855183102083323,0.3060924387499995,True
15,5,4,7,3,1,3,3.4594146230208325,0.4573616749999996,True
15,5,5,2,4,4,3,3.534656786979166,0.4277832599999991,True
15,5,5,2,5,3,3,3.6387561111458324,0.2952506578124994,True
15,5,5,2,6,2,3,3.5611878211458325,0.35297318062499894,True
15,5,5,2,7,1,3,3.4674368536458324,0.41609687718749955,True
15,5,5,3,3,4,3,3.5627457879166653,0.362802717187499,True
15,5,5,3,4,3,3,3.683796405416666,0.24162945156249904,True
15,5,5,3,5,2,3,3.6577301801041657,0.260723738749999,True
15,5,5,3,6,1,3,3.563903982812499,0.3149917368749997,True
15,5,5,4,3,3,3,3.628340985937499,0.24733876406249955,True
15,5,5,4,4,2,3,3.619380102499999,0.265023929999999,True
15,5,5,4,5,1,3,3.576887814062499,0.3430749715624999,True
15,5,5,5,3,2,3,3.554590978020832,0.33062726468749926,True
15,5,5,5,4,1,3,3.5285190280208325,0.3390516324999995,True
15,5,5,6,3,1,3,3.467730901249999,0.42733391312499913,True
15,5,6,2,3,4,1,3.412409076874999,0.42197020999999957,False
15,5,6,2,4,3,1,3.503219494374999,0.3311597924999998,False
15,5,6,2,5,2,1,3.5097749737499995,0.32460431312499916,False
15,5,6,2,6,1,1,3.366806564687499,0.4675727221874997,False
15,5,6,3,3,3,1,3.539953688124999,0.29442559874999974,False
15,5,6,3,4,2,1,3.507685145937499,0.3266941409374997,False
15,5,6,3,5,1,1,3.503276755624999,0.33110253124999955,False
15,5,6,4,3,2,1,3.4792816596874987,0.35509762718749993,False
15,5,6,4,4,1,1,3.4352586228124995,0.39912066406249913,False
15,5,6,5,3,1,1,3.380797393437499,0.4535818934374998,False
22,12,1,5,12,4,3,3.7061838029166654,0.7031783381249999,True
22,12,1,6,11,4,3,3.7784197569791655,0.5879737531249996,True
22,12,1,6,12,3,3,3.7648868702083322,0.593412195,True
22,12,1,7,10,4,3,3.787261743541665,0.5843244668750001,True
22,12,1,7,11,3,3,3.7734980336458315,0.5779168084375002,True
22,12,1,7,12,2,3,3.6340077310416654,0.7297349474999999,True
22,12,1,8,9,4,3,3.799572669374999,0.5359578206249997,True
22,12,1,8,10,3,3,3.7825355678124986,0.5493479824999996,True
22,12,1,8,11,2,3,3.6429297058333323,0.6884098459374997,True
22,12,1,8,12,1,3,3.4843605010416656,0.8572290628124999,True
22,12,1,9,8,4,3,3.7675611706249987,0.5654003803124996,True
22,12,1,9,9,3,3,3.781504941979165,0.543924853125,True
22,12,1,9,10,2,3,3.637950595104165,0.7034850050000001,True
22,12,1,9,11,1,3,3.4790332096874987,0.8768860659375002,True
22,12,2,4,12,4,3,3.9862042747916657,0.38729626687499996,True
22,12,2,5,11,4,3,4.054352916458332,0.32704283999999983,True
22,12,2,5,12,3,3,4.041564468333332,0.3325059962500001,True
22,12,2,6,10,4,3,4.1254123670833325,0.2237834065624993,True
22,12,2,6,11,3,3,4.112332144583331,0.22455905156250022,True
22,12,2,6,12,2,3,3.9762497719791656,0.374879241875,True
22,12,2,7,9,4,3,4.136971961249999,0.20089885781249972,True
22,12,2,7,10,3,3,4.121098548541665,0.2140170309374998,True
22,12,2,7,11,2,3,3.9845437693749983,0.3512410462500002,True
22,12,2,7,12,1,3,3.8282069542708324,0.5070877899999999,True
22,12,2,8,8,4,3,4.118537103541666,0.23584394812499898,True
22,12,2,8,9,3,3,4.1328364319791655,0.2053826818749993,True
22,12,2,8,10,2,3,3.9933753202083317,0.33965063687499963,True
22,12,2,8,11,1,3,3.8366025401041655,0.5214709096874999,True
22,12,2,9,7,4,3,4.077370119062499,0.24866258281249998,True
22,12,2,9,8,3,3,4.1016219859374985,0.25976081687499963,True
22,12,2,9,9,2,3,3.9924953215624988,0.3479932609374994,True
22,12,2,9,10,1,3,3.831894477916665,0.5175765262500001,True
22,12,3,3,12,4,3,4.080029789374999,0.3306130024999998,True
22,12,3,4,11,4,3,4.157374217187499,0.19924913812499945,True
22,12,3,4,12,3,3,4.144880459999999,0.20369840843749998,True
22,12,3,5,10,4,3,4.225408500104166,0.15019272062499933,True
22,12,3,5,11,3,3,4.212602752291666,0.14439059437499946,True
22,12,3,5,12,2,3,4.076410113333332,0.2927099990624997,True
22,12,3,6,9,4,3,4.298805046979165,0.02852591843749952,True
22,12,3,6,10,3,3,4.283524995104165,0.042390177812499985,True
22,12,3,6,11,2,3,4.147865480833332,0.17808505187499968,True
22,12,3,6,12,1,3,3.992175807187499,0.34800850375000003,True
22,12,3,7,8,4,3,4.280151320937499,0.04618289937499931,True
22,12,3,7,9,3,3,4.2947052734375,0.04691976374999918,True
22,12,3,7,10,2,3,4.156579543020832,0.17391028156250066,True
22,12,3,7,11,1,3,4.000619718333332,0.37122454437499997,True
22,12,3,8,7,4,3,4.251374408020832,0.10073363999999962,True
22,12,3,8,8,3,3,4.276131077187499,0.07257605562499947,True
22,12,3,8,9,2,3,4.168402974062499,0.18145508437500002,True
22,12,3,8,10,1,3,4.009262958437499,0.3753047918750001,True
22,12,3,9,6,4,3,4.1822611531249985,0.1550400725000003,True
22,12,3,9,7,3,3,4.235171536874999,0.11943199812500005,True
22,12,3,9,8,2,3,4.136604666770832,0.20625737000000033,True
22,12,3,9,9,1,3,4.008157939583332,0.3753182321875004,True
22,12,4,2,12,4,3,3.9451214538541652,0.50419812125,True
22,12,4,3,11,4,3,4.1061758921874985,0.31430925,True
22,12,4,3,12,3,3,4.093432191562499,0.31868768125000013,True
22,12,4,4,10,4,3,4.183923585624999,0.1940136421874996,True
22,12,4,4,11,3,3,4.1711850368749985,0.18723438031249984,True
22,12,4,4,12,2,3,4.033381295624999,0.33622220187500007,True
22,12,4,5,9,4,3,4.255228371666665,0.12563085468749868,True
22,12,4,5,10,3,3,4.2394654657291655,0.1380867984375005,True
22,12,4,5,11,2,3,4.102421510312499,0.2764321784375001,True
22,12,4,5,12,1,3,3.945762591979166,0.4046376174999997,True
22,12,4,6,8,4,3,4.298603919062498,0.030566705937499883,True
22,12,4,6,9,3,3,4.313166039895832,0.016411875312499546,True
22,12,4,6,10,2,3,4.174679498854165,0.17188048687499968,True
22,12,4,6,11,1,3,4.0183339398958315,0.33349932781250047,True
22,12,4,7,7,4,3,4.270224624687498,0.0810547553125005,True
22,12,4,7,8,3,3,4.294540003229165,0.03157036281250036,True
22,12,4,7,9,2,3,4.1866756377083325,0.14844670656249992,True
22,12,4,7,10,1,3,4.027265654687499,0.3333655884375002,True
22,12,4,8,6,4,3,4.2131933256249985,0.13570032625000028,True
22,12,4,8,7,3,3,4.265958025937499,0.0859366912499997,True
22,12,4,8,8,2,3,4.167612597291665,0.16648285156249987,True
22,12,4,8,9,1,3,4.039331132187499,0.3409557175,True
22,12,4,9,5,4,3,4.141691857812499,0.2359401931249998,True
22,12,4,9,6,3,3,4.1966135267708315,0.14305603500000075,True
22,12,4,9,7,2,3,4.126167965937499,0.21368474750000033,True
22,12,4,9,8,1,3,4.007071437083333,0.36020038999999926,True
22,12,5,2,11,4,3,3.9639114702083322,0.4889215815624999,True
22,12,5,2,12,3,3,3.950705998333332,0.4934524853124995,True
22,12,5,3,10,4,3,4.125394471874999,0.3101452309374997,True
22,12,5,3,11,3,3,4.112160248333332,0.3034443624999996,True
22,12,5,3,12,2,3,3.9731701061458327,0.45360300687499944,True
22,12,5,4,9,4,3,4.206713183020832,0.17032682374999997,True
22,12,5,4,10,3,3,4.190400151770832,0.18295808656250045,True
22,12,5,4,11,2,3,4.051971836562498,0.32083264343749995,True
22,12,5,4,12,1,3,3.8944962859374983,0.4499585784375002,True
22,12,5,5,8,4,3,4.247637026666665,0.1287258421874995,True
22,12,5,5,9,3,3,4.261889090208332,0.11459918937499936,True
22,12,5,5,10,2,3,4.121524216666665,0.2714150653124996,True
22,12,5,5,11,1,3,3.964157963958332,0.38921726593749995,True
22,12,5,6,7,4,3,4.281299523020832,0.07989296968750015,True
22,12,5,6,8,3,3,4.305579131458332,0.02950567124999992,True
22,12,5,6,9,2,3,4.197240639166665,0.14830759500000035,True
22,12,5,6,10,1,3,4.037348307187499,0.30250410781249926,True
22,12,5,7,6,4,3,4.2247117969791645,0.157795778125001,True
22,12,5,7,7,3,3,4.2770478179166656,0.07038546750000041,True
22,12,5,7,8,2,3,4.178359620937498,0.1518827365625004,True
22,12,5,7,9,1,3,4.049855915624999,0.3058700028124992,True
22,12,5,8,5,4,3,4.165374338854165,0.217913405,True
22,12,5,8,6,3,3,4.220179142083332,0.1251528262499999,True
22,12,5,8,7,2,3,4.149697984999999,0.1859115253125001,True
22,12,5,8,8,1,3,4.030676484791665,0.33276546281249963,True
22,12,5,9,4,4,3,4.043121454791666,0.3571450825000002,True
22,12,5,9,5,3,3,4.148324205729165,0.2256914815625004,True
22,12,5,9,6,2,3,4.079154121874999,0.27641927718750026,True
22,12,5,9,7,1,3,3.9885171240624984,0.3809503787500006,True
22,12,6,2,10,4,1,3.9595110462499994,0.2873978918749991,False
22,12,6,2,11,3,1,3.935695439687499,0.3112134984374997,False
22,12,6,2,12,2,1,3.780508976874999,0.4663999612499996,False
22,12,6,3,9,4,1,4.104169779062499,0.1427391590624998,False
22,12,6,3,10,3,1,4.0862406825,0.16066825562499876,False
22,12,6,3,11,2,1,3.942463121562499,0.3044458165624997,False
22,12,6,3,12,1,1,3.775129590312499,0.4717793478124994,False
22,12,6,4,8,4,1,4.132937831249999,0.11397110687499978,False
22,12,6,4,9,3,1,4.1622709537499984,0.08463798437500003,False
22,12,6,4,10,2,1,4.025532903437499,0.22137603468749933,False
22,12,6,4,11,1,1,3.870259930937499,0.3766490071874995,False
22,12,6,5,7,4,1,4.186614307187499,0.06029463093749943,False
22,12,6,5,8,3,1,4.170682050937499,0.07622688718749959,False
22,12,6,5,9,2,1,4.081165687499999,0.16574325062499984,False
22,12,6,5,10,1,1,3.931125324999999,0.31578361312499936,False
22,12,6,6,6,4,1,4.142406705312499,0.10450223281249915,False
22,12,6,6,7,3,1,4.214188729999998,0.032720208125000205,False
22,12,6,6,8,2,1,4.079623120312499,0.16728581781249918,False
22,12,6,6,9,1,1,3.977921813437499,0.2689871246874995,False
22,12,6,7,5,4,1,4.146453670624998,0.10045526750000011,False
22,12,6,7,6,3,1,4.142906283749999,0.10400265437499989,False
22,12,6,7,7,2,1,4.096527409687498,0.1503815284375003,False
22,12,6,7,8,1,1,3.947813394999999,0.29909554312499953,False
22,12,6,8,4,4,1,3.9953576299999987,0.2515513081249998,False
22,12,6,8,5,3,1,4.127099344999999,0.11980959312499984,False
22,12,6,8,6,2,1,4.004832301874998,0.2420766362500002,False
22,12,6,8,7,1,1,3.944880280312499,0.30202865781249955,False
22,12,6,9,3,4,1,3.876203073124999,0.3707058649999997,False
22,12,6,9,4,3,1,3.9711774018749986,0.2757315362499999,False
22,12,6,9,5,2,1,3.983346036562499,0.2635629015624996,False
22,12,6,9,6,1,1,3.846035497187499,0.40087344093749966,False
