league_id,season,week,roster_id,capacity,reserve_capacity,active_min,active_max,nonactive_min,nonactive_max,QB_min,QB_max,RB_min,RB_max,WR_min,WR_max,TE_min,TE_max,status,reason
920523240571850752,2023,7,3,24,8,20.0,24.0,4.0,8.0,1.0,3.0,4.0,12.0,4.0,8.0,1.0,5.0,conditional_bounds,
920523240571850752,2023,7,4,24,8,20.0,24.0,4.0,8.0,1.0,8.0,5.0,6.0,2.0,9.0,1.0,5.0,conditional_bounds,
920523240571850752,2023,7,5,24,8,15.0,23.0,0.0,8.0,1.0,3.0,2.0,7.0,4.0,10.0,2.0,3.0,conditional_bounds,
920523240571850752,2023,7,6,24,8,22.0,24.0,6.0,8.0,1.0,4.0,7.0,15.0,4.0,8.0,2.0,3.0,conditional_bounds,
920523240571850752,2023,7,7,24,8,21.0,24.0,5.0,8.0,1.0,4.0,3.0,9.0,4.0,12.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,7,8,24,8,24.0,24.0,8.0,8.0,1.0,5.0,3.0,8.0,7.0,15.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,7,9,24,8,18.0,24.0,2.0,8.0,1.0,3.0,3.0,8.0,4.0,11.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,7,10,24,8,17.0,24.0,1.0,8.0,1.0,3.0,3.0,9.0,4.0,11.0,1.0,2.0,conditional_bounds,
920523240571850752,2023,7,11,24,8,21.0,24.0,5.0,8.0,1.0,3.0,5.0,13.0,3.0,8.0,1.0,5.0,conditional_bounds,
920523240571850752,2023,7,12,24,8,22.0,24.0,6.0,8.0,1.0,4.0,2.0,9.0,5.0,13.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,8,1,24,8,11.0,19.0,0.0,8.0,1.0,3.0,2.0,3.0,4.0,8.0,2.0,5.0,conditional_bounds,
920523240571850752,2023,8,2,24,8,17.0,24.0,1.0,8.0,1.0,2.0,3.0,6.0,5.0,13.0,2.0,4.0,conditional_bounds,
920523240571850752,2023,8,3,24,8,20.0,24.0,4.0,8.0,1.0,3.0,4.0,12.0,4.0,8.0,1.0,5.0,conditional_bounds,
920523240571850752,2023,8,4,24,8,20.0,24.0,4.0,8.0,1.0,8.0,4.0,6.0,2.0,9.0,2.0,5.0,conditional_bounds,
920523240571850752,2023,8,5,24,8,15.0,23.0,0.0,8.0,1.0,3.0,2.0,7.0,5.0,10.0,1.0,3.0,conditional_bounds,
920523240571850752,2023,8,6,24,8,22.0,24.0,6.0,8.0,1.0,4.0,7.0,15.0,5.0,8.0,1.0,3.0,conditional_bounds,
920523240571850752,2023,8,7,24,8,22.0,24.0,6.0,8.0,1.0,4.0,2.0,9.0,5.0,13.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,8,8,24,8,24.0,24.0,8.0,8.0,1.0,5.0,3.0,8.0,7.0,15.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,8,9,24,8,18.0,24.0,2.0,8.0,1.0,3.0,3.0,8.0,4.0,11.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,8,10,24,8,17.0,24.0,1.0,8.0,1.0,3.0,2.0,9.0,5.0,11.0,1.0,2.0,conditional_bounds,
920523240571850752,2023,8,11,24,8,21.0,24.0,5.0,8.0,1.0,3.0,5.0,13.0,3.0,8.0,1.0,5.0,conditional_bounds,
920523240571850752,2023,8,12,24,8,22.0,24.0,6.0,8.0,1.0,4.0,2.0,9.0,5.0,13.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,9,1,24,8,10.0,18.0,0.0,8.0,1.0,3.0,2.0,3.0,5.0,8.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,9,2,24,8,17.0,24.0,1.0,8.0,1.0,3.0,2.0,6.0,4.0,12.0,3.0,4.0,conditional_bounds,
920523240571850752,2023,9,3,24,8,23.0,24.0,7.0,8.0,1.0,3.0,4.0,12.0,4.0,10.0,2.0,6.0,conditional_bounds,
920523240571850752,2023,9,4,24,8,20.0,24.0,4.0,8.0,1.0,8.0,2.0,7.0,4.0,9.0,2.0,4.0,conditional_bounds,
920523240571850752,2023,9,5,24,8,15.0,23.0,0.0,8.0,1.0,3.0,3.0,7.0,4.0,10.0,1.0,3.0,conditional_bounds,
920523240571850752,2023,9,6,24,8,21.0,24.0,5.0,8.0,1.0,4.0,7.0,15.0,4.0,7.0,2.0,3.0,conditional_bounds,
920523240571850752,2023,9,7,24,8,22.0,24.0,6.0,8.0,1.0,4.0,2.0,9.0,5.0,13.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,9,8,24,8,23.0,24.0,7.0,8.0,1.0,5.0,4.0,7.0,7.0,15.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,9,9,24,8,18.0,24.0,2.0,8.0,1.0,3.0,3.0,8.0,4.0,11.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,9,10,24,8,17.0,24.0,1.0,8.0,1.0,3.0,3.0,9.0,4.0,11.0,1.0,2.0,conditional_bounds,
920523240571850752,2023,9,11,24,8,21.0,24.0,5.0,8.0,1.0,3.0,5.0,13.0,3.0,8.0,1.0,5.0,conditional_bounds,
920523240571850752,2023,9,12,24,8,22.0,24.0,6.0,8.0,1.0,4.0,3.0,9.0,5.0,13.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,10,1,24,8,9.0,17.0,0.0,8.0,1.0,2.0,2.0,3.0,5.0,8.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,10,2,24,8,17.0,24.0,1.0,8.0,1.0,3.0,2.0,6.0,4.0,12.0,3.0,4.0,conditional_bounds,
920523240571850752,2023,10,3,24,8,24.0,24.0,8.0,8.0,1.0,3.0,4.0,12.0,4.0,11.0,2.0,6.0,conditional_bounds,
920523240571850752,2023,10,4,24,8,19.0,24.0,3.0,8.0,1.0,8.0,4.0,7.0,2.0,8.0,2.0,4.0,conditional_bounds,
920523240571850752,2023,10,5,24,8,15.0,23.0,0.0,8.0,1.0,3.0,3.0,7.0,4.0,10.0,1.0,3.0,conditional_bounds,
920523240571850752,2023,10,6,24,8,21.0,24.0,5.0,8.0,1.0,4.0,7.0,15.0,5.0,7.0,1.0,3.0,conditional_bounds,
920523240571850752,2023,10,7,24,8,22.0,24.0,6.0,8.0,1.0,4.0,3.0,9.0,5.0,13.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,10,8,24,8,23.0,24.0,7.0,8.0,1.0,5.0,3.0,7.0,7.0,15.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,10,9,24,8,18.0,24.0,2.0,8.0,1.0,3.0,3.0,8.0,4.0,11.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,10,10,24,8,17.0,24.0,1.0,8.0,1.0,3.0,3.0,9.0,4.0,11.0,1.0,2.0,conditional_bounds,
920523240571850752,2023,10,11,24,8,21.0,24.0,5.0,8.0,1.0,3.0,5.0,13.0,4.0,8.0,1.0,5.0,conditional_bounds,
920523240571850752,2023,10,12,24,8,22.0,24.0,6.0,8.0,1.0,4.0,3.0,9.0,5.0,13.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,11,1,24,8,15.0,23.0,0.0,8.0,1.0,3.0,1.0,4.0,5.0,11.0,1.0,5.0,conditional_bounds,
920523240571850752,2023,11,2,24,8,17.0,24.0,1.0,8.0,1.0,3.0,3.0,6.0,4.0,12.0,3.0,4.0,conditional_bounds,
920523240571850752,2023,11,3,24,8,24.0,24.0,8.0,8.0,1.0,3.0,4.0,12.0,3.0,11.0,1.0,6.0,conditional_bounds,
920523240571850752,2023,11,4,24,8,19.0,24.0,3.0,8.0,1.0,8.0,4.0,7.0,3.0,8.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,11,5,24,8,15.0,23.0,0.0,8.0,1.0,3.0,2.0,7.0,5.0,10.0,1.0,3.0,conditional_bounds,
920523240571850752,2023,11,6,24,8,21.0,24.0,5.0,8.0,1.0,4.0,6.0,14.0,4.0,8.0,1.0,3.0,conditional_bounds,
920523240571850752,2023,11,7,24,8,22.0,24.0,6.0,8.0,1.0,4.0,2.0,9.0,5.0,13.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,11,8,24,8,23.0,24.0,7.0,8.0,1.0,5.0,3.0,7.0,7.0,15.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,11,9,24,8,18.0,24.0,2.0,8.0,1.0,3.0,3.0,8.0,3.0,11.0,2.0,4.0,conditional_bounds,
920523240571850752,2023,11,10,24,8,17.0,24.0,1.0,8.0,1.0,3.0,2.0,9.0,5.0,11.0,1.0,2.0,conditional_bounds,
920523240571850752,2023,11,11,24,8,21.0,24.0,5.0,8.0,1.0,3.0,5.0,13.0,4.0,8.0,1.0,5.0,conditional_bounds,
920523240571850752,2023,11,12,24,8,22.0,24.0,6.0,8.0,1.0,4.0,3.0,9.0,5.0,13.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,12,1,24,8,18.0,24.0,2.0,8.0,1.0,3.0,2.0,4.0,5.0,13.0,1.0,6.0,conditional_bounds,
920523240571850752,2023,12,2,24,8,18.0,24.0,2.0,8.0,1.0,4.0,3.0,6.0,4.0,12.0,3.0,4.0,conditional_bounds,
920523240571850752,2023,12,3,24,8,24.0,24.0,8.0,8.0,1.0,3.0,4.0,12.0,4.0,11.0,1.0,6.0,conditional_bounds,
920523240571850752,2023,12,4,24,8,19.0,24.0,3.0,8.0,1.0,8.0,4.0,7.0,3.0,8.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,12,5,24,8,15.0,23.0,0.0,8.0,1.0,3.0,2.0,7.0,5.0,10.0,1.0,3.0,conditional_bounds,
920523240571850752,2023,12,6,24,8,21.0,24.0,5.0,8.0,1.0,4.0,6.0,14.0,4.0,8.0,1.0,3.0,conditional_bounds,
920523240571850752,2023,12,7,24,8,22.0,24.0,6.0,8.0,1.0,4.0,3.0,9.0,5.0,13.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,12,8,24,8,23.0,24.0,7.0,8.0,1.0,5.0,4.0,7.0,7.0,15.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,12,9,24,8,18.0,24.0,2.0,8.0,1.0,3.0,2.0,8.0,4.0,11.0,2.0,4.0,conditional_bounds,
920523240571850752,2023,12,10,24,8,17.0,24.0,1.0,8.0,1.0,3.0,2.0,9.0,5.0,11.0,1.0,2.0,conditional_bounds,
920523240571850752,2023,12,11,24,8,21.0,24.0,5.0,8.0,1.0,3.0,5.0,13.0,4.0,8.0,1.0,5.0,conditional_bounds,
920523240571850752,2023,12,12,24,8,22.0,24.0,6.0,8.0,1.0,4.0,3.0,9.0,5.0,13.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,13,1,24,8,20.0,24.0,4.0,8.0,1.0,4.0,2.0,4.0,6.0,14.0,1.0,6.0,conditional_bounds,
920523240571850752,2023,13,2,24,8,18.0,24.0,2.0,8.0,1.0,4.0,2.0,6.0,4.0,12.0,2.0,4.0,conditional_bounds,
920523240571850752,2023,13,3,24,8,24.0,24.0,8.0,8.0,1.0,3.0,3.0,11.0,4.0,12.0,3.0,6.0,conditional_bounds,
920523240571850752,2023,13,4,24,8,19.0,24.0,3.0,8.0,1.0,8.0,3.0,7.0,4.0,8.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,13,5,24,8,16.0,24.0,0.0,8.0,1.0,3.0,2.0,7.0,5.0,10.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,13,6,24,8,19.0,24.0,3.0,8.0,1.0,4.0,6.0,14.0,3.0,6.0,1.0,3.0,conditional_bounds,
920523240571850752,2023,13,7,24,8,22.0,24.0,6.0,8.0,1.0,4.0,4.0,9.0,5.0,13.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,13,8,24,8,22.0,24.0,6.0,8.0,1.0,4.0,3.0,7.0,8.0,16.0,1.0,3.0,conditional_bounds,
920523240571850752,2023,13,9,24,8,18.0,24.0,2.0,8.0,1.0,3.0,2.0,8.0,4.0,11.0,2.0,4.0,conditional_bounds,
920523240571850752,2023,13,10,24,8,17.0,24.0,1.0,8.0,1.0,3.0,2.0,9.0,5.0,11.0,1.0,2.0,conditional_bounds,
920523240571850752,2023,13,11,24,8,21.0,24.0,5.0,8.0,1.0,3.0,5.0,13.0,4.0,8.0,1.0,5.0,conditional_bounds,
920523240571850752,2023,13,12,24,8,22.0,24.0,6.0,8.0,1.0,4.0,3.0,9.0,5.0,13.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,14,1,24,8,22.0,24.0,6.0,8.0,1.0,4.0,2.0,4.0,7.0,15.0,1.0,7.0,conditional_bounds,
920523240571850752,2023,14,2,24,8,19.0,24.0,3.0,8.0,1.0,5.0,2.0,6.0,4.0,12.0,3.0,4.0,conditional_bounds,
920523240571850752,2023,14,3,24,8,22.0,24.0,6.0,8.0,1.0,3.0,3.0,11.0,4.0,10.0,1.0,6.0,conditional_bounds,
920523240571850752,2023,14,4,24,8,19.0,24.0,3.0,8.0,1.0,8.0,4.0,7.0,3.0,8.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,14,5,24,8,16.0,24.0,0.0,8.0,1.0,3.0,3.0,7.0,4.0,10.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,14,6,24,8,19.0,24.0,3.0,8.0,1.0,4.0,6.0,14.0,3.0,6.0,1.0,3.0,conditional_bounds,
920523240571850752,2023,14,7,24,8,22.0,24.0,6.0,8.0,1.0,4.0,2.0,9.0,5.0,13.0,1.0,4.0,conditional_bounds,
920523240571850752,2023,14,8,24,8,22.0,24.0,6.0,8.0,1.0,4.0,4.0,7.0,8.0,16.0,1.0,3.0,conditional_bounds,
920523240571850752,2023,14,9,24,8,18.0,24.0,2.0,8.0,1.0,3.0,2.0,8.0,3.0,11.0,3.0,4.0,conditional_bounds,
920523240571850752,2023,14,10,24,8,17.0,24.0,1.0,8.0,1.0,3.0,2.0,9.0,5.0,11.0,1.0,2.0,conditional_bounds,
920523240571850752,2023,14,11,24,8,21.0,24.0,5.0,8.0,1.0,3.0,5.0,13.0,4.0,8.0,1.0,5.0,conditional_bounds,
920523240571850752,2023,14,12,24,8,22.0,24.0,6.0,8.0,1.0,4.0,3.0,9.0,5.0,13.0,1.0,4.0,conditional_bounds,
969999751733186560,2023,3,1,24,9,20.0,24.0,5.0,9.0,1.0,2.0,2.0,10.0,5.0,12.0,2.0,5.0,conditional_bounds,
969999751733186560,2023,3,2,24,9,18.0,24.0,3.0,9.0,1.0,3.0,3.0,7.0,5.0,14.0,1.0,3.0,conditional_bounds,
969999751733186560,2023,3,3,24,9,19.0,24.0,4.0,9.0,1.0,3.0,5.0,11.0,3.0,10.0,1.0,4.0,conditional_bounds,
969999751733186560,2023,3,4,24,9,19.0,24.0,4.0,9.0,1.0,2.0,4.0,13.0,6.0,10.0,1.0,3.0,conditional_bounds,
969999751733186560,2023,3,5,24,9,21.0,24.0,6.0,9.0,1.0,3.0,3.0,8.0,5.0,13.0,1.0,6.0,conditional_bounds,
969999751733186560,2023,3,6,24,9,22.0,24.0,7.0,9.0,1.0,3.0,2.0,10.0,6.0,13.0,1.0,5.0,conditional_bounds,
969999751733186560,2023,3,7,24,9,22.0,24.0,7.0,9.0,1.0,6.0,3.0,7.0,5.0,14.0,1.0,4.0,conditional_bounds,
969999751733186560,2023,3,8,24,9,19.0,24.0,4.0,9.0,1.0,4.0,3.0,8.0,5.0,11.0,1.0,5.0,conditional_bounds,
969999751733186560,2023,3,9,24,9,21.0,24.0,6.0,9.0,1.0,5.0,3.0,9.0,5.0,12.0,1.0,4.0,conditional_bounds,
969999751733186560,2023,3,10,24,9,23.0,24.0,8.0,9.0,1.0,9.0,2.0,11.0,4.0,8.0,3.0,4.0,conditional_bounds,
969999751733186560,2023,3,11,24,9,22.0,24.0,7.0,9.0,1.0,3.0,5.0,12.0,3.0,10.0,1.0,6.0,conditional_bounds,
969999751733186560,2023,3,12,24,9,20.0,24.0,5.0,9.0,1.0,4.0,2.0,9.0,4.0,9.0,3.0,7.0,conditional_bounds,
969999751733186560,2023,4,1,24,9,20.0,24.0,5.0,9.0,1.0,3.0,2.0,9.0,6.0,12.0,1.0,5.0,conditional_bounds,
969999751733186560,2023,4,2,24,9,18.0,24.0,3.0,9.0,1.0,3.0,3.0,7.0,5.0,14.0,1.0,3.0,conditional_bounds,
969999751733186560,2023,4,3,24,9,20.0,24.0,5.0,9.0,1.0,3.0,4.0,12.0,4.0,10.0,1.0,4.0,conditional_bounds,
969999751733186560,2023,4,4,24,9,18.0,24.0,3.0,9.0,1.0,2.0,3.0,12.0,6.0,10.0,1.0,3.0,conditional_bounds,
969999751733186560,2023,4,5,24,9,21.0,24.0,6.0,9.0,1.0,3.0,3.0,7.0,5.0,14.0,1.0,6.0,conditional_bounds,
969999751733186560,2023,4,6,24,9,20.0,24.0,5.0,9.0,1.0,2.0,3.0,9.0,4.0,13.0,2.0,5.0,conditional_bounds,
969999751733186560,2023,4,7,24,9,23.0,24.0,8.0,9.0,1.0,7.0,2.0,7.0,5.0,14.0,2.0,4.0,conditional_bounds,
969999751733186560,2023,4,8,24,9,19.0,24.0,4.0,9.0,1.0,4.0,4.0,8.0,4.0,11.0,1.0,5.0,conditional_bounds,
969999751733186560,2023,4,9,24,9,22.0,24.0,7.0,9.0,1.0,5.0,3.0,10.0,5.0,12.0,1.0,4.0,conditional_bounds,
969999751733186560,2023,4,10,24,9,23.0,24.0,8.0,9.0,1.0,9.0,2.0,11.0,5.0,8.0,2.0,4.0,conditional_bounds,
969999751733186560,2023,4,11,24,9,21.0,24.0,6.0,9.0,1.0,3.0,5.0,11.0,3.0,10.0,1.0,6.0,conditional_bounds,
969999751733186560,2023,4,12,24,9,20.0,24.0,5.0,9.0,1.0,4.0,2.0,9.0,4.0,9.0,3.0,7.0,conditional_bounds,
969999751733186560,2023,5,1,24,9,20.0,24.0,5.0,9.0,1.0,3.0,3.0,10.0,5.0,11.0,1.0,5.0,conditional_bounds,
969999751733186560,2023,5,2,24,9,19.0,24.0,4.0,9.0,1.0,3.0,2.0,7.0,6.0,15.0,1.0,3.0,conditional_bounds,
969999751733186560,2023,5,3,24,9,19.0,24.0,4.0,9.0,1.0,3.0,3.0,11.0,4.0,10.0,2.0,4.0,conditional_bounds,
969999751733186560,2023,5,4,24,9,17.0,24.0,2.0,9.0,1.0,2.0,3.0,12.0,6.0,10.0,1.0,2.0,conditional_bounds,
969999751733186560,2023,5,5,24,9,21.0,24.0,6.0,9.0,1.0,3.0,3.0,8.0,5.0,13.0,1.0,6.0,conditional_bounds,
969999751733186560,2023,5,6,24,9,20.0,24.0,5.0,9.0,1.0,2.0,3.0,9.0,4.0,13.0,2.0,5.0,conditional_bounds,
969999751733186560,2023,5,7,24,9,23.0,24.0,8.0,9.0,1.0,6.0,3.0,8.0,5.0,14.0,1.0,4.0,conditional_bounds,
969999751733186560,2023,5,8,24,9,19.0,24.0,4.0,9.0,1.0,4.0,4.0,8.0,4.0,11.0,1.0,5.0,conditional_bounds,
969999751733186560,2023,5,9,24,9,20.0,24.0,5.0,9.0,1.0,5.0,3.0,8.0,4.0,11.0,2.0,5.0,conditional_bounds,
969999751733186560,2023,5,10,24,9,22.0,24.0,7.0,9.0,1.0,9.0,4.0,11.0,3.0,7.0,2.0,4.0,conditional_bounds,
969999751733186560,2023,5,11,24,9,22.0,24.0,7.0,9.0,1.0,3.0,4.0,12.0,3.0,10.0,2.0,6.0,conditional_bounds,
969999751733186560,2023,5,12,24,9,20.0,24.0,5.0,9.0,1.0,4.0,2.0,9.0,4.0,9.0,3.0,7.0,conditional_bounds,
969999751733186560,2023,6,1,24,9,20.0,24.0,5.0,9.0,1.0,2.0,3.0,10.0,5.0,11.0,1.0,6.0,conditional_bounds,
969999751733186560,2023,6,2,24,9,19.0,24.0,4.0,9.0,1.0,3.0,3.0,7.0,6.0,15.0,1.0,3.0,conditional_bounds,
969999751733186560,2023,6,3,24,9,20.0,24.0,5.0,9.0,1.0,3.0,4.0,11.0,3.0,11.0,2.0,4.0,conditional_bounds,
969999751733186560,2023,6,4,24,9,17.0,24.0,2.0,9.0,1.0,2.0,3.0,12.0,6.0,10.0,1.0,2.0,conditional_bounds,
