capacity,bench,QB,RB,WR,TE,windows,mean_opportunity,worst_window_gap,comparable_all_windows
15,5,2,6,5,2,3,3.6553461208333324,0.2382006299999997,True
15,5,2,6,6,1,3,3.5716927783333325,0.31647776999999966,True
15,5,2,7,3,3,3,3.5832983499999984,0.2893788687500001,True
15,5,2,7,4,2,3,3.5746773316666656,0.3446933424999994,True
15,5,2,7,5,1,3,3.5108322754166656,0.4094286650000001,True
15,5,2,8,3,2,3,3.458138759999999,0.43167401125000016,True
15,5,2,8,4,1,3,3.4252056154166652,0.4735212412500003,True
15,5,2,9,3,1,3,3.2957013387499994,0.63082841625,True
15,5,3,2,6,4,3,3.705559658333332,0.22172059124999954,True
15,5,3,2,7,3,3,3.7635759016666657,0.13516904250000028,True
15,5,3,2,8,2,3,3.6554950354166658,0.23983309750000004,True
15,5,3,2,9,1,3,3.527778312499999,0.4262436125000004,True
15,5,3,3,5,4,3,3.7739050499999984,0.12573049499999955,True
15,5,3,3,6,3,3,3.834377599166666,0.04464163749999983,True
15,5,3,3,7,2,3,3.770621624999999,0.12439023375000025,True
15,5,3,3,8,1,3,3.6394423729166654,0.31163764999999977,True
15,5,3,4,4,4,3,3.761490266666666,0.1142225649999995,True
15,5,3,4,5,3,3,3.841344568749999,0.04071863874999959,True
15,5,3,4,6,2,3,3.7808284104166656,0.08646750500000033,True
15,5,3,4,7,1,3,3.6935547679166656,0.2940896225000005,True
15,5,3,5,3,4,3,3.718967897916665,0.16158010125000022,True
15,5,3,5,4,3,3,3.831600292499999,0.06190390250000011,True
15,5,3,5,5,2,3,3.790641469999999,0.09922021374999979,True
15,5,3,5,6,1,3,3.707519774583332,0.2168655850000003,True
15,5,3,6,3,3,3,3.7584138083333323,0.13180073624999977,True
15,5,3,6,4,2,3,3.750736287916666,0.13912874249999962,True
15,5,3,6,5,1,3,3.686871417499999,0.24972044624999956,True
15,5,3,7,3,2,3,3.6384040874999983,0.2695701187499999,True
15,5,3,7,4,1,3,3.606648051249999,0.3096035837500004,True
15,5,3,8,3,1,3,3.4899104108333323,0.4931548575,True
15,5,4,2,5,4,3,3.6652229299999988,0.2900103974999997,True
15,5,4,2,6,3,3,3.725542432083332,0.20848902749999976,True
15,5,4,2,7,2,3,3.6605547037499995,0.2631584262499995,True
15,5,4,2,8,1,3,3.5290656766666655,0.4179729162500001,True
15,5,4,3,4,4,3,3.713793425416666,0.2277113449999999,True
15,5,4,3,5,3,3,3.793554667916666,0.11334755874999969,True
15,5,4,3,6,2,3,3.731668453333332,0.1839691474999996,True
15,5,4,3,7,1,3,3.644515119999999,0.3025264624999999,True
15,5,4,4,3,4,3,3.669162567083332,0.20643684624999992,True
15,5,4,4,4,3,3,3.7815163758333323,0.10135487124999987,True
15,5,4,4,5,2,3,3.738387259166666,0.14147363375,True
15,5,4,4,6,1,3,3.6541209220833317,0.2637487687500002,True
15,5,4,5,3,3,3,3.7393893579166657,0.14202662624999984,True
15,5,4,5,4,2,3,3.730237472916665,0.20165418249999956,True
15,5,4,5,5,1,3,3.6649590066666655,0.2643393875000002,True
15,5,4,6,3,2,3,3.658372582916666,0.22239795625000003,True
15,5,4,6,4,1,3,3.625133665833333,0.2641885024999997,True
15,5,4,7,3,1,3,3.5143239599999987,0.4438280824999996,True
15,5,5,2,4,4,3,3.595119829166665,0.39957650499999975,True
15,5,5,2,5,3,3,3.675166904166666,0.28447574249999974,True
15,5,5,2,6,2,3,3.611945388333332,0.35495036499999966,True
15,5,5,2,7,1,3,3.5246497729166655,0.4134183825000002,True
15,5,5,3,3,4,3,3.611665327916666,0.30890691374999957,True
15,5,5,3,4,3,3,3.723968756249999,0.2220766249999997,True
15,5,5,3,5,2,3,3.6801946233333322,0.26190378874999976,True
15,5,5,3,6,1,3,3.5952897020833325,0.2766776850000001,True
15,5,5,4,3,3,3,3.6794979870833324,0.19209679999999985,True
15,5,5,4,4,2,3,3.668575594583332,0.25033220249999966,True
15,5,5,4,5,1,3,3.6019012191666655,0.31634973624999985,True
15,5,5,5,3,2,3,3.628327213333332,0.2830475349999997,True
15,5,5,5,4,1,3,3.593674934583332,0.29084069249999933,True
15,5,5,6,3,1,3,3.5231421587499985,0.40281998750000003,True
15,5,6,2,3,4,1,3.497470558749999,0.2933731324999993,False
15,5,6,2,4,3,1,3.594382423749999,0.19646126749999926,False
15,5,6,2,5,2,1,3.584425741249999,0.20641794999999918,False
15,5,6,2,6,1,1,3.470046623749999,0.32079706749999914,False
15,5,6,3,3,3,1,3.5833894999999987,0.20745419124999964,False
15,5,6,3,4,2,1,3.577235987499999,0.21360770374999927,False
15,5,6,3,5,1,1,3.521152686249999,0.26969100499999943,False
15,5,6,4,3,2,1,3.534064283749999,0.2567794074999994,False
15,5,6,4,4,1,1,3.479728276249999,0.3111154149999993,False
15,5,6,5,3,1,1,3.4818702112499986,0.3089734799999997,False
22,12,1,5,12,4,3,3.6998303870833325,0.6784482499999998,True
22,12,1,6,11,4,3,3.7622038737499985,0.5946348112499997,True
22,12,1,6,12,3,3,3.740171851666665,0.6037433749999996,True
22,12,1,7,10,4,3,3.758818906249999,0.5886086887500004,True
22,12,1,7,11,3,3,3.7627719012499985,0.5877566087499999,True
22,12,1,7,12,2,3,3.620355237916666,0.7447263362499994,True
22,12,1,8,9,4,3,3.7690352458333316,0.5986541075000007,True
22,12,1,8,10,3,3,3.755641150833332,0.6169053450000006,True
22,12,1,8,11,2,3,3.639684488333332,0.7043147175,True
22,12,1,8,12,1,3,3.473763836666665,0.9306957750000002,True
22,12,1,9,8,4,3,3.7351139804166653,0.6120130375000006,True
22,12,1,9,9,3,3,3.7538293549999984,0.6010835825000007,True
22,12,1,9,10,2,3,3.6203413829166653,0.7329971500000001,True
22,12,1,9,11,1,3,3.480518256249999,0.8996780587500002,True
22,12,2,4,12,4,3,3.9713387941666647,0.38765948375000026,True
22,12,2,5,11,4,3,4.062092835833332,0.32704410874999956,True
22,12,2,5,12,3,3,4.041032560833332,0.3354429137499997,True
22,12,2,6,10,4,3,4.097280624999999,0.2461598650000001,True
22,12,2,6,11,3,3,4.101487399583331,0.2528580775,True
22,12,2,6,12,2,3,3.9633107995833323,0.4060425624999997,True
22,12,2,7,9,4,3,4.110321710833332,0.2349577137499992,True
22,12,2,7,10,3,3,4.097651533333331,0.2401410049999999,True
22,12,2,7,11,2,3,3.985324379166665,0.3906599312500001,True
22,12,2,7,12,1,3,3.8226416616666654,0.5041267650000005,True
22,12,2,8,8,4,3,4.089251816249998,0.2511037912499994,True
22,12,2,8,9,3,3,4.107009520416665,0.20990919750000092,True
22,12,2,8,10,2,3,3.977561771666666,0.35470901249999987,True
22,12,2,8,11,1,3,3.8408500949999986,0.49977000875000055,True
22,12,2,9,7,4,3,4.061709812916665,0.2655435275000002,True
22,12,2,9,8,3,3,4.074645240833331,0.2773689712500005,True
22,12,2,9,9,2,3,3.9756817145833323,0.3655392662499999,True
22,12,2,9,10,1,3,3.8211849729166656,0.5304272525,True
22,12,3,3,12,4,3,4.079255122916666,0.29860489499999954,True
22,12,3,4,11,4,3,4.166827074583332,0.16832701374999992,True
22,12,3,4,12,3,3,4.145944460416665,0.18308937875000098,True
22,12,3,5,10,4,3,4.2319097054166654,0.11052731250000036,True
22,12,3,5,11,3,3,4.235742182499998,0.11760380625,True
22,12,3,5,12,2,3,4.098540131249998,0.26940865499999944,True
22,12,3,6,9,4,3,4.283229462916665,0.03335556875000023,True
22,12,3,6,10,3,3,4.270654990833332,0.04913939999999961,True
22,12,3,6,11,2,3,4.159772374166665,0.18726007874999961,True
22,12,3,6,12,1,3,3.9972248366666654,0.34632238000000015,True
22,12,3,7,8,4,3,4.2653045987499985,0.06287539125000041,True
22,12,3,7,9,3,3,4.283047990833332,0.053935797500001215,True
22,12,3,7,10,2,3,4.156095601249999,0.17666726000000033,True
22,12,3,7,11,1,3,4.020114491666665,0.33882878625000057,True
22,12,3,8,7,4,3,4.249088975416665,0.09915634875000112,True
22,12,3,8,8,3,3,4.261509836249998,0.08989956375000041,True
22,12,3,8,9,2,3,4.165369814999998,0.1867991025000002,True
22,12,3,8,10,1,3,4.012602527083332,0.39386431125000065,True
22,12,3,9,6,4,3,4.179517850416665,0.16633706125000014,True
22,12,3,9,7,3,3,4.234969200416665,0.10085437250000062,True
22,12,3,9,8,2,3,4.132756284166665,0.19865536750000068,True
22,12,3,9,9,1,3,4.010967080416665,0.37820401000000015,True
22,12,4,2,12,4,3,3.9724805670833323,0.4617583062499997,True
22,12,4,3,11,4,3,4.121872100833332,0.27716867874999984,True
22,12,4,3,12,3,3,4.100549457499999,0.28566781374999994,True
22,12,4,4,10,4,3,4.184619114583332,0.1481888537499998,True
22,12,4,4,11,3,3,4.188545070833332,0.1552229925000006,True
22,12,4,4,12,2,3,4.049655879166665,0.3092493024999996,True
22,12,4,5,9,4,3,4.266371927083333,0.0919842937499995,True
22,12,4,5,10,3,3,4.253686083333332,0.0970601724999991,True
22,12,4,5,11,2,3,4.141169202499999,0.24803012874999997,True
22,12,4,5,12,1,3,3.9778562112499984,0.3598018512500003,True
22,12,4,6,8,4,3,4.2878250416666654,0.04545547875000011,True
22,12,4,6,9,3,3,4.305388283749999,0.01870616499999933,True
22,12,4,6,10,2,3,4.177343255833332,0.16626355375000035,True
22,12,4,6,11,1,3,4.040152704583332,0.2945406600000009,True
22,12,4,7,7,4,3,4.274353775416665,0.055708778750000576,True
22,12,4,7,8,3,3,4.287272312083332,0.04279656875000093,True
22,12,4,7,9,2,3,4.190548097083332,0.15482677125000066,True
22,12,4,7,10,1,3,4.0378301304166655,0.3457257487500005,True
22,12,4,8,6,4,3,4.215592916666665,0.12050969374999987,True
22,12,4,8,7,3,3,4.271063913333332,0.07887112875000035,True
22,12,4,8,8,2,3,4.168672427083332,0.17715440000000093,True
22,12,4,8,9,1,3,4.047203985833332,0.3561012650000004,True
22,12,4,9,5,4,3,4.1400214154166655,0.21586460124999984,True
22,12,4,9,6,3,3,4.2009683637499995,0.13575125124999943,True
22,12,4,9,7,2,3,4.140630536666666,0.18964191250000084,True
22,12,4,9,8,1,3,4.013516443333333,0.3694773849999997,True
22,12,5,2,11,4,3,4.005802284999999,0.44637439499999987,True
22,12,5,2,12,3,3,3.9844231562499988,0.4548133499999998,True
22,12,5,3,10,4,3,4.130474409583332,0.26283940124999994,True
22,12,5,3,11,3,3,4.133910467499999,0.2701660262500001,True
22,12,5,3,12,2,3,3.994200409999999,0.42521296625000016,True
22,12,5,4,9,4,3,4.209938468333331,0.13574940750000053,True
22,12,5,4,10,3,3,4.196923217083332,0.1409078449999992,True
22,12,5,4,11,2,3,4.083590328333332,0.29388787874999966,True
22,12,5,4,12,1,3,3.9185514045833316,0.40957898375000035,True
22,12,5,5,8,4,3,4.2616429349999985,0.08379859499999931,True
22,12,5,5,9,3,3,4.279041466249999,0.0844932462500001,True
22,12,5,5,10,2,3,4.149606621666666,0.2336261749999995,True
22,12,5,5,11,1,3,4.011933255833331,0.32973334124999987,True
22,12,5,6,7,4,3,4.287681287083332,0.0540385600000004,True
22,12,5,6,8,3,3,4.300542893333332,0.032620428750000485,True
22,12,5,6,9,2,3,4.202790625833331,0.15390752249999995,True
22,12,5,6,10,1,3,4.048957649999999,0.3040760349999996,True
22,12,5,7,6,4,3,4.231584159166665,0.1416004437499998,True
22,12,5,7,7,3,3,4.287496521666665,0.048105242500000145,True
22,12,5,7,8,2,3,4.185061745416665,0.14701234375000016,True
22,12,5,7,9,1,3,4.063458863749999,0.3111819212500002,True
22,12,5,8,5,4,3,4.167568325833332,0.1931190337499995,True
22,12,5,8,6,3,3,4.228360322499999,0.1127743787499993,True
22,12,5,8,7,2,3,4.168023372083332,0.17004080375000008,True
22,12,5,8,8,1,3,4.040701369999999,0.35082029375,True
22,12,5,9,4,4,3,4.071872011249999,0.3235678499999999,True
22,12,5,9,5,3,3,4.152562939583333,0.20859190250000026,True
22,12,5,9,6,2,3,4.096547166249999,0.2737777187499999,True
22,12,5,9,7,1,3,4.012411974583332,0.3627415837500001,True
22,12,6,2,10,4,1,4.028473923749999,0.24581744874999956,False
22,12,6,2,11,3,1,4.021490646249998,0.2528007262500003,False
22,12,6,2,12,2,1,3.8947077812499984,0.3795835912500003,False
22,12,6,3,9,4,1,4.1306239374999985,0.14366743500000023,False
22,12,6,3,10,3,1,4.113318668749998,0.1609727037500006,False
22,12,6,3,11,2,1,4.005909496249998,0.2683818762500003,False
22,12,6,3,12,1,1,3.8335399187499988,0.4407514537499999,False
22,12,6,4,8,4,1,4.137193138749998,0.13709823375000063,False
22,12,6,4,9,3,1,4.181178997499998,0.09311237500000047,False
22,12,6,4,10,2,1,4.066005689999999,0.20828568249999968,False
22,12,6,4,11,1,1,3.911127171249999,0.3631642012499996,False
22,12,6,5,7,4,1,4.2427591387499985,0.03153223375000014,False
22,12,6,5,8,3,1,4.228483732499999,0.045807639999999594,False
22,12,6,5,9,2,1,4.176119877499999,0.09817149499999989,False
22,12,6,5,10,1,1,4.013964251249998,0.26032712125000046,False
22,12,6,6,6,4,1,4.171066692499998,0.10322468000000029,False
22,12,6,6,7,3,1,4.255757199999998,0.01853417250000078,False
22,12,6,6,8,2,1,4.144915159999999,0.12937621249999953,False
22,12,6,6,9,1,1,4.045197613749999,0.2290937587499995,False
22,12,6,7,5,4,1,4.1540705624999985,0.12022081000000018,False
22,12,6,7,6,3,1,4.189430276249999,0.08486109625000005,False
22,12,6,7,7,2,1,4.178998914999999,0.09529245749999937,False
22,12,6,7,8,1,1,4.020884423749999,0.25340694874999947,False
22,12,6,8,4,4,1,4.049107084999998,0.2251842875000003,False
22,12,6,8,5,3,1,4.142798924999998,0.13149244750000033,False
22,12,6,8,6,2,1,4.082758396249998,0.19153297625000043,False
22,12,6,8,7,1,1,4.023692116249999,0.2505992562500001,False
22,12,6,9,3,4,1,3.922949738749998,0.3513416337500006,False
22,12,6,9,4,3,1,4.022230637499999,0.2520607349999997,False
22,12,6,9,5,2,1,4.019890766249999,0.25440060624999994,False
22,12,6,9,6,1,1,3.9098791099999985,0.36441226250000014,False
