league_id,season,stratum,roster_id,week,baseline_size,active_capacity,position_a,position_b,gain_a,gain_b,delta_a_minus_b,tail_delta_a_minus_b
920523240571850752,2023,1QB,1,11,12,24,QB,WR,0.0,0.033796879999999696,-0.033796879999999696,0.0
920523240571850752,2023,1QB,1,11,12,24,QB,TE,0.0,0.04192035999999977,-0.04192035999999977,0.0
920523240571850752,2023,1QB,1,11,12,24,RB,WR,0.0,0.033796879999999696,-0.033796879999999696,0.0
920523240571850752,2023,1QB,1,11,12,24,RB,TE,0.0,0.04192035999999977,-0.04192035999999977,0.0
920523240571850752,2023,1QB,1,11,12,24,WR,TE,0.033796879999999696,0.04192035999999977,-0.008123480000000072,0.0
920523240571850752,2023,1QB,5,11,14,24,RB,WR,0.006499440000000097,0.01494950399999997,-0.008450063999999872,0.0
920523240571850752,2023,1QB,5,11,14,24,RB,TE,0.006499440000000097,0.02978904000000071,-0.023289600000000615,0.0
920523240571850752,2023,1QB,5,11,14,24,WR,TE,0.01494950399999997,0.02978904000000071,-0.014839536000000741,0.0
920523240571850752,2023,1QB,1,12,19,24,QB,RB,0.0,0.0,0.0,0.0
920523240571850752,2023,1QB,1,12,19,24,QB,WR,0.0,0.03379688000000014,-0.03379688000000014,0.0
920523240571850752,2023,1QB,1,12,19,24,QB,TE,0.0,0.0,0.0,0.0
920523240571850752,2023,1QB,1,12,19,24,RB,WR,0.0,0.03379688000000014,-0.03379688000000014,0.0
920523240571850752,2023,1QB,1,12,19,24,RB,TE,0.0,0.0,0.0,0.0
920523240571850752,2023,1QB,1,12,19,24,WR,TE,0.03379688000000014,0.0,0.03379688000000014,0.0
920523240571850752,2023,1QB,5,12,14,24,RB,WR,0.06307042666666678,0.02212654399999998,0.04094388266666679,0.0
920523240571850752,2023,1QB,5,12,14,24,RB,TE,0.06307042666666678,0.02978904000000071,0.033281386666666066,0.0
920523240571850752,2023,1QB,5,12,14,24,WR,TE,0.02212654399999998,0.02978904000000071,-0.00766249600000073,0.0
920523240571850752,2023,1QB,5,13,14,24,RB,WR,0.06307042666666647,0.02212654399999998,0.04094388266666649,0.0
920523240571850752,2023,1QB,5,13,14,24,RB,TE,0.06307042666666647,0.029789039999999822,0.03328138666666665,0.0
920523240571850752,2023,1QB,5,13,14,24,WR,TE,0.02212654399999998,0.029789039999999822,-0.007662495999999842,0.0
920523240571850752,2023,1QB,5,14,16,24,RB,WR,0.061888399999999955,0.0,0.061888399999999955,0.0
920523240571850752,2023,1QB,5,14,16,24,RB,TE,0.061888399999999955,0.04974415999999948,0.012144240000000472,0.0
920523240571850752,2023,1QB,5,14,16,24,WR,TE,0.0,0.04974415999999948,-0.04974415999999948,0.0
920523240571850752,2023,1QB,5,15,17,24,RB,WR,0.0,0.023873840000000035,-0.023873840000000035,0.0
920523240571850752,2023,1QB,5,15,17,24,RB,TE,0.0,0.04974416000000037,-0.04974416000000037,0.0
920523240571850752,2023,1QB,5,15,17,24,WR,TE,0.023873840000000035,0.04974416000000037,-0.025870320000000335,0.0
1180667636675596288,2025,1QB,3,12,17,25,QB,RB,0.0,0.021924799999999856,-0.021924799999999856,0.0
1180667636675596288,2025,1QB,3,12,17,25,QB,WR,0.0,0.20133820000000013,-0.20133820000000013,0.0
1180667636675596288,2025,1QB,3,12,17,25,RB,WR,0.021924799999999856,0.20133820000000013,-0.17941340000000028,0.0
1180667636675596288,2025,1QB,3,13,18,25,QB,RB,0.0,0.021924799999999856,-0.021924799999999856,0.0
1180667636675596288,2025,1QB,3,13,18,25,QB,WR,0.0,0.0,0.0,0.0
1180667636675596288,2025,1QB,3,13,18,25,RB,WR,0.021924799999999856,0.0,0.021924799999999856,0.0
1180667636675596288,2025,1QB,3,14,18,25,QB,RB,0.0,0.021924799999999856,-0.021924799999999856,0.0
1180667636675596288,2025,1QB,3,14,18,25,QB,WR,0.0,0.0,0.0,0.0
1180667636675596288,2025,1QB,3,14,18,25,RB,WR,0.021924799999999856,0.0,0.021924799999999856,0.0
1180667636675596288,2025,1QB,3,15,18,25,QB,RB,0.0,0.021924799999999967,-0.021924799999999967,0.0
1180667636675596288,2025,1QB,3,15,18,25,QB,WR,0.0,0.0,0.0,0.0
1180667636675596288,2025,1QB,3,15,18,25,RB,WR,0.021924799999999967,0.0,0.021924799999999967,0.0
1180224010881282048,2025,1QB,4,4,11,19,QB,RB,0.11002087999999999,0.0,0.11002087999999999,0.0
1180224010881282048,2025,1QB,4,4,11,19,QB,WR,0.11002087999999999,0.0,0.11002087999999999,0.0
1180224010881282048,2025,1QB,4,4,11,19,QB,TE,0.11002087999999999,0.08431005333333334,0.025710826666666645,0.0
1180224010881282048,2025,1QB,4,4,11,19,RB,WR,0.0,0.0,0.0,0.0
1180224010881282048,2025,1QB,4,4,11,19,RB,TE,0.0,0.08431005333333334,-0.08431005333333334,0.0
1180224010881282048,2025,1QB,4,4,11,19,WR,TE,0.0,0.08431005333333334,-0.08431005333333334,0.0
1180224010881282048,2025,1QB,5,4,16,19,RB,WR,0.0,0.0,0.0,0.0
1180224010881282048,2025,1QB,6,4,14,19,RB,TE,0.0,0.0,0.0,0.0
1180224010881282048,2025,1QB,8,4,13,19,RB,WR,0.018917680000000048,0.0,0.018917680000000048,0.0
1180224010881282048,2025,1QB,11,4,15,19,QB,WR,0.0,0.0,0.0,0.0
1180224010881282048,2025,1QB,11,4,15,19,QB,TE,0.0,0.0,0.0,0.0
1180224010881282048,2025,1QB,11,4,15,19,WR,TE,0.0,0.0,0.0,0.0
1180224010881282048,2025,1QB,12,4,11,19,QB,RB,0.0,0.04886752000000009,-0.04886752000000009,0.0
1180224010881282048,2025,1QB,12,4,11,19,QB,WR,0.0,0.034030479999999974,-0.034030479999999974,0.0
1180224010881282048,2025,1QB,12,4,11,19,RB,WR,0.04886752000000009,0.034030479999999974,0.014837040000000114,0.0
1180224010881282048,2025,1QB,14,4,15,19,QB,RB,0.0,0.0,0.0,0.0
1180224010881282048,2025,1QB,14,4,15,19,QB,WR,0.0,0.0,0.0,0.0
1180224010881282048,2025,1QB,14,4,15,19,RB,WR,0.0,0.0,0.0,0.0
1180224010881282048,2025,1QB,4,5,13,19,RB,WR,0.01681099999999991,0.08467311999999994,-0.06786212000000003,0.0
1180224010881282048,2025,1QB,4,5,13,19,RB,TE,0.01681099999999991,0.0,0.01681099999999991,0.0
1180224010881282048,2025,1QB,4,5,13,19,WR,TE,0.08467311999999994,0.0,0.08467311999999994,0.0
1180224010881282048,2025,1QB,5,5,16,19,RB,WR,0.0,0.04197008000000002,-0.04197008000000002,0.0
1180224010881282048,2025,1QB,6,5,14,19,RB,TE,4.3420000000016223e-05,0.0,4.3420000000016223e-05,0.0
1180224010881282048,2025,1QB,8,5,14,19,RB,WR,0.0,0.0,0.0,0.0
1180224010881282048,2025,1QB,11,5,15,19,QB,WR,0.0,0.0,0.0,0.0
1180224010881282048,2025,1QB,11,5,15,19,QB,TE,0.0,0.0,0.0,0.0
1180224010881282048,2025,1QB,11,5,15,19,WR,TE,0.0,0.0,0.0,0.0
1180224010881282048,2025,1QB,12,5,13,19,QB,RB,0.0,0.046184560000000076,-0.046184560000000076,0.0
1180224010881282048,2025,1QB,12,5,13,19,QB,WR,0.0,0.12924179999999996,-0.12924179999999996,0.0
1180224010881282048,2025,1QB,12,5,13,19,RB,WR,0.046184560000000076,0.12924179999999996,-0.0830572399999999,0.0
1180224010881282048,2025,1QB,14,5,16,19,QB,RB,0.0015004800000002483,0.0,0.0015004800000002483,0.0
1180224010881282048,2025,1QB,14,5,16,19,QB,WR,0.0015004800000002483,0.08727639999999992,-0.08577591999999967,0.0
1180224010881282048,2025,1QB,14,5,16,19,RB,WR,0.0,0.08727639999999992,-0.08727639999999992,0.0
1180224010881282048,2025,1QB,4,6,13,19,RB,WR,0.01681099999999991,0.08467311999999994,-0.06786212000000003,0.0
1180224010881282048,2025,1QB,4,6,13,19,RB,TE,0.01681099999999991,0.033545519999999884,-0.016734519999999975,0.0
1180224010881282048,2025,1QB,4,6,13,19,WR,TE,0.08467311999999994,0.033545519999999884,0.05112760000000005,0.0
1180224010881282048,2025,1QB,6,6,15,19,RB,TE,0.03172258666666661,0.03757352000000003,-0.005850933333333419,0.0
1180224010881282048,2025,1QB,8,6,16,19,RB,WR,0.0,0.0,0.0,0.0
1180224010881282048,2025,1QB,12,6,15,19,QB,RB,0.0,0.37719040000000037,-0.37719040000000037,0.0
1180224010881282048,2025,1QB,12,6,15,19,QB,WR,0.0,0.047995199999999905,-0.047995199999999905,0.0
1180224010881282048,2025,1QB,12,6,15,19,RB,WR,0.37719040000000037,0.047995199999999905,0.32919520000000047,0.0
1180224010881282048,2025,1QB,14,6,16,19,QB,RB,0.0015004800000002483,0.0,0.0015004800000002483,0.0
1180224010881282048,2025,1QB,14,6,16,19,QB,WR,0.0015004800000002483,0.08727640000000036,-0.08577592000000012,0.0
1180224010881282048,2025,1QB,14,6,16,19,RB,WR,0.0,0.08727640000000036,-0.08727640000000036,0.0
1180224010881282048,2025,1QB,4,7,13,19,RB,WR,0.01681099999999991,0.12757467999999994,-0.11076368000000003,0.0
1180224010881282048,2025,1QB,4,7,13,19,RB,TE,0.01681099999999991,0.045374520000000196,-0.028563520000000286,0.0
1180224010881282048,2025,1QB,4,7,13,19,WR,TE,0.12757467999999994,0.045374520000000196,0.08220015999999974,0.0
1180224010881282048,2025,1QB,6,7,15,19,RB,TE,0.05747277333333326,0.03757352000000003,0.019899253333333235,0.0
1180224010881282048,2025,1QB,12,7,16,19,QB,RB,0.0,0.19717231999999996,-0.19717231999999996,0.0
1180224010881282048,2025,1QB,14,7,16,19,QB,RB,0.0015004800000002483,0.0,0.0015004800000002483,0.0
1180224010881282048,2025,1QB,14,7,16,19,QB,WR,0.0015004800000002483,0.08727640000000036,-0.08577592000000012,0.0
1180224010881282048,2025,1QB,14,7,16,19,RB,WR,0.0,0.08727640000000036,-0.08727640000000036,0.0
1180224010881282048,2025,1QB,4,8,14,19,RB,WR,0.01681099999999991,0.12757467999999994,-0.11076368000000003,0.0
1180224010881282048,2025,1QB,4,8,14,19,RB,TE,0.01681099999999991,0.02365800000000018,-0.0068470000000002695,0.0
1180224010881282048,2025,1QB,4,8,14,19,WR,TE,0.12757467999999994,0.02365800000000018,0.10391667999999976,0.0
1180224010881282048,2025,1QB,6,8,15,19,RB,TE,0.06854775999999996,0.03757352000000003,0.03097423999999993,0.0
1180224010881282048,2025,1QB,10,8,15,19,QB,RB,0.0,0.0,0.0,0.0
1180224010881282048,2025,1QB,10,8,15,19,QB,WR,0.0,0.016327720000000046,-0.016327720000000046,0.0
1180224010881282048,2025,1QB,10,8,15,19,RB,WR,0.0,0.016327720000000046,-0.016327720000000046,0.0
1180224010881282048,2025,1QB,14,8,14,19,QB,RB,0.025288959999999916,0.0,0.025288959999999916,0.0
1180224010881282048,2025,1QB,14,8,14,19,QB,WR,0.025288959999999916,0.15403072000000018,-0.12874176000000026,0.0
1180224010881282048,2025,1QB,14,8,14,19,QB,TE,0.025288959999999916,0.0,0.025288959999999916,0.0
1180224010881282048,2025,1QB,14,8,14,19,RB,WR,0.0,0.15403072000000018,-0.15403072000000018,0.0
1180224010881282048,2025,1QB,14,8,14,19,RB,TE,0.0,0.0,0.0,0.0
1180224010881282048,2025,1QB,14,8,14,19,WR,TE,0.15403072000000018,0.0,0.15403072000000018,0.0
1180224010881282048,2025,1QB,4,9,17,19,RB,WR,0.0,0.0,0.0,0.0
1180224010881282048,2025,1QB,6,9,17,19,RB,TE,0.1724183199999998,0.0,0.1724183199999998,0.0
1180224010881282048,2025,1QB,4,10,17,19,RB,WR,0.0,0.0,0.0,0.0
1180224010881282048,2025,1QB,4,11,17,19,RB,WR,0.0,0.0,0.0,0.0
1180224010881282048,2025,1QB,6,12,17,19,WR,TE,0.0906703999999996,0.14616736000000063,-0.05549696000000104,0.0
1180224010881282048,2025,1QB,14,14,17,19,QB,TE,0.0,0.16591264000000017,-0.16591264000000017,0.0
1180224010881282048,2025,1QB,14,15,17,19,QB,TE,0.0,0.18072368000000028,-0.18072368000000028,0.0
914741498980225024,2023,SF_1TE,6,5,16,26,QB,RB,0.0,0.08369727999999999,-0.08369727999999999,0.0
914741498980225024,2023,SF_1TE,6,5,16,26,QB,WR,0.0,0.003073493333333399,-0.003073493333333399,0.0
914741498980225024,2023,SF_1TE,6,5,16,26,RB,WR,0.08369727999999999,0.003073493333333399,0.08062378666666659,0.0
914741498980225024,2023,SF_1TE,6,6,17,26,QB,RB,0.0,0.12105666666666674,-0.12105666666666674,0.0
914741498980225024,2023,SF_1TE,6,6,17,26,QB,WR,0.0,0.3006996799999997,-0.3006996799999997,0.0
914741498980225024,2023,SF_1TE,6,6,17,26,RB,WR,0.12105666666666674,0.3006996799999997,-0.17964301333333293,0.0
914741498980225024,2023,SF_1TE,6,7,15,26,QB,RB,0.014187333333333404,0.0016344533333333782,0.012552880000000027,0.0
914741498980225024,2023,SF_1TE,6,7,15,26,QB,WR,0.014187333333333404,0.0,0.014187333333333404,0.0
914741498980225024,2023,SF_1TE,6,7,15,26,RB,WR,0.0016344533333333782,0.0,0.0016344533333333782,0.0
914741498980225024,2023,SF_1TE,6,8,20,26,QB,RB,0.014187333333333404,0.0,0.014187333333333404,0.0
914741498980225024,2023,SF_1TE,6,8,20,26,QB,WR,0.014187333333333404,0.0,0.014187333333333404,0.0
914741498980225024,2023,SF_1TE,6,8,20,26,RB,WR,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,6,9,20,26,QB,RB,0.014187333333333404,0.0,0.014187333333333404,0.0
914741498980225024,2023,SF_1TE,6,9,20,26,QB,WR,0.014187333333333404,0.0,0.014187333333333404,0.0
914741498980225024,2023,SF_1TE,6,9,20,26,RB,WR,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,6,10,17,26,QB,RB,0.014187333333333255,0.0,0.014187333333333255,0.0
914741498980225024,2023,SF_1TE,6,10,17,26,QB,WR,0.014187333333333255,0.046262959999999964,-0.03207562666666671,0.0
914741498980225024,2023,SF_1TE,6,10,17,26,RB,WR,0.0,0.046262959999999964,-0.046262959999999964,0.0
914741498980225024,2023,SF_1TE,6,11,15,26,QB,RB,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,6,11,15,26,QB,WR,0.0,0.05287279999999983,-0.05287279999999983,0.0
914741498980225024,2023,SF_1TE,6,11,15,26,QB,TE,0.0,0.3844527200000001,-0.3844527200000001,0.0
914741498980225024,2023,SF_1TE,6,11,15,26,RB,WR,0.0,0.05287279999999983,-0.05287279999999983,0.0
914741498980225024,2023,SF_1TE,6,11,15,26,RB,TE,0.0,0.3844527200000001,-0.3844527200000001,0.0
914741498980225024,2023,SF_1TE,6,11,15,26,WR,TE,0.05287279999999983,0.3844527200000001,-0.33157992000000025,0.0
914741498980225024,2023,SF_1TE,6,12,16,26,QB,RB,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,6,12,16,26,QB,WR,0.0,0.05287279999999998,-0.05287279999999998,0.0
914741498980225024,2023,SF_1TE,6,12,16,26,RB,WR,0.0,0.05287279999999998,-0.05287279999999998,0.0
914741498980225024,2023,SF_1TE,6,13,15,26,QB,RB,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,6,13,15,26,QB,WR,0.0,0.039654599999999984,-0.039654599999999984,0.0
914741498980225024,2023,SF_1TE,6,13,15,26,RB,WR,0.0,0.039654599999999984,-0.039654599999999984,0.0
914741498980225024,2023,SF_1TE,6,14,17,26,QB,RB,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,6,14,17,26,QB,WR,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,6,14,17,26,RB,WR,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,6,15,17,26,QB,RB,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,6,15,17,26,QB,WR,0.0,0.0,0.0,0.0
914741498980225024,2023,SF_1TE,6,15,17,26,RB,WR,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,7,11,18,27,QB,RB,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,7,11,18,27,QB,WR,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,7,11,18,27,QB,TE,0.0,0.1641680799999996,-0.1641680799999996,0.0
1180084795436826624,2025,SF_1TE,7,11,18,27,RB,WR,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,7,11,18,27,RB,TE,0.0,0.1641680799999996,-0.1641680799999996,0.0
1180084795436826624,2025,SF_1TE,7,11,18,27,WR,TE,0.0,0.1641680799999996,-0.1641680799999996,0.0
1180084795436826624,2025,SF_1TE,7,12,17,27,QB,RB,0.0,0.0005723199999998485,-0.0005723199999998485,0.0
1180084795436826624,2025,SF_1TE,7,12,17,27,QB,WR,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,7,12,17,27,QB,TE,0.0,0.1641680799999996,-0.1641680799999996,0.0
1180084795436826624,2025,SF_1TE,7,12,17,27,RB,WR,0.0005723199999998485,0.0,0.0005723199999998485,0.0
1180084795436826624,2025,SF_1TE,7,12,17,27,RB,TE,0.0005723199999998485,0.1641680799999996,-0.16359575999999976,0.0
1180084795436826624,2025,SF_1TE,7,12,17,27,WR,TE,0.0,0.1641680799999996,-0.1641680799999996,0.0
1180084795436826624,2025,SF_1TE,7,13,17,27,QB,RB,0.0,0.0005723199999998485,-0.0005723199999998485,0.0
1180084795436826624,2025,SF_1TE,7,13,17,27,QB,WR,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,7,13,17,27,QB,TE,0.0,0.2362820000000001,-0.2362820000000001,0.0
1180084795436826624,2025,SF_1TE,7,13,17,27,RB,WR,0.0005723199999998485,0.0,0.0005723199999998485,0.0
1180084795436826624,2025,SF_1TE,7,13,17,27,RB,TE,0.0005723199999998485,0.2362820000000001,-0.23570968000000025,0.0
1180084795436826624,2025,SF_1TE,7,13,17,27,WR,TE,0.0,0.2362820000000001,-0.2362820000000001,0.0
1180084795436826624,2025,SF_1TE,7,14,17,27,QB,RB,0.0,0.03616160000000024,-0.03616160000000024,0.0
1180084795436826624,2025,SF_1TE,7,14,17,27,QB,WR,0.0,0.0,0.0,0.0
1180084795436826624,2025,SF_1TE,7,14,17,27,QB,TE,0.0,0.2362820000000001,-0.2362820000000001,0.0
1180084795436826624,2025,SF_1TE,7,14,17,27,RB,WR,0.03616160000000024,0.0,0.03616160000000024,0.0
1180084795436826624,2025,SF_1TE,7,14,17,27,RB,TE,0.03616160000000024,0.2362820000000001,-0.20012039999999987,0.0
1180084795436826624,2025,SF_1TE,7,14,17,27,WR,TE,0.0,0.2362820000000001,-0.2362820000000001,0.0
1180084795436826624,2025,SF_1TE,7,15,17,27,QB,RB,0.00013599999999991397,0.0662953600000001,-0.06615936000000018,0.0
1180084795436826624,2025,SF_1TE,7,15,17,27,QB,WR,0.00013599999999991397,0.0,0.00013599999999991397,0.0
1180084795436826624,2025,SF_1TE,7,15,17,27,RB,WR,0.0662953600000001,0.0,0.0662953600000001,0.0
918260594971672576,2023,SF_2TE,5,4,14,27,QB,WR,0.0,0.014379453333333311,-0.014379453333333311,0.0
918260594971672576,2023,SF_2TE,12,4,18,27,QB,RB,0.0,0.06240646000000005,-0.06240646000000005,0.0
918260594971672576,2023,SF_2TE,12,4,18,27,QB,WR,0.0,0.08054576000000058,-0.08054576000000058,0.0
918260594971672576,2023,SF_2TE,12,4,18,27,QB,TE,0.0,0.012154240000000094,-0.012154240000000094,0.0
918260594971672576,2023,SF_2TE,12,4,18,27,RB,WR,0.06240646000000005,0.08054576000000058,-0.018139300000000524,0.0
918260594971672576,2023,SF_2TE,12,4,18,27,RB,TE,0.06240646000000005,0.012154240000000094,0.05025221999999996,0.0
918260594971672576,2023,SF_2TE,12,4,18,27,WR,TE,0.08054576000000058,0.012154240000000094,0.06839152000000048,0.0
918260594971672576,2023,SF_2TE,5,5,15,27,QB,WR,0.0,0.0,0.0,0.0
918260594971672576,2023,SF_2TE,5,6,14,27,QB,WR,0.0,0.0,0.0,0.0
918260594971672576,2023,SF_2TE,5,7,13,27,QB,WR,0.04227626666666658,0.01489317999999995,0.027383086666666633,0.0
918260594971672576,2023,SF_2TE,5,7,13,27,QB,TE,0.04227626666666658,0.0,0.04227626666666658,0.0
918260594971672576,2023,SF_2TE,5,7,13,27,WR,TE,0.01489317999999995,0.0,0.01489317999999995,0.0
918260594971672576,2023,SF_2TE,5,8,17,27,QB,WR,0.12553296,0.01944099999999993,0.10609196000000007,0.0
918260594971672576,2023,SF_2TE,5,8,17,27,QB,TE,0.12553296,0.0,0.12553296,0.0
918260594971672576,2023,SF_2TE,5,8,17,27,WR,TE,0.01944099999999993,0.0,0.01944099999999993,0.0
918260594971672576,2023,SF_2TE,5,9,17,27,QB,WR,0.19336928000000006,0.01944099999999993,0.17392828000000013,0.3333333333333333
918260594971672576,2023,SF_2TE,5,9,17,27,QB,TE,0.19336928000000006,0.0,0.19336928000000006,0.3333333333333333
918260594971672576,2023,SF_2TE,5,9,17,27,WR,TE,0.01944099999999993,0.0,0.01944099999999993,0.0
918260594971672576,2023,SF_2TE,5,10,14,27,QB,RB,0.22699359999999982,0.0,0.22699359999999982,0.3333333333333333
918260594971672576,2023,SF_2TE,5,10,14,27,QB,WR,0.22699359999999982,0.019857573333333267,0.20713602666666656,0.3333333333333333
918260594971672576,2023,SF_2TE,5,10,14,27,QB,TE,0.22699359999999982,0.060471173333333184,0.16652242666666664,0.3333333333333333
918260594971672576,2023,SF_2TE,5,10,14,27,RB,WR,0.0,0.019857573333333267,-0.019857573333333267,0.0
918260594971672576,2023,SF_2TE,5,10,14,27,RB,TE,0.0,0.060471173333333184,-0.060471173333333184,0.0
918260594971672576,2023,SF_2TE,5,10,14,27,WR,TE,0.019857573333333267,0.060471173333333184,-0.040613599999999916,0.0
918260594971672576,2023,SF_2TE,5,11,16,27,QB,RB,0.0,0.0,0.0,0.0
918260594971672576,2023,SF_2TE,5,11,16,27,QB,WR,0.0,0.0,0.0,0.0
918260594971672576,2023,SF_2TE,5,11,16,27,QB,TE,0.0,0.07889436000000005,-0.07889436000000005,0.0
918260594971672576,2023,SF_2TE,5,11,16,27,RB,WR,0.0,0.0,0.0,0.0
918260594971672576,2023,SF_2TE,5,11,16,27,RB,TE,0.0,0.07889436000000005,-0.07889436000000005,0.0
918260594971672576,2023,SF_2TE,5,11,16,27,WR,TE,0.0,0.07889436000000005,-0.07889436000000005,0.0
918260594971672576,2023,SF_2TE,5,12,17,27,QB,RB,0.0,0.0,0.0,0.0
918260594971672576,2023,SF_2TE,5,12,17,27,QB,WR,0.0,0.0,0.0,0.0
918260594971672576,2023,SF_2TE,5,12,17,27,QB,TE,0.0,0.07889436000000005,-0.07889436000000005,0.0
918260594971672576,2023,SF_2TE,5,12,17,27,RB,WR,0.0,0.0,0.0,0.0
918260594971672576,2023,SF_2TE,5,12,17,27,RB,TE,0.0,0.07889436000000005,-0.07889436000000005,0.0
918260594971672576,2023,SF_2TE,5,12,17,27,WR,TE,0.0,0.07889436000000005,-0.07889436000000005,0.0
918260594971672576,2023,SF_2TE,5,13,16,27,QB,RB,0.0,0.0,0.0,0.0
918260594971672576,2023,SF_2TE,5,13,16,27,QB,WR,0.0,0.0,0.0,0.0
918260594971672576,2023,SF_2TE,5,13,16,27,QB,TE,0.0,0.06923650666666654,-0.06923650666666654,0.0
918260594971672576,2023,SF_2TE,5,13,16,27,RB,WR,0.0,0.0,0.0,0.0
918260594971672576,2023,SF_2TE,5,13,16,27,RB,TE,0.0,0.06923650666666654,-0.06923650666666654,0.0
918260594971672576,2023,SF_2TE,5,13,16,27,WR,TE,0.0,0.06923650666666654,-0.06923650666666654,0.0
918260594971672576,2023,SF_2TE,5,14,16,27,QB,RB,0.0,0.0,0.0,0.0
918260594971672576,2023,SF_2TE,5,14,16,27,QB,WR,0.0,0.07161482666666667,-0.07161482666666667,0.0
918260594971672576,2023,SF_2TE,5,14,16,27,QB,TE,0.0,0.0381234800000001,-0.0381234800000001,0.0
918260594971672576,2023,SF_2TE,5,14,16,27,RB,WR,0.0,0.07161482666666667,-0.07161482666666667,0.0
918260594971672576,2023,SF_2TE,5,14,16,27,RB,TE,0.0,0.0381234800000001,-0.0381234800000001,0.0
918260594971672576,2023,SF_2TE,5,14,16,27,WR,TE,0.07161482666666667,0.0381234800000001,0.033491346666666574,0.0
918260594971672576,2023,SF_2TE,5,15,17,27,QB,RB,0.0,0.0,0.0,0.0
918260594971672576,2023,SF_2TE,5,15,17,27,QB,WR,0.0,0.08805458666666659,-0.08805458666666659,0.0
918260594971672576,2023,SF_2TE,5,15,17,27,QB,TE,0.0,0.026326159999999987,-0.026326159999999987,0.0
918260594971672576,2023,SF_2TE,5,15,17,27,RB,WR,0.0,0.08805458666666659,-0.08805458666666659,0.0
918260594971672576,2023,SF_2TE,5,15,17,27,RB,TE,0.0,0.026326159999999987,-0.026326159999999987,0.0
918260594971672576,2023,SF_2TE,5,15,17,27,WR,TE,0.08805458666666659,0.026326159999999987,0.0617284266666666,0.0
