capacity,bench,QB,RB,WR,TE,windows,mean_opportunity,worst_window_gap,comparable_all_windows
23,12,1,8,9,5,3,4.5430918328124985,0.8090446118750005,True
23,12,1,8,10,4,3,4.537413206145831,0.8233474046875013,True
23,12,1,8,11,3,3,4.519669593229165,0.8380938440625005,True
23,12,1,8,12,2,3,4.395531560208332,0.9276223859375001,True
23,12,1,9,8,5,3,4.512408623749999,0.8176257037500001,True
23,12,1,9,9,4,3,4.517812066979165,0.8473033428125012,True
23,12,1,9,10,3,3,4.506759129479165,0.823506423125,True
23,12,1,9,11,2,3,4.3904044314583315,0.9471806040625008,True
23,12,1,9,12,1,3,4.201230424374998,1.106172244375001,True
23,12,2,4,12,5,3,4.936430453229165,0.43428601749999984,True
23,12,2,5,11,5,3,5.017948073437498,0.2959882643750005,True
23,12,2,5,12,4,3,4.999178177916665,0.3230201390625007,True
23,12,2,6,10,5,3,5.048306891354165,0.2487139900000006,True
23,12,2,6,11,4,3,5.037047430104165,0.24226306156250121,True
23,12,2,6,12,3,3,5.013445497395832,0.28120052374999993,True
23,12,2,7,9,5,3,5.043007365416665,0.24652930031250087,True
23,12,2,7,10,4,3,5.037222706874998,0.26181821656250115,True
23,12,2,7,11,3,3,5.021096901874998,0.2750954321875012,True
23,12,2,7,12,2,3,4.901538756979165,0.3708486256250003,True
23,12,2,8,8,5,3,5.013944522812499,0.29289309312500045,True
23,12,2,8,9,4,3,5.019092521249998,0.3226909259375006,True
23,12,2,8,10,3,3,5.008502404999998,0.3002018162500004,True
23,12,2,8,11,2,3,4.896448918229165,0.4203713890625007,True
23,12,2,8,12,1,3,4.710658814479165,0.5768848109375,True
23,12,2,9,7,5,3,4.967167066354166,0.3353900609375007,True
23,12,2,9,8,4,3,4.990126302604165,0.3297003231250004,True
23,12,2,9,9,3,3,4.990228086354165,0.3219095550000013,True
23,12,2,9,10,2,3,4.883750048124998,0.405674639062501,True
23,12,2,9,11,1,3,4.705692709166665,0.59605074125,True
23,12,3,3,12,5,3,5.0648734260416655,0.3262881731249996,True
23,12,3,4,11,5,3,5.128562865416665,0.24318507031250025,True
23,12,3,4,12,4,3,5.109629804374998,0.2706032534374998,True
23,12,3,5,10,5,3,5.202471808020832,0.12020973281250047,True
23,12,3,5,11,4,3,5.190858991874998,0.1321289393749998,True
23,12,3,5,12,3,3,5.167385375624998,0.1612464906250004,True
23,12,3,6,9,5,3,5.226618835416665,0.04659238937500021,True
23,12,3,6,10,4,3,5.220980636249998,0.05312908843750108,True
23,12,3,6,11,3,3,5.204844735937498,0.06618713031250145,True
23,12,3,6,12,2,3,5.085412909270832,0.22382901625000073,True
23,12,3,7,8,5,3,5.210286277187499,0.07825199468750021,True
23,12,3,7,9,4,3,5.215360566249998,0.10762149375000085,True
23,12,3,7,10,3,3,5.204937924895831,0.08568738406250098,True
23,12,3,7,11,2,3,5.0939722703124986,0.20468050062500076,True
23,12,3,7,12,1,3,4.9088138235416645,0.3845412096875007,True
23,12,3,8,7,5,3,5.164062636666665,0.15874886781250108,True
23,12,3,8,8,4,3,5.1867100727083315,0.15379912093750114,True
23,12,3,8,9,3,3,5.1869406218749985,0.14633572281250018,True
23,12,3,8,10,2,3,5.081123452187499,0.23004215593750033,True
23,12,3,8,11,1,3,4.903565047604165,0.4196809175000009,True
23,12,3,9,6,5,3,5.032484713958332,0.28361457187499983,True
23,12,3,9,7,4,3,5.140258234062499,0.1954523546875011,True
23,12,3,9,8,3,3,5.158186533437498,0.15288446437500092,True
23,12,3,9,9,2,3,5.062332312708332,0.25262961468750067,True
23,12,3,9,10,1,3,4.890563030416665,0.4048580871875007,True
23,12,4,2,12,5,3,4.868291356458332,0.5635710431249992,True
23,12,4,3,11,5,3,5.088908126354165,0.2888084540625,True
23,12,4,3,12,4,3,5.069766934791665,0.3162809578125012,True
23,12,4,4,10,5,3,5.145450961562498,0.22055831343750043,True
23,12,4,4,11,4,3,5.133554227395831,0.23320704500000033,True
23,12,4,4,12,3,3,5.108960086041665,0.2635326803125002,True
23,12,4,5,9,5,3,5.213494063437499,0.11424155156249949,True
23,12,4,5,10,4,3,5.207687627291666,0.1098959640624999,True
23,12,4,5,11,3,3,5.191147281979165,0.12419884906250012,True
23,12,4,5,12,2,3,5.070763444270832,0.2935415578124996,True
23,12,4,6,8,5,3,5.226712407083332,0.050166407812501035,True
23,12,4,6,9,4,3,5.231950307916665,0.05880318906250093,True
23,12,4,6,10,3,3,5.221330314166665,0.05627507156250111,True
23,12,4,6,11,2,3,5.109298185208331,0.18628023125000048,True
23,12,4,6,12,1,3,4.923268965729165,0.3930883134374996,True
23,12,4,7,7,5,3,5.193242582812498,0.10399924656250104,True
23,12,4,7,8,4,3,5.215626769374999,0.09919867562500073,True
23,12,4,7,9,3,3,5.215818606458331,0.09189912562500169,True
23,12,4,7,10,2,3,5.110121276458332,0.17518699187500086,True
23,12,4,7,11,1,3,4.932499734374999,0.3646133418749997,True
23,12,4,8,6,5,3,5.061810446145832,0.24287121593749994,True
23,12,4,8,7,4,3,5.169231193749998,0.17993991593750103,True
23,12,4,8,8,3,3,5.186980297499999,0.13804938406250056,True
23,12,4,8,9,2,3,5.091060828333331,0.23766203031250122,True
23,12,4,8,10,1,3,4.919329666354165,0.39019983687500037,True
23,12,4,9,5,5,3,4.951858564166664,0.3877035271875009,True
23,12,4,9,6,4,3,5.037530197187498,0.2758842915625008,True
23,12,4,9,7,3,3,5.140000548541665,0.17999640062500077,True
23,12,4,9,8,2,3,5.0614134833333315,0.24437643906250095,True
23,12,4,9,9,1,3,4.899442361145831,0.41419672875000124,True
23,12,5,2,11,5,3,4.881786812499999,0.49970496656249974,True
23,12,5,2,12,4,3,4.862077781145832,0.5274713543749998,True
23,12,5,3,10,5,3,5.095525938229165,0.2399584237500001,True
23,12,5,3,11,4,3,5.083454661458331,0.2521766818750004,True
23,12,5,3,12,3,3,5.058274846666666,0.2830099475000001,True
23,12,5,4,9,5,3,5.145684640520831,0.18913749531250001,True
23,12,5,4,10,4,3,5.140282099479165,0.18385039375000023,True
23,12,5,4,11,3,3,5.122719718437499,0.19940093781250035,True
23,12,5,4,12,2,3,5.0004272494791655,0.37115471968750047,True
23,12,5,5,8,5,3,5.203169034479165,0.09163283437499992,True
23,12,5,5,9,4,3,5.208288417291665,0.07795044781250038,True
23,12,5,5,10,3,3,5.197564910729166,0.07514942343749986,True
23,12,5,5,11,2,3,5.084360438958332,0.2294183778125003,True
23,12,5,5,12,1,3,4.897019766770832,0.4367200418750006,True
23,12,5,6,7,5,3,5.199327278333333,0.08715645468750033,True
23,12,5,6,8,4,3,5.2219472627083325,0.08204892781250095,True
23,12,5,6,9,3,3,5.2219255127083315,0.07466581687500096,True
23,12,5,6,10,2,3,5.115302924687499,0.15842478718750108,True
23,12,5,6,11,1,3,4.9366242783333325,0.3483676765624999,True
23,12,5,7,6,5,3,5.080953545104165,0.2157579750000007,True
23,12,5,7,7,4,3,5.188281806979165,0.1570065440625008,True
23,12,5,7,8,3,3,5.205907889791665,0.11511221156250073,True
23,12,5,7,9,2,3,5.109828000520832,0.21473328593750107,True
23,12,5,7,10,1,3,4.938057204791665,0.36752016437500057,True
23,12,5,8,5,5,3,4.9706258683333315,0.40422605625000063,True
23,12,5,8,6,4,3,5.056334923854165,0.29264102781250045,True
23,12,5,8,7,3,3,5.158883814895831,0.19666347031250098,True
23,12,5,8,8,2,3,5.079821308020832,0.2617380021875011,True
23,12,5,8,9,1,3,4.917863893749999,0.4319266256250005,True
23,12,5,9,4,5,3,4.852253431874998,0.4737429065625012,True
23,12,5,9,5,4,3,4.9461050726041655,0.4415839950000011,True
23,12,5,9,6,3,3,5.026263302916665,0.2930436746875005,True
23,12,5,9,7,2,3,5.031893662916666,0.30438688687500015,True
23,12,5,9,8,1,3,4.887165171249999,0.4391631040625006,True
23,12,6,2,10,5,3,4.859574765833332,0.49986509937499957,True
23,12,6,2,11,4,3,4.847321596874998,0.5124350118749996,True
23,12,6,2,12,3,3,4.821141297395832,0.5443036665625005,True
23,12,6,3,9,5,3,5.067152429270831,0.25771154062500035,True
23,12,6,3,10,4,3,5.061810781562499,0.2519604771874997,True
23,12,6,3,11,3,3,5.0436421497916655,0.26793852218750036,True
23,12,6,3,12,2,3,4.920350830208332,0.4407900356250005,True
23,12,6,4,8,5,3,5.106518267395831,0.21611597406250116,True
23,12,6,4,9,4,3,5.111829351562498,0.2017541421875002,True
23,12,6,4,10,3,3,5.100780853958332,0.1990154525000003,True
23,12,6,4,11,2,3,4.985604964479165,0.3559851628124999,True
23,12,6,4,12,1,3,4.797087542916665,0.5647059740625,True
23,12,6,5,7,5,3,5.146980523958331,0.14011413281250018,True
23,12,6,5,8,4,3,5.169527468645832,0.12176183687500064,True
23,12,6,5,9,3,3,5.169508190937498,0.11413373281250117,True
23,12,6,5,10,2,3,5.061921789479165,0.2292881440625001,True
23,12,6,5,11,1,3,4.881803932812498,0.42180052718750005,True
23,12,6,6,6,5,3,5.058145201145831,0.2403325393750002,True
23,12,6,6,7,4,3,5.165746132187499,0.16366689843750049,True
23,12,6,6,8,3,3,5.1834225834374985,0.12157335500000066,True
23,12,6,6,9,2,3,5.086312895208332,0.221801697500001,True
23,12,6,6,10,1,3,4.913734862812499,0.3748595887500006,True
23,12,6,7,5,5,3,4.961174930312499,0.4049051921875009,True
23,12,6,7,6,4,3,5.046832190416665,0.2933432403125007,True
23,12,6,7,7,3,3,5.149466615729165,0.19740523875000093,True
23,12,6,7,8,2,3,5.070148568020833,0.26239717125000084,True
23,12,6,7,9,1,3,4.908141249895832,0.4327807943750006,True
23,12,6,8,4,5,3,4.842328179895832,0.514410953125001,True
23,12,6,8,5,4,3,4.936129571874999,0.4824436118750004,True
23,12,6,8,6,3,3,5.016479632291666,0.33380760593750036,True
23,12,6,8,7,2,3,5.021797864583331,0.3454156771874999,True
23,12,6,8,8,1,3,4.8769383440624985,0.48059270718750113,True
23,12,6,9,3,5,3,4.710965311458332,0.6288888271875006,True
23,12,6,9,4,4,3,4.817465403958332,0.5517143053125011,True
23,12,6,9,5,3,3,4.905571449583332,0.48333438281250096,True
23,12,6,9,6,2,3,4.8877268713541655,0.4432629356250004,True
23,12,6,9,7,1,3,4.827988964583332,0.5241214968750008,True
